lnSa,lnSaRatio,lnDs,lnSDR1,lnSDR2,lnSDR3,lnSDR4,lnSDR5,lnSDR6,lnSDR7,lnSDR8,lnSDR9,lnSDR10,lnSDR11,lnSDR12,lnPFA1,lnPFA2,lnPFA3,lnPFA4,lnPFA5,lnPFA6,lnPFA7,lnPFA8,lnPFA9,lnPFA10,lnPFA11,lnPFA12
-0.891598119,0.387643897,3.877431561,-4.035456978,-3.948173636,-4.058848083,-4.316044157,-4.487982883,-4.618346615,-4.669840983,-4.57991188,-4.819631537,-5.0349951,-5.320837042,-6.078321754,-0.575996306,-0.799164045,-0.859448565,-0.811396526,-0.945347781,-0.885369962,-1.018368777,-1.043963713,-1.054398385,-1.159496267,-1.191728295,-1.007173406
-0.867500568,0.387643897,3.877431561,-3.909301712,-3.848353612,-4.047533498,-4.320502653,-4.533324056,-4.66854565,-4.651651917,-4.617332852,-4.834892832,-5.027942198,-5.283824892,-6.042871532,-0.502987133,-0.753260731,-0.826594216,-0.879180357,-0.91069904,-0.92411066,-0.947549955,-1.042794669,-0.997716269,-1.239465345,-1.176930895,-0.990674678
-0.84397007,0.387643897,3.877431561,-3.777251757,-3.740054861,-3.919581499,-4.206561865,-4.594754617,-4.792554537,-4.658996159,-4.669605246,-4.867752574,-5.044416508,-5.269240234,-6.026693876,-0.493180271,-0.755733709,-0.805780329,-0.856839916,-0.851594394,-0.907061245,-0.954138651,-1.044272745,-0.957702395,-1.149390441,-1.168779675,-0.940473569
-0.820980552,0.387643897,3.877431561,-3.649108892,-3.607015636,-3.734383224,-4.033704882,-4.476266987,-4.755768682,-4.698120253,-4.707404482,-4.911536391,-5.063972782,-5.2759983,-6.03942026,-0.46842394,-0.642245312,-0.75746126,-0.822966229,-0.855772763,-0.904319165,-0.939180871,-1.060011876,-0.936422085,-1.14503463,-1.160421568,-0.927843876
-0.798507696,0.387643897,3.877431561,-3.448204087,-3.335994082,-3.491147254,-3.885575835,-4.427551336,-4.771862518,-4.767410331,-4.745599601,-4.956520758,-5.07191832,-5.311666065,-6.091713704,-0.463096691,-0.782803856,-0.73752054,-0.791596185,-0.791801979,-0.835256345,-0.915578735,-1.060363299,-0.903890595,-1.146231809,-1.148377287,-0.913039097
-2.302585093,0.449079183,4.487849543,-5.641069682,-5.508594052,-5.611298102,-5.725111326,-5.812164216,-5.907969345,-5.980857007,-6.004703801,-6.039781223,-6.209401675,-6.488255782,-6.947127284,-2.501036032,-2.340247428,-2.102225954,-1.984659865,-1.98303286,-2.111588077,-2.263217458,-2.258331537,-2.253476779,-2.062862819,-1.903284158,-1.813763586
-1.609437912,0.449079183,4.487849543,-5.036687218,-4.670428966,-4.887152533,-5.280705372,-5.589680874,-5.687477132,-5.460690424,-5.431457978,-5.654703781,-5.988624584,-6.266685911,-6.761726061,-1.729759133,-1.864771395,-1.851511123,-1.732524907,-1.763317761,-1.897534471,-2.049878211,-2.065207149,-1.901681874,-1.864418727,-1.749168969,-1.597274428
-1.203972804,0.449079183,4.487849543,-3.782078664,-3.65218115,-3.811065167,-4.158454375,-4.589680769,-5.173077756,-5.442984821,-5.56445193,-5.688578641,-5.904201202,-6.199276234,-6.657549243,-1.597138827,-1.662507615,-1.751065033,-1.857266914,-1.849479129,-1.881434278,-1.867499994,-1.839610447,-1.856111115,-1.802668798,-1.643161308,-1.494038217
-1.171182982,0.449079183,4.487849543,-3.644338304,-3.556802619,-3.738111716,-4.103110874,-4.540262983,-5.117927675,-5.400332374,-5.530885187,-5.685048065,-5.907954626,-6.203401132,-6.663837024,-1.570110118,-1.695338087,-1.679665036,-1.8562752,-1.850989959,-1.84730996,-1.821576454,-1.823063318,-1.801880444,-1.835335509,-1.657292421,-1.502790344
-1.139434283,0.449079183,4.487849543,-3.510261414,-3.460043336,-3.662241418,-4.044007024,-4.492582847,-5.088344975,-5.382484066,-5.491785618,-5.67854172,-5.909501223,-6.234387426,-6.704071854,-0.926521599,0.071000697,-0.661576237,-1.715037312,-1.846521742,-1.8304793,-1.8272538,-1.826650176,-1.733015676,-1.885793539,-1.698590451,-1.513581627
-1.108662625,0.449079183,4.487849543,-3.406899608,-3.35124789,-3.582906326,-3.990238633,-4.464400056,-5.079188262,-5.397585368,-5.483122806,-5.671932125,-5.896034375,-6.22633155,-6.714403117,-1.565905685,-1.614658717,-1.562787402,-1.714910668,-1.836737331,-1.814378553,-1.74156577,-1.814547059,-1.68401578,-1.824616636,-1.694627116,-1.493082121
-1.078809661,0.449079183,4.487849543,-3.374419141,-3.307035133,-3.516924782,-3.934253277,-4.41354207,-5.035745431,-5.453816288,-5.53547871,-5.664079186,-5.87421143,-6.199783527,-6.706865517,-1.54297089,-1.501501462,-1.515688837,-1.600311079,-1.739026961,-1.770516621,-1.699710941,-1.810939909,-1.684099499,-1.807311006,-1.697342534,-1.47189683
-1.049822124,0.449079183,4.487849543,-3.349255048,-3.253451742,-3.420328215,-3.885376206,-4.374860374,-5.011051881,-5.504672633,-5.582172106,-5.636005142,-5.822647095,-6.156277871,-6.695826377,-1.571000732,-1.511637368,-1.45836333,-1.598682698,-1.608650862,-1.712824783,-1.666200134,-1.788808119,-1.729691949,-1.798892857,-1.663886443,-1.45431756
-1.021651248,0.449079183,4.487849543,-3.235668537,-3.160451268,-3.351347779,-3.871927675,-4.36742969,-5.053075785,-5.573251704,-5.592897845,-5.654940883,-5.82959743,-6.156216556,-6.687503906,-1.547163753,-1.514431515,-1.417554388,-1.647908741,-1.682558783,-1.693565832,-1.702264002,-1.78304079,-1.796852446,-1.77766195,-1.620602045,-1.449886148
-0.994252273,0.449079183,4.487849543,-3.074673754,-3.088406929,-3.299278181,-3.841205799,-4.359154214,-5.090251718,-5.571746825,-5.599181948,-5.691576274,-5.849954568,-6.164480733,-6.684459739,-1.497244152,-1.514899144,-1.401798548,-1.678811029,-1.713942655,-1.675703903,-1.681226341,-1.795213758,-1.69074826,-1.822585614,-1.620523476,-1.443991519
-2.302585093,0.57223498,1.00795792,-5.459507767,-5.40244087,-5.66954338,-5.64077669,-5.612422815,-5.632493042,-5.418640375,-5.377403865,-5.617517626,-5.934993481,-6.224128272,-6.648395524,-1.916847091,-1.736609287,-1.733455375,-1.569054865,-1.458322135,-1.490680361,-1.745209573,-1.825251171,-1.784073464,-1.763440112,-1.72471099,-1.466758031
-1.609437912,0.57223498,1.00795792,-4.827983792,-4.50763521,-4.516536792,-4.645037428,-4.825427905,-4.992656388,-5.158931147,-5.286803902,-5.339864624,-5.390327398,-5.72300505,-6.489216011,-1.137622922,-1.075995094,-1.047427391,-1.102481458,-1.138010797,-1.34377187,-0.961875085,-1.267421814,-1.344020119,-1.499914745,-1.388334256,-1.296788474
-1.203972804,0.57223498,1.00795792,-3.75262469,-3.742676934,-3.946391908,-4.210826694,-4.476442814,-4.794678304,-5.083965953,-5.109733791,-5.01129201,-5.217642859,-5.824754214,-6.408053294,-0.823591619,-0.896982104,-1.020292421,-1.015883574,-1.100416556,-1.06041565,-1.048949306,-1.04007953,-1.189224123,-1.362993737,-1.471100358,-1.181048431
-0.916290732,0.57223498,1.00795792,-3.134245196,-3.156941473,-3.419658749,-3.969588561,-4.399530945,-4.756831799,-5.023840602,-4.928905088,-4.987845955,-5.289982201,-5.776988853,-6.345337705,-0.424811895,-0.681452044,-0.670641404,-0.826990903,-0.959478901,-0.885627389,-0.967393202,-1.021119,-1.130265746,-1.273872587,-1.399097023,-1.116494618
-0.891598119,0.57223498,1.00795792,-3.07949439,-3.106818036,-3.391849212,-3.966542551,-4.400084705,-4.755581533,-5.014381302,-4.927406437,-4.977581151,-5.275196721,-5.767009856,-6.34017699,-0.417444107,-0.380439009,-0.755386353,-0.804783644,-0.96901637,-0.877434927,-0.952358172,-1.009438011,-1.129936985,-1.264574226,-1.361708135,-1.110728912
-0.867500568,0.57223498,1.00795792,-3.024076194,-3.058674203,-3.372064884,-3.966801313,-4.398082849,-4.751768292,-5.004597558,-4.930029514,-4.96781865,-5.26126824,-5.757635885,-6.335522281,-0.406269628,-0.643979688,-0.647848508,-0.763556306,-1.001347392,-0.87663803,-0.956003149,-1.002334858,-1.12814273,-1.298011239,-1.370559699,-1.106530109
-0.84397007,0.57223498,1.00795792,-2.968552999,-3.012306877,-3.359762775,-3.970690793,-4.394722892,-4.746510273,-4.995883637,-4.937408996,-4.959725948,-5.247989338,-5.748603078,-6.331310468,-0.396349824,-0.452999068,-0.742204669,-0.796742298,-0.998819694,-0.87731037,-0.943722622,-0.998383802,-1.115292987,-1.23163321,-1.376864732,-1.100953799
-0.820980552,0.57223498,1.00795792,-2.912008963,-2.967352807,-3.355314296,-3.980050272,-4.391228845,-4.74131986,-4.987278696,-4.951443699,-4.952658882,-5.235534135,-5.740251457,-6.327077153,-0.398874597,-0.556997488,-0.649830709,-0.774936642,-0.983038374,-0.87780246,-0.955295979,-0.9922383,-1.110186394,-1.226993243,-1.362063002,-1.096617388
-0.798507696,0.57223498,1.00795792,-2.854982993,-2.923586511,-3.355907622,-3.99204613,-4.388479409,-4.736344359,-4.978742809,-4.959068987,-4.945843836,-5.223254422,-5.732083189,-6.323162598,-0.396203545,-0.554415013,-0.754780146,-0.806679358,-0.998454094,-0.884065021,-0.925142276,-0.98323913,-1.118093755,-1.271071218,-1.329918436,-1.092894402
-0.776528789,0.57223498,1.00795792,-2.795655937,-2.880844091,-3.358753024,-4.00606449,-4.38557693,-4.730897822,-4.970371375,-4.949867153,-4.9389688,-5.21122266,-5.724124988,-6.319341033,-0.403187207,-0.498657874,-0.658289166,-0.775392086,-1.018540892,-0.884855311,-0.935748431,-0.97443002,-1.121259985,-1.202695887,-1.330790313,-1.089808885
-0.755022584,0.57223498,1.00795792,-2.724388446,-2.829042255,-3.366845232,-4.010667237,-4.383259394,-4.725818071,-4.961293853,-4.939910324,-4.931642984,-5.199208955,-5.716539501,-6.316114938,-0.346122903,-0.615620337,-0.767599483,-0.79976896,-0.991777336,-0.887097866,-0.932952997,-0.971702422,-1.131349017,-1.218293978,-1.346665308,-1.086057398
-0.733969175,0.57223498,1.00795792,-2.625381866,-2.746356612,-3.369721971,-4.007867828,-4.381650705,-4.721215358,-4.952718335,-4.930201125,-4.925000865,-5.188175898,-5.709318772,-6.313478609,-0.407666442,-0.466200459,-0.667344642,-0.768124177,-1.043934286,-0.891812923,-0.924456589,-0.97223639,-1.114195393,-1.234762269,-1.363580951,-1.082373448
-2.302585093,0.593041058,1.584325212,-5.684129859,-5.534176418,-5.577764109,-5.70863724,-5.90096227,-5.842672198,-5.64865245,-5.48468309,-5.531607218,-5.782507551,-6.126093685,-6.603939065,-1.852073824,-1.827632256,-1.716120201,-1.736857852,-1.702136123,-1.731680176,-1.746382088,-1.885948908,-1.937889821,-1.75149483,-1.648762336,-1.43134808
-1.609437912,0.593041058,1.584325212,-5.534799482,-5.509710228,-5.5314557,-5.474224341,-5.43119069,-5.256766678,-4.988369526,-4.743022902,-4.65488788,-4.778484827,-5.295642946,-6.204340986,-0.814409455,-1.024598116,-1.038373499,-1.186420763,-1.308700409,-1.164388561,-0.982893024,-1.059137588,-1.264821919,-1.23087908,-1.29549151,-1.112476406
-1.203972804,0.593041058,1.584325212,-5.053202561,-4.821631116,-5.03339177,-5.0290111,-5.018265833,-4.950201749,-4.564392992,-4.297759018,-4.337741843,-4.667110485,-4.916541308,-5.679267439,-0.553725374,-0.577757868,-0.826162185,-0.926142259,-1.011971349,-0.970245726,-0.899315709,-1.026880876,-0.993055989,-1.040028233,-1.161827676,-0.927601544
-0.916290732,0.593041058,1.584325212,-4.815423426,-4.518909924,-4.637152202,-4.767517366,-4.67164979,-4.63244889,-4.461814708,-4.294323497,-4.311314708,-4.405221569,-4.743865747,-5.819759143,-0.385750088,-0.553621744,-0.65851931,-0.828419088,-0.882717948,-0.817149984,-0.797984078,-0.957074956,-0.808386832,-1.013568658,-1.079785196,-0.943436494
-0.693147181,0.593041058,1.584325212,-4.25800532,-4.077705758,-4.148327787,-4.300955533,-4.485513351,-4.550199163,-4.52256768,-4.529376493,-4.479304349,-4.430519643,-4.729761093,-5.754402312,-0.281979637,-0.43672166,-0.543544511,-0.746828853,-0.785981794,-0.660472661,-0.739591226,-0.816100904,-0.823361477,-0.996452695,-0.973305182,-0.869914648
-0.510825624,0.593041058,1.584325212,-3.696927755,-3.640691376,-3.792241967,-4.025219699,-4.286687364,-4.476961685,-4.52376533,-4.550322217,-4.518194643,-4.500377832,-4.830674021,-5.622555545,-0.171911286,-0.361124834,-0.395722512,-0.457040617,-0.591504524,-0.573791812,-0.653831837,-0.671279763,-0.783603064,-1.011764742,-0.940267949,-0.844325506
-0.356674944,0.593041058,1.584325212,-3.106214773,-3.101684075,-3.396866772,-3.931165051,-4.330702541,-4.595021855,-4.62420215,-4.520700369,-4.480159996,-4.531260091,-4.833561231,-5.426587197,-0.111960857,-0.258217991,-0.265095263,-0.524870963,-0.514791866,-0.567677854,-0.573856175,-0.728276611,-0.882286017,-1.052816205,-1.020048169,-0.794830904
-0.342490309,0.593041058,1.584325212,-2.592183667,-2.567861393,-2.921638301,-3.936951146,-4.343082883,-4.613250746,-4.640490675,-4.518277149,-4.475054621,-4.530229703,-4.818623341,-5.411748137,-0.109013327,-0.245427694,-0.290102335,-0.464459844,-0.440456394,-0.565578232,-0.563069038,-0.677186142,-0.97879041,-1.05548433,-1.018411803,-0.789677478
-2.302585093,0.591741719,2.16676537,-5.626113351,-5.507730611,-5.580229451,-5.66690007,-5.764698764,-5.820851265,-5.859689195,-5.948500848,-6.024653249,-6.22292761,-6.505963576,-6.947182413,-2.653798976,-2.562457517,-2.443157904,-2.390566067,-2.318452355,-2.2665047,-2.165497803,-2.102230194,-2.119486838,-2.085170432,-1.987984222,-1.908071562
-1.609437912,0.591741719,2.16676537,-4.802306136,-4.54368946,-4.577895544,-4.683127403,-4.982495459,-5.463873846,-5.508009298,-5.525509101,-5.670007331,-5.855930661,-6.137966553,-6.614623085,-1.966234964,-1.975344292,-1.988909304,-1.81065798,-1.78647895,-1.713145073,-1.746001985,-1.751530655,-1.831450597,-1.828404107,-1.607872189,-1.455674699
-1.203972804,0.591741719,2.16676537,-3.984658216,-3.806744493,-3.839348918,-4.067484544,-4.514954781,-5.188249349,-5.334595533,-5.287579227,-5.508243652,-5.844545668,-6.226837575,-6.701822995,-1.611744375,-1.855408671,-1.799083821,-1.809904448,-1.654115915,-1.713847775,-1.676306004,-1.77217473,-1.755678578,-1.734087415,-1.630618955,-1.589603545
-0.916290732,0.591741719,2.16676537,-3.496884833,-3.40697504,-3.42915251,-3.621344178,-4.166799133,-4.773463402,-5.155549512,-5.324154284,-5.645794738,-6.010211172,-6.231388098,-6.673386962,-1.31983461,-1.610405746,-1.456028989,-1.546030324,-1.546774448,-1.507178936,-1.547832008,-1.721039625,-1.622686387,-1.638076433,-1.677253488,-1.404660385
-0.693147181,0.591741719,2.16676537,-3.207861704,-3.139133932,-3.194844406,-3.339589714,-3.67903606,-4.309944141,-4.703390697,-5.118789709,-5.61542825,-5.819166391,-6.092231186,-6.575793198,-0.816294227,-1.03299626,-1.171584094,-1.330604118,-1.415699432,-1.470603169,-1.458729713,-1.434192617,-1.424540464,-1.655454731,-1.533868765,-1.345471125
-0.510825624,0.591741719,2.16676537,-3.024913947,-2.966973791,-3.023290538,-3.147099497,-3.369771392,-3.810364835,-4.257984119,-4.573739351,-5.0920368,-5.570795605,-5.927164804,-6.483828311,-0.72135269,-0.759640127,-0.960351421,-1.02472079,-1.274131856,-1.404289018,-1.384662957,-1.375660604,-1.493217003,-1.619252821,-1.385883154,-1.226074889
-0.494296322,0.591741719,2.16676537,-2.997221382,-2.942235109,-3.005956362,-3.131306895,-3.348867774,-3.772282802,-4.225556361,-4.530406001,-5.040874423,-5.553098655,-5.915904487,-6.482925548,-0.70931973,-0.737488051,-0.955619194,-0.998622816,-1.280206837,-1.386646663,-1.376256331,-1.361069488,-1.496027137,-1.60193569,-1.379821698,-1.213340555
-0.478035801,0.591741719,2.16676537,-2.931248754,-2.876318568,-2.959805441,-3.112596481,-3.337352539,-3.749500326,-4.202054502,-4.494013501,-4.990401877,-5.537341347,-5.905705287,-6.483108651,-0.69701375,-0.716489243,-0.922630393,-0.979693751,-1.245395715,-1.392349436,-1.368667672,-1.345331896,-1.494921308,-1.582456088,-1.367409319,-1.200336155
-0.46203546,0.591741719,2.16676537,-2.839037974,-2.794467936,-2.899121122,-3.094121589,-3.322099736,-3.723951346,-4.173257908,-4.457552227,-4.947884464,-5.52299209,-5.895718099,-6.482892854,-0.685376364,-0.696265221,-0.891099195,-0.971695578,-1.293535054,-1.342204365,-1.360281843,-1.329859681,-1.484374183,-1.552391449,-1.3645131,-1.192496137
-0.446287103,0.591741719,2.16676537,-2.782980126,-2.744537852,-2.858950419,-3.071445533,-3.29692656,-3.693490067,-4.137914078,-4.414475449,-4.897249914,-5.509576814,-5.885426661,-6.48016997,-0.676732525,-0.679084393,-0.904402342,-0.966187762,-1.226339712,-1.348040384,-1.329879265,-1.316466822,-1.460047129,-1.53483824,-1.354884039,-1.181673013
-0.430782916,0.591741719,2.16676537,-2.759705666,-2.72253003,-2.836375739,-3.047621535,-3.270269124,-3.662066165,-4.101175842,-4.371142087,-4.843242113,-5.496726843,-5.875510739,-6.476297591,-0.673801717,-0.669892104,-0.921588344,-0.962437733,-1.171801431,-1.297233804,-1.311897831,-1.30508325,-1.459548716,-1.512865316,-1.349846801,-1.169346601
-0.415515444,0.591741719,2.16676537,-2.634579968,-2.582834854,-2.722635045,-3.036316796,-3.24906445,-3.640801925,-4.073430788,-4.336755034,-4.796469926,-5.477874747,-5.870196037,-6.475622275,-0.667026665,-0.661736858,-0.913232735,-0.941064124,-1.205285933,-1.310168224,-1.293582266,-1.288195579,-1.444758988,-1.503033655,-1.348170018,-1.160107532
-2.302585093,0.587244131,2.747527292,-5.542482838,-5.433578254,-5.575547584,-5.68317429,-5.772149114,-5.853432796,-5.924939251,-6.034881572,-6.14972901,-6.328073593,-6.573170537,-7.004150547,-2.370136008,-2.360314084,-2.28243973,-2.245746594,-2.180500407,-2.239847439,-2.14683507,-2.263568612,-2.215756544,-2.160825217,-2.038007833,-1.860778978
-1.609437912,0.587244131,2.747527292,-5.081641083,-4.832511285,-5.019664939,-5.357053024,-5.401735326,-5.396305128,-5.239407155,-5.249405305,-5.537526786,-5.87989455,-6.161944493,-6.586599746,-1.676976353,-1.667147691,-1.726986417,-1.867169822,-2.004935378,-1.647285829,-1.618226746,-1.66445547,-1.838810354,-1.727885503,-1.651358562,-1.413631754
-1.203972804,0.587244131,2.747527292,-4.509132998,-4.280510298,-4.422507021,-4.716808141,-4.995130123,-5.230058898,-5.312047191,-5.52267916,-5.758123567,-5.92683478,-6.178261704,-6.622711684,-1.214901684,-1.354865968,-1.450848217,-1.602539978,-1.655632381,-1.549156451,-1.575791249,-1.508102973,-1.639791656,-1.733604917,-1.640271004,-1.486865077
-0.916290732,0.587244131,2.747527292,-4.564066631,-4.173179999,-4.162036851,-4.33359463,-4.557781003,-4.902411133,-5.217279462,-5.448705467,-5.66657918,-5.958022034,-6.232222322,-6.651819324,-0.985248917,-1.207986719,-1.319117522,-1.512375133,-1.497207111,-1.547098047,-1.559395466,-1.342551385,-1.578695452,-1.741944191,-1.691573157,-1.50397717
-0.693147181,0.587244131,2.747527292,-4.17915763,-3.880703618,-3.838809719,-4.020070461,-4.388608246,-4.781745086,-5.036291621,-5.131200822,-5.452046802,-5.750543948,-6.080431289,-6.564867949,-0.751194512,-1.071024331,-1.243247393,-1.376379421,-1.46207456,-1.549972456,-1.472822703,-1.313514832,-1.598967153,-1.602417806,-1.579478118,-1.375465865
-0.510825624,0.587244131,2.747527292,-3.869298821,-3.653508449,-3.62753227,-3.798609502,-4.186242769,-4.65973303,-4.9730462,-5.160494695,-5.292176262,-5.497207426,-5.922110141,-6.504920293,-0.606914834,-0.947670213,-1.165708856,-1.354114294,-1.312792634,-1.444617308,-1.40510578,-1.281111016,-1.477350356,-1.433609159,-1.501699107,-1.284361624
-0.356674944,0.587244131,2.747527292,-3.914801863,-3.661454967,-3.640866735,-3.716032792,-3.963247881,-4.405205194,-4.715855967,-4.961598018,-5.06596356,-5.260801953,-5.794993567,-6.433249301,-0.498687725,-0.848764013,-0.82402254,-1.221926325,-1.106271694,-1.215181026,-1.271394411,-1.206955752,-1.387467801,-1.29836223,-1.486191685,-1.152829741
-0.223143551,0.587244131,2.747527292,-3.719066534,-3.4973306,-3.494579921,-3.666934026,-3.857691082,-4.075253953,-4.373352365,-4.596081612,-4.80919762,-5.07006847,-5.661082245,-6.382322856,-0.439527432,-0.728496608,-0.728893802,-0.904946361,-0.960743965,-1.098472439,-1.187660067,-1.150756558,-1.329693239,-1.237570747,-1.387941922,-1.061051551
-0.210721031,0.587244131,2.747527292,-3.662225839,-3.432852149,-3.434984802,-3.616045436,-3.864815045,-4.081690958,-4.365688826,-4.582968478,-4.787243774,-5.053370054,-5.645112703,-6.371022171,-0.405756527,1.596838803,0.111792003,-0.880660121,-0.926652439,-1.083230037,-1.17475688,-1.148499792,-1.324206393,-1.211947189,-1.377187035,-1.060774697
-0.198450939,0.587244131,2.747527292,-3.606868224,-3.375865949,-3.385095712,-3.580710486,-3.863699617,-4.083832013,-4.362843807,-4.567036602,-4.761348086,-5.037378733,-5.629491662,-6.360125321,-0.449022484,-0.707804713,-0.708751331,-0.860746256,-0.920131302,-1.083842339,-1.182154377,-1.146949174,-1.320950026,-1.188101834,-1.366787342,-1.060438086
-0.186329578,0.587244131,2.747527292,-3.547751489,-3.311089803,-3.322962153,-3.535084266,-3.867255206,-4.094120587,-4.371981259,-4.556341927,-4.745030133,-5.022368864,-5.615192095,-6.336866132,-0.451529387,-0.70229012,-0.699778807,-0.834092678,-0.916433192,-1.074059924,-1.172713087,-1.146720866,-1.31863329,-1.197836099,-1.365168155,-1.061515639
-2.302585093,0.586653788,3.317272147,-5.566591661,-5.441820599,-5.571778373,-5.692771321,-5.775692096,-5.840220946,-5.89777386,-5.996649968,-6.103975007,-6.312011467,-6.601933726,-7.02739391,-2.672264646,-2.386656668,-2.428897996,-2.532765784,-2.428454349,-2.26951459,-2.237165548,-2.223338832,-2.192550201,-2.125333349,-2.097094498,-1.881230324
-1.609437912,0.586653788,3.317272147,-5.133881476,-4.844608275,-5.045922633,-5.318085474,-5.59013866,-5.643546634,-5.560802238,-5.54325673,-5.675845375,-5.969644349,-6.285400803,-6.716036349,-2.132613939,-1.947861803,-2.044315431,-1.914553292,-1.92111445,-2.05014982,-1.926756246,-1.865306484,-1.877073623,-1.71492218,-1.758530614,-1.594079893
-1.203972804,0.586653788,3.317272147,-4.50805255,-4.150273849,-4.224845124,-4.566824856,-5.144160401,-5.57571913,-5.472911259,-5.530660606,-5.791145914,-6.013047799,-6.263567277,-6.679472954,-1.593260235,-1.956850379,-1.771251696,-1.78923895,-1.717810242,-1.761547595,-1.96924611,-1.778794921,-1.565443333,-1.716287347,-1.756143354,-1.529922507
-0.916290732,0.586653788,3.317272147,-4.025415693,-3.734990411,-3.815495385,-4.166192935,-4.641962809,-5.297481716,-5.494877411,-5.749105207,-5.879561878,-6.012434896,-6.245990412,-6.671269137,-1.348578973,-1.727946734,-1.607453353,-1.701366355,-1.751320203,-1.61953534,-1.816341985,-1.643450663,-1.782495598,-1.834861643,-1.69744576,-1.525285555
-0.891598119,0.586653788,3.317272147,-3.905131804,-3.65921192,-3.758632615,-4.121442415,-4.590951749,-5.277107886,-5.508848292,-5.772229424,-5.882968951,-6.010092984,-6.242755547,-6.669959596,-1.406269809,-1.737265398,-1.623387386,-1.709445718,-1.763680328,-1.61165352,-1.797899491,-1.652796465,-1.817251822,-1.815358196,-1.692857528,-1.52342656
-0.867500568,0.586653788,3.317272147,-3.717044388,-3.537089272,-3.683036557,-4.083072333,-4.561019338,-5.260347435,-5.523715959,-5.780779076,-5.885739698,-6.007996449,-6.239536239,-6.668801373,-1.342898526,-1.744045844,-1.571924569,-1.700205716,-1.774070686,-1.605365665,-1.778426833,-1.658751137,-1.85027792,-1.804335495,-1.690720167,-1.522250863
-0.84397007,0.586653788,3.317272147,-3.519467536,-3.394921119,-3.582744438,-4.026289731,-4.523940491,-5.247304912,-5.538815644,-5.781482429,-5.88816816,-6.005879952,-6.236005397,-6.66784901,-1.286937848,-1.744392597,-1.587038498,-1.701122198,-1.782474043,-1.59903892,-1.758816265,-1.670423744,-1.892269468,-1.79139279,-1.687563267,-1.521176133
-0.820980552,0.586653788,3.317272147,-3.366674223,-3.251548821,-3.449343004,-3.954220946,-4.489977168,-5.236577132,-5.555033213,-5.782179787,-5.890428971,-6.003796271,-6.232278301,-6.666936853,-1.333862634,-1.738617223,-1.571837261,-1.70029222,-1.791638263,-1.595366185,-1.707409753,-1.686172407,-1.895038067,-1.784678151,-1.6853771,-1.519503461
-0.798507696,0.586653788,3.317272147,-3.059434878,-2.972338065,-3.224657507,-3.932322656,-4.439452378,-5.228071414,-5.572112313,-5.783468746,-5.89291598,-6.001522964,-6.228392671,-6.665601571,-1.283361031,-1.729413036,-1.538169465,-1.697260526,-1.776801198,-1.593164673,-1.693072923,-1.700670943,-1.873387606,-1.777205445,-1.680186127,-1.517948212
-2.302585093,0.54416792,3.918501972,-5.431771048,-5.284767581,-5.453867692,-5.604747423,-5.708390073,-5.81323803,-5.858011158,-5.956448816,-6.07293928,-6.290792841,-6.591463884,-7.0219738,-2.868751683,-2.673127157,-2.558445308,-2.528075346,-2.495159503,-2.477863908,-2.391590409,-2.255219209,-2.171679522,-2.110204655,-2.082785117,-2.039314739
-1.609437912,0.54416792,3.918501972,-4.783112147,-4.520911762,-4.71412047,-5.095717805,-5.431855616,-5.622771313,-5.620720637,-5.679856009,-5.858371751,-6.109878782,-6.389759423,-6.813281813,-2.68474199,-2.384278996,-2.202042689,-2.156214626,-2.161787687,-2.163553121,-2.157775269,-2.067509896,-2.004358574,-1.94238,-1.859047167,-1.759202775
-1.203972804,0.54416792,3.918501972,-3.829098301,-3.746673835,-4.002440176,-4.498209951,-5.151217198,-5.591521323,-5.647619556,-5.690006797,-5.835712864,-6.090445456,-6.369077162,-6.788293653,-2.290050668,-2.183609063,-2.150098583,-2.142235444,-2.178640757,-2.039691015,-2.023815973,-2.002860439,-1.975601993,-1.913164438,-1.842995515,-1.715686617
-1.171182982,0.54416792,3.918501972,-3.750252856,-3.680185358,-3.950488404,-4.48405936,-5.136116888,-5.594303153,-5.66406477,-5.707329759,-5.843403227,-6.088605602,-6.36733396,-6.784219931,-2.247311383,-2.165832073,-2.130433349,-2.129483148,-2.181713791,-2.017688559,-2.001251486,-1.984431851,-1.965130989,-1.920939374,-1.842982429,-1.706180739
-1.139434283,0.54416792,3.918501972,-3.67281321,-3.609824311,-3.888091658,-4.478722574,-5.119523692,-5.589908402,-5.676671326,-5.723880085,-5.852631732,-6.088028312,-6.367147577,-6.782330406,-2.219382,-2.129552857,-2.103840387,-2.102847234,-2.140905932,-2.001188254,-1.985813926,-1.96165505,-1.949971222,-1.934568087,-1.844663679,-1.700726274
-1.108662625,0.54416792,3.918501972,-3.591360806,-3.537171756,-3.815631592,-4.458009594,-5.103407048,-5.582432475,-5.684980348,-5.739066706,-5.863975875,-6.089553785,-6.368313044,-6.782806865,-2.171538655,-2.095737287,-2.05874855,-2.085403857,-2.101094647,-1.977840066,-1.972333371,-1.940154919,-1.933604151,-1.954015165,-1.839040051,-1.699214994
