lnSa,lnSaRatio,lnDs,lnSDR1,lnSDR2,lnSDR3,lnSDR4,lnSDR5,lnSDR6,lnSDR7,lnSDR8,lnSDR9,lnSDR10,lnSDR11,lnSDR12,lnPFA1,lnPFA2,lnPFA3,lnPFA4,lnPFA5,lnPFA6,lnPFA7,lnPFA8,lnPFA9,lnPFA10,lnPFA11,lnPFA12
-0.820980552,0.57223498,1.00795792,-2.912008963,-2.967352807,-3.355314296,-3.980050272,-4.391228845,-4.74131986,-4.987278696,-4.951443699,-4.952658882,-5.235534135,-5.740251457,-6.327077153,-0.398874597,-0.556997488,-0.649830709,-0.774936642,-0.983038374,-0.87780246,-0.955295979,-0.9922383,-1.110186394,-1.226993243,-1.362063002,-1.096617388
-0.798507696,0.57223498,1.00795792,-2.854982993,-2.923586511,-3.355907622,-3.99204613,-4.388479409,-4.736344359,-4.978742809,-4.959068987,-4.945843836,-5.223254422,-5.732083189,-6.323162598,-0.396203545,-0.554415013,-0.754780146,-0.806679358,-0.998454094,-0.884065021,-0.925142276,-0.98323913,-1.118093755,-1.271071218,-1.329918436,-1.092894402
-0.776528789,0.57223498,1.00795792,-2.795655937,-2.880844091,-3.358753024,-4.00606449,-4.38557693,-4.730897822,-4.970371375,-4.949867153,-4.9389688,-5.21122266,-5.724124988,-6.319341033,-0.403187207,-0.498657874,-0.658289166,-0.775392086,-1.018540892,-0.884855311,-0.935748431,-0.97443002,-1.121259985,-1.202695887,-1.330790313,-1.089808885
-0.755022584,0.57223498,1.00795792,-2.724388446,-2.829042255,-3.366845232,-4.010667237,-4.383259394,-4.725818071,-4.961293853,-4.939910324,-4.931642984,-5.199208955,-5.716539501,-6.316114938,-0.346122903,-0.615620337,-0.767599483,-0.79976896,-0.991777336,-0.887097866,-0.932952997,-0.971702422,-1.131349017,-1.218293978,-1.346665308,-1.086057398
-0.733969175,0.57223498,1.00795792,-2.625381866,-2.746356612,-3.369721971,-4.007867828,-4.381650705,-4.721215358,-4.952718335,-4.930201125,-4.925000865,-5.188175898,-5.709318772,-6.313478609,-0.407666442,-0.466200459,-0.667344642,-0.768124177,-1.043934286,-0.891812923,-0.924456589,-0.97223639,-1.114195393,-1.234762269,-1.363580951,-1.082373448
-2.302585093,0.583254628,1.595744585,-5.620969147,-5.624299616,-5.84290662,-5.966490998,-5.99344651,-5.987325126,-5.752280731,-5.163889626,-4.894541685,-5.047197624,-5.608929672,-6.367759278,-1.399394032,-1.435123376,-1.338029737,-1.217164851,-1.226198465,-1.303575182,-1.409201727,-1.463155825,-1.780082762,-1.51737167,-1.313293302,-1.252285227
-1.609437912,0.583254628,1.595744585,-4.637476459,-4.601008856,-5.031254925,-5.544732104,-5.473056542,-5.137517414,-4.86318343,-4.763280026,-4.799224706,-5.071425648,-5.721434356,-6.481350935,-0.784448314,-0.97781214,-1.047501217,-1.075622947,-1.1797583,-1.089916717,-1.283342338,-1.361196781,-1.725145598,-1.230932294,-1.184937314,-1.158184143
-1.203972804,0.583254628,1.595744585,-3.822241718,-3.87812412,-4.365326855,-5.171570185,-5.29503476,-5.28277675,-5.110323594,-4.99225721,-5.139528887,-5.481058211,-5.857857157,-6.466112545,-0.378981313,-0.574573643,-0.785055745,-0.728416116,-1.006244909,-1.020155919,-0.999417596,-1.205657726,-1.405108947,-1.14869583,-1.297707778,-1.165983099
-0.916290732,0.583254628,1.595744585,-3.307218087,-3.37046936,-4.109096844,-5.009874584,-5.544698839,-5.524267352,-5.221702682,-5.067050102,-5.248879793,-5.457622642,-5.737014595,-6.295200124,-0.237527127,-0.470727019,-0.650455916,-0.73320326,-0.933618181,-0.866588317,-1.021982247,-1.093358051,-1.187396799,-1.147169378,-1.213166278,-1.034824341
-0.693147181,0.583254628,1.595744585,-2.785098646,-2.952465909,-3.847678253,-4.954564555,-5.492091454,-5.486610317,-5.215180988,-4.970691285,-4.885412006,-5.02216096,-5.320458686,-6.033024314,-0.178295484,-0.429433041,-0.398049007,-0.697736821,-0.949743599,-0.793112052,-0.770634234,-1.012876654,-1.118196758,-1.060969235,-1.016055262,-0.882548909
-0.673344553,0.583254628,1.595744585,-2.7127226,-2.895698721,-3.848686769,-4.995094677,-5.489076016,-5.485309815,-5.21421154,-4.913730023,-4.85288567,-4.961760848,-5.276835757,-6.011055197,-0.159336771,-0.408087035,-0.365381848,-0.659495509,-0.956980537,-0.825286861,-0.777965584,-1.002807776,-1.090718122,-1.023163226,-0.994959523,-0.860005386
-0.653926467,0.583254628,1.595744585,-2.614154203,-2.80528383,-3.853947512,-4.995969366,-5.485307404,-5.483122806,-5.180200165,-4.868854521,-4.807050168,-4.89862757,-5.220138549,-5.974705763,-0.128940622,-0.390300947,-0.347001968,-0.621697862,-0.925560448,-0.883645041,-0.781082909,-0.993664446,-1.065228612,-1.001756367,-0.958640917,-0.831763445
-0.634878272,0.583254628,1.595744585,-2.413912263,-2.66200523,-3.846333584,-4.9969839,-5.481598584,-5.480894956,-5.183932097,-4.858568069,-4.776119849,-4.860595481,-5.187905431,-5.961478652,-0.109446668,-0.381963341,-0.34229699,-0.639472625,-0.862076301,-0.874375319,-0.798093382,-0.98599148,-1.054376084,-0.977653778,-0.97226378,-0.833603745
-2.302585093,0.598569601,2.170195905,-5.727243546,-5.698111585,-5.71310883,-5.689453625,-5.722280513,-5.740151897,-5.542924624,-5.337615523,-5.311127061,-5.501824971,-5.924127446,-6.469113326,-1.591097673,-1.444331812,-1.306239699,-1.279387257,-1.514537507,-1.499299785,-1.506211373,-1.388688316,-1.442799212,-1.564809033,-1.413992756,-1.240431903
-1.609437912,0.598569601,2.170195905,-5.308381844,-5.234884456,-5.477898681,-5.631973572,-5.482853373,-5.486583759,-5.264412682,-5.006388325,-4.94467622,-5.038868116,-5.364418708,-6.168469064,-1.118054142,-1.146818706,-1.074560434,-0.990702578,-1.135621309,-1.124348569,-1.114511124,-1.029640138,-1.219108794,-1.354501602,-1.308288274,-1.11450323
-1.203972804,0.598569601,2.170195905,-4.912944768,-4.662068634,-4.832998443,-5.134112259,-5.293580603,-5.274290341,-4.809684592,-4.583761007,-4.601795885,-4.904950481,-5.128875059,-5.834395843,-0.745927424,-0.730898268,-0.806267443,-0.762656337,-0.987951162,-1.058040209,-0.763667469,-0.895833201,-0.898889277,-1.11464534,-1.261698133,-0.985699941
-0.916290732,0.598569601,2.170195905,-4.233634216,-4.18677569,-4.391996166,-4.733203578,-5.053155605,-5.059908525,-4.717923517,-4.570778421,-4.634379659,-4.927605207,-5.384143265,-6.014266548,-0.530582669,-0.566737044,-0.721011745,-0.723235313,-0.868629705,-0.823143187,-0.871572686,-0.962505544,-0.740655338,-1.141881591,-1.299548925,-0.956919844
-0.693147181,0.598569601,2.170195905,-3.722192214,-3.752893313,-4.001100151,-4.430990014,-4.868032174,-4.916972835,-4.694593925,-4.599406826,-4.671270459,-4.954679436,-5.289986168,-5.973561763,-0.236850769,-0.469844098,-0.610785724,-0.727209504,-0.76919675,-0.765035794,-1.034059198,-0.934850929,-0.793530034,-0.882661598,-1.285513077,-0.894717298
-0.510825624,0.598569601,2.170195905,-3.311761696,-3.360332828,-3.722336966,-4.223403685,-4.573274311,-4.810079742,-4.752343928,-4.766650831,-4.851384073,-4.774198491,-4.873432711,-5.505019325,-0.095350067,-0.303045976,-0.554099432,-0.62907011,-0.614164146,-0.582212485,-0.735265016,-0.749225689,-0.829136916,-0.674376009,-1.177788368,-0.858616968
-0.494296322,0.598569601,2.170195905,-3.276462566,-3.326263394,-3.668916055,-4.197580669,-4.53308211,-4.778990382,-4.755939589,-4.781242907,-4.860155343,-4.76147318,-4.847862322,-5.446942673,-0.10022251,-0.296544504,-0.544316432,-0.627487493,-0.622469809,-0.571927082,-0.713482039,-0.744083391,-0.802926203,-0.662439881,-1.157837832,-0.850108507
-0.478035801,0.598569601,2.170195905,-3.242177717,-3.258461605,-3.613278597,-4.152846938,-4.496351656,-4.75208792,-4.761166902,-4.791497355,-4.861264448,-4.751446451,-4.828276238,-5.408574295,-0.08131175,-0.316792008,-0.532332111,-0.595583885,-0.637177708,-0.565952189,-0.708419913,-0.759723172,-0.832692104,-0.698517702,-1.171341736,-0.848195268
-0.46203546,0.598569601,2.170195905,-3.171479489,-3.178031431,-3.55996219,-4.113998441,-4.472511674,-4.745432754,-4.77452774,-4.799574446,-4.850053339,-4.731343572,-4.800501605,-5.367238812,-0.091437347,-0.324339967,-0.52322192,-0.573153002,-0.655746105,-0.572330965,-0.700081292,-0.762012409,-0.836780113,-0.651220591,-1.156643151,-0.844656957
-0.446287103,0.598569601,2.170195905,-3.039120057,-3.07455689,-3.495842183,-4.083185062,-4.456207225,-4.744218483,-4.78451099,-4.80233293,-4.827465347,-4.706875169,-4.777020755,-5.335462795,-0.097437798,-0.311162004,-0.515867233,-0.548857369,-0.675154113,-0.591855538,-0.726941566,-0.757875653,-0.855626499,-0.689352266,-1.137493664,-0.833740861
-0.430782916,0.598569601,2.170195905,-2.889750151,-2.945719999,-3.384121999,-4.064242218,-4.451462461,-4.754457047,-4.787784986,-4.804270116,-4.803308978,-4.683594537,-4.751640932,-5.29092873,-0.079936092,-0.300517266,-0.510165392,-0.55002389,-0.691304797,-0.598161981,-0.729232075,-0.776556942,-0.882755516,-0.641334984,-1.106945279,-0.818898945
-2.302585093,0.58386482,2.768204124,-5.555379711,-5.474918516,-5.486023796,-5.592642791,-5.719945394,-5.800768157,-5.595228563,-5.300309349,-5.032020844,-4.931813485,-5.150525145,-6.063811609,-0.868635879,-0.874288393,-0.991086288,-1.153313829,-1.169196501,-1.116233612,-1.002214899,-1.076192615,-1.408736492,-1.218863401,-1.194845971,-1.119671651
-1.609437912,0.58386482,2.768204124,-4.857127392,-4.461910022,-4.466548023,-4.511015219,-4.780661125,-5.245007906,-5.427392418,-5.305430606,-5.020291768,-4.7417806,-4.773058801,-5.377308627,-0.17928654,-0.34149493,-0.432250332,-0.685864774,-0.737174039,-0.684949843,-0.590447545,-0.771737521,-1.134001965,-1.081891939,-1.048557524,-0.8613038
-1.203972804,0.58386482,2.768204124,-4.384148885,-4.277270301,-4.33781838,-4.533808123,-4.71563705,-5.198772529,-5.54375254,-5.401369438,-5.21401666,-4.860315371,-4.754000875,-5.14120935,0.048054826,-0.15953422,-0.286308588,-0.40575264,-0.654977964,-0.608041703,-0.570927256,-0.533806309,-0.811017634,-1.155647304,-0.918157275,-0.827926993
-0.916290732,0.58386482,2.768204124,-3.936028854,-3.838066473,-3.893461344,-4.148992952,-4.611644097,-5.094416983,-5.267051285,-5.215309828,-5.154376343,-4.8707764,-4.679745036,-5.009093983,0.274814086,-0.023373876,-0.175346715,-0.199730966,-0.513912487,-0.472412123,-0.534614949,-0.429608143,-0.704524793,-1.017451324,-1.004319792,-0.790299511
-0.891598119,0.58386482,2.768204124,-3.855699384,-3.792756626,-3.85867183,-4.109675483,-4.557504463,-5.044059718,-5.237370914,-5.19010891,-5.135158242,-4.861990745,-4.667706446,-4.99944761,0.387427201,0.009355222,-0.157528129,-0.253818393,-0.435744099,-0.422880843,-0.586626499,-0.423845902,-0.697830494,-0.974553554,-1.031760014,-0.792654188
-0.867500568,0.58386482,2.768204124,-3.773958154,-3.71917785,-3.825056629,-4.071347044,-4.507943662,-4.998915243,-5.20610653,-5.164809724,-5.114345506,-4.855393353,-4.659073199,-4.996304965,0.328718496,-0.014933537,-0.125757639,-0.201560614,-0.458571684,-0.419356802,-0.57090892,-0.439310397,-0.683373806,-0.946168026,-1.015719067,-0.776044689
-0.84397007,0.58386482,2.768204124,-3.691242243,-3.640146434,-3.793067324,-4.034004216,-4.461858031,-4.958886653,-5.175514065,-5.140216784,-5.09427835,-4.84635297,-4.64554957,-4.983312485,0.309227623,0.002395471,-0.10597943,-0.213378512,-0.440866861,-0.421328419,-0.605827209,-0.456353625,-0.681774642,-1.013647163,-0.983668469,-0.762106752
-0.820980552,0.58386482,2.768204124,-3.549444522,-3.47173144,-3.753264387,-3.997749753,-4.42016889,-4.92201334,-5.14003068,-5.112510225,-5.069441477,-4.827083245,-4.631366328,-4.976620899,0.296175428,0.029734806,-0.076303914,-0.174704949,-0.423632243,-0.448105804,-0.623271336,-0.462788076,-0.692857143,-0.954548945,-0.983426078,-0.757477832
-0.798507696,0.58386482,2.768204124,-3.400943414,-3.331493163,-3.642041671,-3.964337874,-4.386733696,-4.894727349,-5.103509094,-5.081673291,-5.057027461,-4.807499367,-4.617393588,-4.969485673,0.334151494,0.035308142,-0.057325712,-0.117768467,-0.410138013,-0.462051904,-0.585793314,-0.464097252,-0.706969281,-0.977020579,-0.965942766,-0.755121781
-0.776528789,0.58386482,2.768204124,-3.164326088,-3.135654329,-3.487556244,-3.931628952,-4.354769508,-4.868965173,-5.069906114,-5.050184661,-5.027974249,-4.779818855,-4.608308104,-4.988987312,0.331823494,0.069600474,-0.044170316,-0.140888839,-0.24390604,-0.481383336,-0.56331012,-0.510700448,-0.727595462,-0.947169233,-0.990597956,-0.756086703
-2.302585093,0.638632734,3.317090872,-5.440653118,-5.323395203,-5.54874476,-5.69330555,-5.718263825,-5.749642137,-5.62830865,-5.641684116,-5.809366349,-6.025675112,-6.276898482,-6.694363118,-2.064780313,-2.04646225,-1.903678612,-1.865738108,-1.820779457,-1.734821146,-1.825874853,-2.018388106,-1.864143031,-1.907801018,-1.797930763,-1.559248894
-1.609437912,0.638632734,3.317090872,-4.943904178,-4.613708534,-4.63574074,-4.769190242,-4.9697981,-5.172276961,-5.279499538,-5.470941298,-5.549832101,-5.787821909,-6.050921601,-6.548382976,-1.310197026,-1.376842154,-1.393974647,-1.46987756,-1.476970283,-1.613958605,-1.61085046,-1.491534017,-1.606797008,-1.607218158,-1.531648654,-1.241740028
-1.203972804,0.638632734,3.317090872,-4.650994253,-4.391689167,-4.520158307,-4.670644612,-4.738491315,-4.765686416,-4.645025981,-4.543012622,-4.618324324,-5.004160799,-5.649834208,-6.340341404,-0.932768668,-1.023156021,-1.102419059,-1.097556125,-1.145107885,-1.095702773,-1.279750397,-1.250456644,-1.285400682,-1.311724736,-1.379573664,-1.175780343
-0.916290732,0.638632734,3.317090872,-4.08961377,-3.966236348,-4.229669562,-4.684454764,-4.949997025,-4.797264541,-4.47252919,-4.241520621,-4.313164972,-4.711792609,-5.440466356,-6.256613084,-0.742416869,-0.847348797,-0.90263153,-0.935609794,-0.914182104,-1.000494722,-1.06553677,-1.180095428,-1.313794222,-1.118220529,-1.188135824,-1.060124019
-0.693147181,0.638632734,3.317090872,-3.912078007,-3.769278559,-3.952553376,-4.439969356,-4.84223646,-4.794950289,-4.354660526,-4.098467048,-4.049659957,-4.217007234,-4.891724894,-5.949029774,-0.597455637,-0.78291718,-0.737769663,-0.85229869,-0.82135735,-0.928368032,-0.955955989,-0.885690186,-0.936983809,-1.111287463,-1.272355362,-0.881341426
-0.510825624,0.638632734,3.317090872,-3.824387656,-3.619943118,-3.715133084,-4.051612713,-4.638586338,-4.780373935,-4.436694036,-4.204088002,-4.104540363,-4.177565315,-4.589326365,-5.965629173,-0.412686144,-0.592501726,-0.692272144,-0.691837497,-0.710710515,-0.761047299,-0.809625706,-0.916491477,-0.896093334,-0.961522744,-1.122572265,-0.857578446
-0.356674944,0.638632734,3.317090872,-3.685361649,-3.496178616,-3.543374037,-3.800056855,-4.538091145,-4.820833038,-4.522089022,-4.341168801,-4.392505345,-4.480098224,-4.583183671,-5.020143353,-0.272366987,-0.423379077,-0.543678327,-0.605205562,-0.567627595,-0.759031336,-0.871461239,-0.84538654,-0.813772247,-0.892685247,-1.112500042,-0.863954859
-0.342490309,0.638632734,3.317090872,-3.668332006,-3.47412943,-3.527836013,-3.789031336,-4.536661432,-4.796330691,-4.508542692,-4.356858038,-4.404746794,-4.504510703,-4.584446414,-5.027891835,-0.258429256,-0.418376384,-0.533969751,-0.601507405,-0.541018746,-0.690601861,-0.860764631,-0.832763575,-0.802070975,-0.875518466,-1.092222492,-0.857297619
-0.328504067,0.638632734,3.317090872,-3.632805406,-3.433000791,-3.512327845,-3.779622877,-4.53397574,-4.7740197,-4.497635037,-4.370754406,-4.417280825,-4.524115683,-4.585563656,-5.040937813,-0.252207268,-0.406934718,-0.499839828,-0.569722372,-0.572615616,-0.712773911,-0.847723576,-0.820327379,-0.785907906,-0.875394147,-1.082128843,-0.854932038
-0.314710745,0.638632734,3.317090872,-3.593100293,-3.381385931,-3.471924613,-3.771543929,-4.528922362,-4.746127943,-4.483740474,-4.377031133,-4.426756254,-4.541566477,-4.59079402,-5.057770928,-0.239904577,-0.395649416,-0.510027359,-0.61136789,-0.564224943,-0.7458892,-0.846883545,-0.808317082,-0.785919273,-0.8634941,-1.104574082,-0.871609837
-0.301105093,0.638632734,3.317090872,-3.533206505,-3.321437483,-3.413826798,-3.764318774,-4.525970911,-4.719341626,-4.470840362,-4.37783543,-4.436153413,-4.554334496,-4.595814091,-5.065673487,-0.232063689,-0.383007447,-0.495375364,-0.593260827,-0.563182749,-0.692717333,-0.82402254,-0.796627396,-0.776607619,-0.849605623,-1.103324226,-0.869735399
-0.287682072,0.638632734,3.317090872,-3.47278791,-3.266887667,-3.364890525,-3.750129521,-4.525010562,-4.690109529,-4.456646738,-4.371007568,-4.44428509,-4.566565047,-4.604530391,-5.075823626,-0.195341457,-0.364997489,-0.47712971,-0.57537911,-0.57237228,-0.730021826,-0.822983923,-0.788548532,-0.77461065,-0.84430743,-1.103831791,-0.833436845
-0.274436846,0.638632734,3.317090872,-3.404512872,-3.219716178,-3.328090982,-3.727038331,-4.525961672,-4.66258322,-4.446040493,-4.366137538,-4.454210306,-4.584995079,-4.619397922,-5.094443081,-0.192439392,-0.359390731,-0.495545398,-0.628603804,-0.587749369,-0.718633686,-0.78042136,-0.784119204,-0.76873853,-0.843199391,-1.154923674,-0.835142903
-0.261364764,0.638632734,3.317090872,-3.15024802,-3.054750062,-3.22355174,-3.688347596,-4.501386914,-4.63169693,-4.431342937,-4.358325733,-4.470805391,-4.606684332,-4.638790053,-5.119517002,-0.192316955,-0.345368986,-0.505143791,-0.619274927,-0.600222646,-0.72613818,-0.787090774,-0.694951449,-0.766350256,-0.841858137,-1.144448779,-0.825795402
-2.302585093,0.568807527,3.939638172,-5.678120576,-5.608100546,-5.660625289,-5.733435821,-5.811081535,-5.860973271,-5.545400189,-5.064816439,-4.909706836,-4.993119102,-5.330883948,-6.129623775,-1.112649747,-1.279191775,-1.239483236,-1.152485278,-1.201532548,-1.249552638,-1.17258758,-1.328294263,-1.478775498,-1.448490535,-1.13225666,-1.128350826
-1.609437912,0.568807527,3.939638172,-4.858955951,-4.3941478,-4.350830339,-4.501963989,-4.778656092,-5.085747925,-4.879601769,-4.564325792,-4.399457676,-4.510915108,-4.668964451,-5.318191556,-0.371690733,-0.60349447,-0.954818082,-1.085198385,-1.120767331,-0.983190668,-0.991833199,-1.069747748,-1.150060994,-1.068525566,-1.07026876,-0.865000028
-1.203972804,0.568807527,3.939638172,-4.396555672,-4.072203495,-3.990563093,-4.025191704,-4.208268305,-4.510023656,-4.558792453,-4.457690278,-4.27061407,-4.278928677,-4.392788335,-4.982047837,-0.049354037,-0.353593892,-0.430077888,-0.658469274,-0.763211778,-0.756997343,-0.839456801,-0.7888392,-0.920157302,-0.998988477,-1.000677879,-0.853702684
-0.916290732,0.568807527,3.939638172,-4.032508439,-3.794266637,-3.75538257,-3.847500109,-4.061887053,-4.445776134,-4.520259347,-4.484839288,-4.315557478,-4.292120119,-4.372718094,-4.755714045,0.204921027,-0.099690128,-0.381034057,-0.53762548,-0.547136992,-0.702457417,-0.815175812,-0.813544353,-0.755954316,-1.0215865,-0.972798048,-0.842844355
-0.891598119,0.568807527,3.939638172,-3.955708471,-3.741019423,-3.723914061,-3.813894075,-4.031544426,-4.440189788,-4.517855522,-4.478643268,-4.32076598,-4.290841314,-4.370264085,-4.748425272,0.212350473,-0.087768886,-0.376536403,-0.527053452,-0.450029365,-0.702572449,-0.815099735,-0.84717959,-0.796587184,-1.039244454,-0.956798468,-0.841497569
-0.867500568,0.568807527,3.939638172,-3.869758851,-3.668038151,-3.667916716,-3.768117486,-4.003688834,-4.43537678,-4.514287977,-4.471190144,-4.32421821,-4.287167466,-4.364249587,-4.741115919,0.223895405,-0.073950193,-0.368716667,-0.500775288,-0.493065766,-0.675194815,-0.791173297,-0.842236873,-0.823656541,-0.992601634,-0.950708186,-0.839930607
-0.84397007,0.568807527,3.939638172,-3.755433872,-3.570264764,-3.590718795,-3.709131142,-3.971852631,-4.419238487,-4.512089763,-4.464764972,-4.329502498,-4.286200225,-4.360930726,-4.744930078,0.21362311,-0.062470731,-0.357507792,-0.495932333,-0.385971043,-0.678384887,-0.729946585,-0.80010326,-0.778862513,-0.938498737,-0.947737029,-0.821369128
-0.820980552,0.568807527,3.939638172,-3.648678452,-3.481764477,-3.515013546,-3.646065205,-3.936279838,-4.416377943,-4.52104965,-4.46570394,-4.338614717,-4.288099229,-4.367035564,-4.772530227,0.217520936,-0.057542417,-0.303930082,-0.469425708,-0.41621813,-0.667506192,-0.691682312,-0.741475914,-0.792288049,-0.849436033,-0.932235619,-0.808165974
-0.798507696,0.568807527,3.939638172,-3.526352525,-3.383090309,-3.430337871,-3.579411784,-3.901463949,-4.410228598,-4.523774548,-4.462707546,-4.345810431,-4.289885106,-4.381674697,-4.80932762,0.278569192,-0.06163572,-0.345961823,-0.466700105,-0.34487888,-0.658044072,-0.673501997,-0.698293788,-0.770393577,-0.830401779,-0.930125961,-0.797000874
-0.776528789,0.568807527,3.939638172,-3.406266206,-3.287411658,-3.351110915,-3.519815391,-3.872855178,-4.410673053,-4.534972707,-4.467907015,-4.360844567,-4.297141517,-4.407877918,-4.866068825,0.297172636,-0.043374783,-0.345760512,-0.434695488,-0.378792158,-0.66340986,-0.656285153,-0.658049073,-0.819039934,-0.829487117,-0.928938365,-0.783846921
-0.755022584,0.568807527,3.939638172,-3.29266231,-3.194912747,-3.281105015,-3.476432912,-3.863023339,-4.427049106,-4.548081219,-4.475748477,-4.37487626,-4.304391747,-4.44941508,-4.950278002,0.316456022,-0.034509941,-0.320057581,-0.422149757,-0.429695706,-0.645993757,-0.646656126,-0.415260401,-0.823963499,-0.809777035,-0.93580125,-0.776393668
-0.733969175,0.568807527,3.939638172,-2.999810579,-2.922145437,-3.060458546,-3.38117419,-3.887959859,-4.433008399,-4.567123238,-4.488748076,-4.395938964,-4.314884007,-4.483572214,-5.07971692,0.299269688,0.032258314,-0.304105592,-0.434163596,-0.332989058,-0.647586162,-0.64131531,-0.604333062,-0.817713076,-0.316959123,-0.949656564,-0.77539771
-2.302585093,0.563474792,4.378896742,-5.622912417,-5.483158896,-5.54897601,-5.614182202,-5.690569156,-5.790962593,-5.829094029,-5.90724473,-6.01809193,-6.233525917,-6.522322825,-6.959023311,-2.592431292,-2.390455774,-2.33843641,-2.423528708,-2.462101089,-2.400439814,-2.323766136,-2.298552833,-2.168766254,-2.08092827,-2.018197095,-1.933957006
-1.609437912,0.563474792,4.378896742,-4.88307488,-4.569783737,-4.648703144,-4.83520241,-5.119324678,-5.479342963,-5.330543082,-5.268104409,-5.524520594,-5.894432215,-6.213438782,-6.659357322,-1.973128566,-1.911316805,-1.954247317,-1.935016326,-1.852929207,-1.848240199,-1.926946575,-1.95171849,-1.867686084,-1.710085673,-1.700841202,-1.526196693
-1.203972804,0.563474792,4.378896742,-4.29609117,-4.100704745,-4.250366993,-4.545835808,-4.88678139,-5.124927243,-5.040154222,-5.063533033,-5.393883779,-5.842127721,-6.21331893,-6.636949819,-1.634430363,-1.470187344,-1.723945435,-1.678380833,-1.74165445,-1.736648995,-1.753184474,-1.832196275,-1.698315832,-1.659336306,-1.706944236,-1.415803995
-0.916290732,0.563474792,4.378896742,-4.347656126,-4.047247259,-4.127551872,-4.374931862,-4.704867877,-5.0140742,-4.965398579,-4.973245583,-5.266318824,-5.777185772,-6.15516064,-6.557824023,-1.393829543,-1.404183543,-1.43656036,-1.622322954,-1.67787871,-1.680211146,-1.632858189,-1.63113098,-1.572080497,-1.592591494,-1.665067262,-1.213959482
-0.693147181,0.563474792,4.378896742,-3.862447435,-3.44965785,-3.43903633,-3.790309925,-4.337382195,-4.664630423,-4.602653356,-4.665840996,-4.996192594,-5.409016552,-5.984532628,-6.446615821,-1.167397057,-1.293119682,-1.371074844,-1.358605629,-1.430813937,-1.439358604,-1.394115595,-1.433217115,-1.471093592,-1.432244738,-1.476985029,-1.20017273
-2.302585093,0.773925164,1.034962262,-5.758028545,-5.699747626,-5.716937625,-5.68064424,-5.661280612,-5.715919835,-5.621756504,-5.679958532,-5.842703221,-6.097091765,-6.382447036,-6.815768798,-2.386718648,-2.218864974,-2.190311464,-2.266204959,-2.311929315,-2.377732393,-2.13602642,-1.992375088,-1.978178924,-1.967408696,-1.854317872,-1.732126609
-1.609437912,0.773925164,1.034962262,-5.003968566,-4.588342568,-4.545214023,-4.639694345,-4.700346075,-4.914168511,-5.085891849,-5.076706189,-5.238319765,-5.619093041,-5.986934822,-6.467901627,-1.593692288,-1.569591064,-1.431919376,-1.640153483,-1.638181716,-1.518274437,-1.545134949,-1.562004101,-1.578584948,-1.587101816,-1.540789744,-1.289548939
-1.203972804,0.773925164,1.034962262,-4.063183161,-3.902344989,-3.960011241,-4.110089872,-4.302084855,-4.677252826,-4.935698523,-4.92601753,-5.024079261,-5.326945262,-5.765620645,-6.318669458,-1.168929712,-1.205156271,-1.023083971,-1.241112631,-1.276273394,-1.241677271,-1.254898114,-1.290546332,-1.451039415,-1.500835571,-1.357480652,-1.133084697
-0.916290732,0.773925164,1.034962262,-3.536817812,-3.429291347,-3.524148373,-3.847551674,-4.157840427,-4.600650416,-4.889412847,-4.824261957,-4.857438784,-5.170423837,-5.631708355,-6.248133859,-0.785493097,-0.917807033,-0.945374445,-1.177376353,-1.020838606,-1.052163266,-1.072120928,-1.182906446,-1.453228081,-1.432893608,-1.264244063,-1.079282067
-0.693147181,0.773925164,1.034962262,-3.138098003,-3.089752885,-3.276457269,-3.78959743,-4.099998516,-4.526007866,-4.821179248,-4.773032779,-4.783434783,-5.008557953,-5.599603557,-6.31511928,-0.511076022,-0.770326427,-0.898583885,-1.072817322,-1.044272745,-0.936507975,-1.029328344,-1.195753205,-1.359866058,-1.341649382,-1.333272956,-1.147063348
-0.510825624,0.773925164,1.034962262,-2.859807248,-2.82116235,-3.050657418,-3.672935241,-4.032863836,-4.454115723,-4.669274668,-4.67475609,-4.801897002,-5.105285042,-5.676043774,-6.435554066,-0.255432118,-0.561074374,-0.804957413,-0.826665252,-0.954878648,-0.835435491,-0.969787956,-1.160793581,-1.311570899,-1.364278968,-1.366047977,-1.148965445
-0.494296322,0.773925164,1.034962262,-2.827433579,-2.793317282,-3.028970597,-3.664393692,-4.033495965,-4.461476851,-4.650048312,-4.650873868,-4.784105483,-5.106991471,-5.691537748,-6.441502425,-0.238933843,-0.544874548,-0.671031464,-0.808770546,-0.927647388,-0.830366127,-0.959107128,-1.157417472,-1.306440541,-1.372358249,-1.363453354,-1.14305063
-0.478035801,0.773925164,1.034962262,-2.788227168,-2.759143515,-3.001647735,-3.656741457,-4.03496495,-4.468578481,-4.631462828,-4.631408417,-4.771288527,-5.111721624,-5.707633882,-6.445909837,-0.223775064,-0.532887989,-0.57612532,-0.796328714,-0.920820531,-0.831519517,-0.949188046,-1.15365858,-1.284080983,-1.377047426,-1.373565565,-1.13553262
