Sa,SaRatio,Ds,SDR1,SDR2,SDR3,SDDR4,SDR5,SDR6,SDR7,SDR8,SDR9,SDR10,SDR11,SDR12,PFA1,PFA2,PFA3,PFA4,PFA5,PFA6,PFA7,PFA8,PFA9,PFA10,PFA11,PFA12
0.3,0.939550406,15.66,0.0278181,0.0285674,0.0232615,0.0164701,0.0100424,0.00580461,0.00622233,0.00733092,0.00712784,0.00557999,0.00326595,0.00156821,0.256436674,0.234887076,0.25793784,0.265415695,0.237149443,0.221373478,0.216213934,0.240338254,0.214569024,0.224604248,0.247023051,0.276045066
0.31,0.939550406,15.66,0.0335225,0.0330924,0.0260917,0.0172753,0.00940699,0.00557576,0.00631986,0.0074712,0.00713097,0.00587748,0.00354919,0.00167931,0.267091427,0.247027454,0.255018648,0.266197876,0.237629112,0.224506605,0.224403781,0.240019943,0.221695934,0.21894561,0.259298109,0.283053613
0.32,0.939550406,15.66,0.0381193,0.0396734,0.0302682,0.0178694,0.00869526,0.00535976,0.00632518,0.00751946,0.00702731,0.00617361,0.00375065,0.00178606,0.274206164,0.255136752,0.256428645,0.268979539,0.238993525,0.225590521,0.223481999,0.248216265,0.229480445,0.215881637,0.270668221,0.288984719
0.1,1.026401818,28.81,0.00436027,0.00496803,0.00412771,0.00376259,0.00350734,0.00313556,0.00298097,0.0026953,0.00236552,0.00193072,0.00145853,0.000936655,0.075692567,0.088938617,0.09136778,0.098759389,0.107051023,0.105048174,0.104804973,0.111572391,0.125481999,0.127221704,0.131247604,0.146985755
0.2,1.026401818,28.81,0.0151852,0.0177133,0.0152461,0.0108312,0.00631799,0.00366472,0.00350513,0.00400634,0.00387524,0.00315915,0.00231651,0.00141984,0.131268324,0.14659078,0.159324527,0.183753432,0.203289044,0.204094535,0.171220409,0.13247656,0.158105413,0.17989899,0.199968143,0.251113701
0.21,1.026401818,28.81,0.0180672,0.0197146,0.0161741,0.0112084,0.00630991,0.00355624,0.00365145,0.0043279,0.0040881,0.00325746,0.00236909,0.00144593,0.140536131,0.148118622,0.163664854,0.188109039,0.209547786,0.213343434,0.18053898,0.132015022,0.16163999,0.183646465,0.205949495,0.255807563
0.22,1.026401818,28.81,0.0216287,0.0225792,0.0177134,0.0117804,0.00644531,0.00351214,0.00392846,0.00461093,0.00426229,0.0033376,0.00241974,0.00146634,0.14895079,0.15248174,0.167981352,0.19234188,0.215905465,0.222312354,0.18995338,0.133381766,0.168631443,0.189581197,0.207299145,0.258497798
0.23,1.026401818,28.81,0.0249829,0.0254422,0.0195359,0.0127615,0.00696771,0.00363842,0.00419457,0.00486946,0.00438705,0.00339619,0.00246498,0.00148215,0.158777001,0.15816576,0.172451955,0.196602694,0.221449883,0.23071251,0.199439005,0.140454027,0.172671588,0.188092463,0.21050531,0.260639731
0.24,1.026401818,28.81,0.0287352,0.0287492,0.0219958,0.0140963,0.00767356,0.00387504,0.00440364,0.00509878,0.0044781,0.0034307,0.00250539,0.00149966,0.164588967,0.165758612,0.17668402,0.200934473,0.226984978,0.23904662,0.209042735,0.14638073,0.178621342,0.19025641,0.215984719,0.263356643
0.25,1.026401818,28.81,0.0322231,0.0323522,0.0252655,0.015328,0.00830876,0.00399836,0.00461151,0.0053143,0.00456252,0.00346025,0.00253385,0.00151449,0.165619011,0.173747993,0.180632997,0.205149184,0.231636364,0.246889925,0.219033411,0.153731935,0.182733489,0.189939394,0.218324527,0.266127946
0.26,1.026401818,28.81,0.0379039,0.0391871,0.0300054,0.0164793,0.00867626,0.00406634,0.00477986,0.005504,0.00463809,0.00348534,0.00254872,0.0015252,0.171306915,0.182047656,0.186335664,0.209053095,0.235754468,0.254864543,0.228881896,0.162403004,0.184390572,0.189574722,0.220808081,0.269313649
0.1,1.023574646,48.74,0.00379824,0.00456338,0.00446606,0.00391606,0.00339704,0.0031925,0.00325712,0.0033,0.00313703,0.00282937,0.00225754,0.00135439,0.13975913,0.155105413,0.177859881,0.170551671,0.140435638,0.146809376,0.167771044,0.173031598,0.150457135,0.150938358,0.214117586,0.257538721
0.2,1.023574646,48.74,0.00784642,0.0113871,0.0102882,0.00805477,0.00650427,0.00654415,0.00998763,0.0107395,0.00803049,0.00507392,0.00274357,0.0014633,0.282375032,0.262714323,0.255006734,0.228049728,0.20209842,0.228740223,0.257600881,0.265309505,0.208617975,0.242968143,0.231063973,0.295472675
0.3,1.023574646,48.74,0.0197677,0.0231094,0.0190285,0.0143086,0.0107917,0.00902053,0.0100523,0.0102514,0.0088102,0.00652797,0.00385877,0.00172956,0.442276612,0.348759389,0.315672106,0.31975136,0.240579125,0.247153587,0.321287231,0.267842528,0.283607874,0.258215229,0.271004921,0.326058016
0.31,1.023574646,48.74,0.0393256,0.0419399,0.0269641,0.0148151,0.0111091,0.00933784,0.0102887,0.0102937,0.00886045,0.00660396,0.00389319,0.00173302,0.457433307,0.357088837,0.328754209,0.324234654,0.293672624,0.247471121,0.326954157,0.276462056,0.278054908,0.246104377,0.274470344,0.327826988
0.32,1.023574646,48.74,0.023188,0.0283315,0.0207172,0.0152829,0.0113455,0.00960021,0.0104764,0.0102964,0.00886252,0.00667771,0.00396615,0.00174781,0.467956488,0.36026936,0.343887594,0.324384874,0.281147371,0.243322455,0.332356902,0.284522145,0.273716654,0.245412069,0.279463869,0.332323232
0.1,1.121955127,78.95,0.00460467,0.00533462,0.00425237,0.00336187,0.00299494,0.00267897,0.0024837,0.00226108,0.00211563,0.00178695,0.00135218,0.000872645,0.086298627,0.087653199,0.099616939,0.109488733,0.109912976,0.115554261,0.125785807,0.124119658,0.110187257,0.108882414,0.123642839,0.143980057
0.2,1.121955127,78.95,0.01729,0.020582,0.0166358,0.0106871,0.00615624,0.00372958,0.00366428,0.00367304,0.00323017,0.00255807,0.00195835,0.0012693,0.127243719,0.14874618,0.161256669,0.149014504,0.149878788,0.140587154,0.148351722,0.142671847,0.153578866,0.155224812,0.172255374,0.21248692
0.21,1.121955127,78.95,0.0221843,0.0247403,0.0192485,0.0117406,0.00619171,0.00367996,0.00383265,0.00381559,0.00331138,0.00260941,0.00200659,0.00129672,0.145357938,0.163020202,0.154501684,0.155496503,0.156251489,0.142034447,0.150978762,0.144490287,0.161268324,0.156905724,0.177296814,0.217358715
0.22,1.121955127,78.95,0.0283012,0.0322209,0.0244334,0.014114,0.00667947,0.00378197,0.00398545,0.00396527,0.00339575,0.00266229,0.00204783,0.00131918,0.154731158,0.17736778,0.159665372,0.160859881,0.161912199,0.147569801,0.145130795,0.154148407,0.170024346,0.156652681,0.182441595,0.221346801
0.1,1.233390237,2.775,0.00344704,0.00382688,0.0035259,0.00335256,0.00330532,0.00334075,0.00415814,0.00489283,0.00432966,0.00312676,0.00222378,0.00139374,0.160427609,0.142989122,0.148636623,0.160375032,0.164767936,0.148803419,0.13037555,0.133115514,0.161087542,0.177866615,0.192752396,0.240506087
0.2,1.233390237,2.775,0.00894658,0.0130749,0.0139967,0.0135602,0.011398,0.00915204,0.00894988,0.00879512,0.00717735,0.00466777,0.00277566,0.00161101,0.305972546,0.276671847,0.304799275,0.254255374,0.278023828,0.264286454,0.23206216,0.255312872,0.242427868,0.231712251,0.219172235,0.284990935
0.3,1.233390237,2.775,0.0129008,0.0170385,0.0179693,0.0177858,0.0159599,0.0133959,0.0117115,0.0114309,0.00894292,0.00511661,0.00269475,0.00157742,0.484301994,0.413053613,0.378236208,0.3595597,0.342136752,0.344586895,0.308894069,0.296531987,0.337469567,0.285576276,0.235141155,0.295705776
0.4,1.233390237,2.775,0.0159098,0.0178287,0.0170735,0.0161303,0.0154432,0.0149854,0.0153712,0.0138802,0.00976427,0.00482488,0.0024338,0.00170009,0.600709661,0.555734266,0.511926962,0.481756022,0.385270655,0.363954934,0.299458689,0.274250194,0.313732194,0.322968143,0.209715359,0.338487438
0.5,1.233390237,2.775,0.0310422,0.0325599,0.0296818,0.0260507,0.0236842,0.0203201,0.0164893,0.0112697,0.00957859,0.00713867,0.0032862,0.00160756,0.801541052,0.719199689,0.660668221,0.573983424,0.442229992,0.495159285,0.432646983,0.33971769,0.387868428,0.32029008,0.2589223,0.338565139
0.51,1.233390237,2.775,0.0328872,0.0347465,0.0316158,0.026852,0.0240508,0.0203369,0.0161639,0.0108458,0.00960493,0.00725708,0.00338989,0.00161709,0.82013468,0.755094535,0.666910127,0.604074074,0.492939653,0.493843564,0.424330484,0.357347837,0.388329448,0.314188034,0.25963481,0.334408184
0.52,1.233390237,2.775,0.0349127,0.0370585,0.0336089,0.0275141,0.0242616,0.0201981,0.015705,0.0104374,0.00962959,0.00737382,0.00349061,0.00163302,0.81991453,0.764040404,0.690616421,0.617984978,0.457878788,0.51975654,0.41973323,0.365682466,0.392398342,0.309324009,0.267049987,0.331266511
0.53,1.233390237,2.775,0.0373572,0.0394866,0.0354867,0.0279417,0.0242824,0.0198807,0.0151443,0.0102682,0.00965599,0.00749034,0.00358331,0.00164682,0.840911681,0.777409997,0.685615126,0.586462056,0.461463351,0.488831909,0.415661746,0.368223258,0.393550894,0.312040922,0.271212121,0.328005698
0.54,1.233390237,2.775,0.0400642,0.0420657,0.0373059,0.0282145,0.0241386,0.0194241,0.0145062,0.010271,0.00967408,0.00759995,0.00367241,0.00166242,0.85009842,0.778039368,0.694641285,0.570590521,0.463206423,0.511968402,0.474125874,0.382017612,0.398982129,0.299321419,0.275379435,0.328541829
0.55,1.233390237,2.775,0.0429788,0.044771,0.0390634,0.0283613,0.0238685,0.0188055,0.0138228,0.0102691,0.00969273,0.0077093,0.0037535,0.00167722,0.864819995,0.779251489,0.703157213,0.578660969,0.485138565,0.536221186,0.418311318,0.365322455,0.40016835,0.331157731,0.277244237,0.330927221
0.56,1.233390237,2.775,0.0461026,0.0476397,0.0408168,0.0283658,0.0234564,0.018022,0.0131189,0.010252,0.00970333,0.00781097,0.00383249,0.00169361,0.88010878,0.800927221,0.693276353,0.613203833,0.471965812,0.512520073,0.438490028,0.365167055,0.393760684,0.315669516,0.280986791,0.332981093
0.57,1.233390237,2.775,0.0495581,0.0508075,0.0424631,0.0280939,0.0227132,0.0169449,0.0123303,0.0102314,0.00971231,0.00790645,0.00390002,0.00170853,0.88957783,0.80979539,0.704478114,0.596138306,0.494493654,0.537073297,0.461880342,0.398031598,0.408759389,0.30969179,0.282439782,0.333859104
0.58,1.233390237,2.775,0.053396,0.0542928,0.0441538,0.0275145,0.0215601,0.0156792,0.011776,0.0101914,0.00971717,0.00799125,0.00396436,0.00172487,0.917516188,0.79979798,0.716702927,0.648078218,0.482261072,0.515467495,0.453786584,0.398231028,0.413980834,0.317902098,0.286151256,0.335848226
0.59,1.233390237,2.775,0.0575097,0.0582814,0.0464763,0.025908,0.0195813,0.0143706,0.0113323,0.0101048,0.00970474,0.00804378,0.00402303,0.00173988,0.931471121,0.815161875,0.705394975,0.623657084,0.506161616,0.541851852,0.502082362,0.412522663,0.410564621,0.311706812,0.287951308,0.337710438
0.1,1.186057746,5.17,0.00467288,0.00501447,0.00383594,0.00312081,0.00302543,0.00312266,0.00440158,0.00513411,0.00488471,0.00371508,0.00238529,0.0013875,0.171395493,0.19618907,0.213250453,0.232385392,0.240769231,0.192032893,0.193107485,0.178558664,0.164254338,0.194639213,0.207762756,0.252837866
0.2,1.186057746,5.17,0.0120313,0.0152301,0.0138458,0.0103834,0.00725908,0.00486427,0.00416238,0.00685115,0.00819263,0.00721645,0.00471365,0.00213636,0.251782958,0.25042476,0.258305879,0.323993784,0.329287749,0.292615903,0.244578607,0.307355607,0.276643357,0.254964517,0.277490287,0.332533023
0.3,1.186057746,5.17,0.0174878,0.0223471,0.0222105,0.0184993,0.0140434,0.00939494,0.00636064,0.00925181,0.0102352,0.00866132,0.00476501,0.00208524,0.407832168,0.36967366,0.316591557,0.285907796,0.410991971,0.398215488,0.313377363,0.258479668,0.262465682,0.257762497,0.252451955,0.332299922
0.4,1.186057746,5.17,0.0163701,0.0212364,0.0237246,0.0224514,0.0183882,0.014473,0.0117968,0.0114774,0.0107852,0.00831544,0.00440259,0.00209062,0.54983424,0.560554261,0.46011655,0.384607615,0.397163947,0.485840456,0.321872572,0.386620047,0.277220927,0.284977985,0.297192437,0.352649573
0.5,1.186057746,5.17,0.0274443,0.0299478,0.0256759,0.0211617,0.0175543,0.0141633,0.0123737,0.0117666,0.0105506,0.00751245,0.00450547,0.00228452,0.70980316,0.679129759,0.537435897,0.440642321,0.42021238,0.483299663,0.357492877,0.408572909,0.317244237,0.320940171,0.274232064,0.403861694
0.51,1.186057746,5.17,0.028593,0.0310815,0.0264309,0.0209743,0.0173431,0.0139646,0.0121987,0.0117371,0.0105387,0.00752487,0.00456558,0.00233988,0.721823362,0.680598291,0.537733748,0.422779073,0.417495467,0.482180782,0.368912199,0.39043771,0.318699819,0.31978762,0.276195286,0.409046879
0.52,1.186057746,5.17,0.0295404,0.0319998,0.0270011,0.0209367,0.0171659,0.0137684,0.0121167,0.0117728,0.0105425,0.00754044,0.0046035,0.00237447,0.745830096,0.677635328,0.543126133,0.444475524,0.421033411,0.482227402,0.38036519,0.376555297,0.322856773,0.321375291,0.268445998,0.413970474
0.53,1.186057746,5.17,0.03056,0.0329828,0.0281752,0.0208474,0.0169741,0.0135737,0.0120909,0.0118174,0.0105626,0.00756521,0.00461912,0.00239216,0.762545973,0.685086765,0.541225071,0.437549858,0.427858068,0.482981093,0.37990935,0.408689459,0.324408184,0.321344211,0.270582751,0.42019684
0.54,1.186057746,5.17,0.0315788,0.0343987,0.0291708,0.0208985,0.0168298,0.0134045,0.0120791,0.0118641,0.01059,0.00760839,0.00467519,0.00241355,0.777391867,0.685239575,0.54033152,0.462600363,0.433921264,0.482476042,0.377578348,0.401792282,0.326146076,0.321515152,0.271414141,0.427031857
0.55,1.186057746,5.17,0.0334559,0.0364197,0.0305639,0.0209537,0.0166832,0.0132362,0.0120639,0.0119136,0.010629,0.00766355,0.00474926,0.00244903,0.80992748,0.695721316,0.567176897,0.456423206,0.440515411,0.48019166,0.377389277,0.403833204,0.326837607,0.32047138,0.275358715,0.431499611
0.56,1.186057746,5.17,0.0355682,0.0382622,0.0315804,0.0210672,0.0165953,0.0131123,0.0120297,0.011957,0.0106824,0.00773866,0.00482282,0.00247185,0.829373219,0.711160321,0.563921264,0.442274022,0.444444444,0.481743072,0.4104921,0.408743849,0.328041958,0.31984978,0.276094276,0.432509713
0.57,1.186057746,5.17,0.0379564,0.0402926,0.0326204,0.0211351,0.0164527,0.0129422,0.0120072,0.0120083,0.0107442,0.00781469,0.00488162,0.00250634,0.852310282,0.720686351,0.557599068,0.464674955,0.454439264,0.474612795,0.409054649,0.404760425,0.327586118,0.318925149,0.273664854,0.434633515
0.58,1.186057746,5.17,0.0407174,0.0425617,0.0338068,0.0214433,0.0162975,0.012759,0.011996,0.0120582,0.0108,0.00788933,0.00496692,0.00254439,0.876550117,0.728917379,0.567681948,0.48012173,0.461157731,0.472659933,0.431364931,0.405674696,0.326920487,0.318502979,0.273991194,0.434573945
0.59,1.186057746,5.17,0.0449802,0.0465427,0.0361287,0.0219555,0.0161673,0.0125982,0.0119448,0.0121054,0.0108754,0.00798747,0.00503398,0.0025736,0.902491582,0.720852111,0.562911163,0.451310541,0.46952085,0.467852888,0.410743331,0.416959337,0.328176638,0.318725719,0.273423983,0.434369334
0.1,1.217331577,8.49,0.00346673,0.00397282,0.00367348,0.00357768,0.0031802,0.00302164,0.00386093,0.00432824,0.00367719,0.002815,0.00215437,0.00142143,0.167821031,0.186278166,0.177324009,0.165655789,0.172191401,0.165587672,0.176624191,0.221730381,0.242662782,0.169166537,0.18774359,0.260844341
0.2,1.217331577,8.49,0.01264,0.0142315,0.0112885,0.00837539,0.00573554,0.00435282,0.00515485,0.0073913,0.00762964,0.00618356,0.00426743,0.00197413,0.273315203,0.296094276,0.307448847,0.314897695,0.272206682,0.300854701,0.307889148,0.254120694,0.295830096,0.255931624,0.289083139,0.33990676
0.3,1.217331577,8.49,0.0237929,0.0250984,0.021225,0.0154881,0.0101783,0.00720661,0.00878178,0.0104285,0.0111255,0.0099047,0.00632887,0.00277883,0.465850816,0.407567988,0.363118363,0.394283864,0.357609428,0.321743072,0.358803419,0.297448847,0.323449883,0.372035742,0.338658379,0.471201761
0.4,1.217331577,8.49,0.0261629,0.0271374,0.0224151,0.0165746,0.0130629,0.0115262,0.0116852,0.0123923,0.0119074,0.00915945,0.00620474,0.00259991,0.576146076,0.575501166,0.44036001,0.412263662,0.444483294,0.418365708,0.393229733,0.332097902,0.323846154,0.39006734,0.359173789,0.431129241
0.5,1.217331577,8.49,0.0286577,0.0316351,0.0288594,0.0237156,0.0180183,0.0133935,0.0122902,0.0122083,0.0120262,0.00952871,0.00671723,0.00275863,0.714066304,0.685845636,0.511895882,0.513030303,0.496858327,0.455317275,0.416814297,0.334338254,0.332672883,0.407940948,0.302983683,0.392566693
0.6,1.217331577,8.49,0.032788,0.0362753,0.0339561,0.0284483,0.0206984,0.0150851,0.0130266,0.0122626,0.0118263,0.0106874,0.00766981,0.00303802,0.914509195,0.676026936,0.603895364,0.559285159,0.553708884,0.471838902,0.483265993,0.405413105,0.355661746,0.394851075,0.311535872,0.373664854
0.61,1.217331577,8.49,0.0334146,0.036907,0.0345412,0.0288872,0.0207244,0.0150523,0.0129931,0.0123275,0.0118032,0.0108201,0.00784861,0.00303411,0.935148925,0.677454027,0.584180264,0.558704999,0.570505051,0.475389795,0.482274022,0.403209013,0.354866615,0.402437192,0.312408702,0.37046361
0.62,1.217331577,8.49,0.0340894,0.0380308,0.0351566,0.0293195,0.0207738,0.0149937,0.0129246,0.0123773,0.0117859,0.0109356,0.00801315,0.00302263,0.963338513,0.687850298,0.592447552,0.574245014,0.570870241,0.48043771,0.484120694,0.457047397,0.354413364,0.401556592,0.312188552,0.370595701
0.63,1.217331577,8.49,0.0353735,0.0401509,0.0358442,0.0297707,0.0208334,0.0149302,0.0128538,0.012387,0.011767,0.0110684,0.00816933,0.00300646,0.95985755,0.696438746,0.632921523,0.575519296,0.575397565,0.489233359,0.493229733,0.436306656,0.353221963,0.411688682,0.304457394,0.368298368
0.64,1.217331577,8.49,0.0396931,0.0441659,0.0380365,0.0300723,0.0208057,0.0148383,0.012769,0.0123839,0.0117463,0.0112296,0.00831883,0.00299017,0.97980057,0.716425796,0.692913753,0.617863248,0.555014245,0.48048951,0.500919451,0.406148666,0.35994561,0.411564362,0.305058275,0.365835276
0.1,1.208842301,15.65,0.00681686,0.00899057,0.00664766,0.00420193,0.00380789,0.00379627,0.00449178,0.00509957,0.00445351,0.00318413,0.00218311,0.0013969,0.167613313,0.219899767,0.231429681,0.203809894,0.200722611,0.182024346,0.173206941,0.168541052,0.18106993,0.202126392,0.224212121,0.246466977
0.2,1.208842301,15.65,0.0110938,0.0143639,0.0128256,0.00955943,0.00610677,0.0037628,0.00514896,0.00730636,0.00742947,0.00658007,0.00451442,0.0019195,0.265045325,0.263263403,0.258475006,0.278008288,0.324783735,0.354245014,0.294594665,0.211650091,0.213049469,0.238203315,0.297788138,0.29970215
0.3,1.208842301,15.65,0.0234653,0.0272323,0.0231269,0.015322,0.00771987,0.00529754,0.00549942,0.0076555,0.0085755,0.00756443,0.00525136,0.00215178,0.404594665,0.353758094,0.316632997,0.321465941,0.368023828,0.358016058,0.426317016,0.32048692,0.25990935,0.292600363,0.306767677,0.35007252
0.31,1.208842301,15.65,0.0259343,0.0301896,0.0255799,0.0160309,0.00771768,0.00525582,0.00548842,0.00793373,0.00890354,0.00767478,0.0055187,0.00226509,0.424175084,0.361675732,0.322672883,0.328205128,0.371069671,0.355040145,0.42985755,0.33014763,0.264667185,0.303038073,0.304353794,0.352608133
0.32,1.208842301,15.65,0.0276557,0.0326688,0.0279118,0.016679,0.00791117,0.00522144,0.0056057,0.00818137,0.00920909,0.00755711,0.00550269,0.002338,0.44042476,0.374252784,0.327308987,0.333312613,0.373794354,0.350525771,0.437298627,0.313752914,0.266863507,0.305050505,0.315146335,0.361991712
0.33,1.208842301,15.65,0.0310093,0.0379198,0.0324795,0.0183254,0.00811617,0.00521527,0.00570863,0.00841562,0.0095083,0.00777631,0.00543664,0.00242432,0.449463869,0.379435379,0.340911681,0.333501684,0.376438746,0.353986014,0.44016058,0.323051023,0.274791505,0.313550894,0.314452214,0.375571096
0.1,1.251610819,28.78,0.00454827,0.00496663,0.00355301,0.00302035,0.00297042,0.0029538,0.0027834,0.00285718,0.00338979,0.0035787,0.0027677,0.00172156,0.386682207,0.38046102,0.344089614,0.303203833,0.32037814,0.36007511,0.288660969,0.257339031,0.265534836,0.209864802,0.251121212,0.345117845
0.2,1.251610819,28.78,0.00971417,0.0131412,0.0119669,0.00867399,0.00638012,0.00486054,0.00475043,0.00437324,0.00476291,0.00565798,0.00547456,0.00362785,0.634737115,0.631616162,0.528502979,0.450577571,0.426050246,0.435944056,0.467997928,0.520898731,0.428417508,0.36000777,0.31006475,0.456032116
0.21,1.251610819,28.78,0.0106538,0.014015,0.0126616,0.00910364,0.00656157,0.004895,0.00471143,0.00425589,0.00487586,0.00593282,0.00564215,0.00374525,0.662286972,0.648332038,0.556019166,0.46048951,0.435861176,0.436317016,0.478580679,0.541090391,0.447119917,0.377244237,0.327055167,0.465439005
0.22,1.251610819,28.78,0.0120124,0.0149087,0.0132957,0.00943931,0.00666805,0.00490779,0.00461625,0.00414261,0.00505561,0.00610306,0.00570813,0.00381387,0.691994302,0.648130018,0.571548822,0.476309246,0.466081326,0.441491841,0.490577571,0.538023828,0.449461279,0.401274281,0.324913235,0.469331779
0.23,1.251610819,28.78,0.0134691,0.0159474,0.0138719,0.00974171,0.00674767,0.00490341,0.00459847,0.00422387,0.00511504,0.00609845,0.00566323,0.00379104,0.73988604,0.669264439,0.602530433,0.495819736,0.492235172,0.481105931,0.487697488,0.515159285,0.474387464,0.427101787,0.338145558,0.475117845
0.24,1.251610819,28.78,0.0148847,0.0169645,0.0144701,0.010076,0.00677858,0.00481183,0.0045026,0.00428156,0.00512752,0.00603917,0.00564908,0.00387521,0.793887594,0.70016576,0.585249935,0.505897436,0.507622378,0.507078477,0.494175084,0.528919969,0.450999741,0.408730899,0.331960632,0.479412069
0.25,1.251610819,28.78,0.0162161,0.0178673,0.0148401,0.0103175,0.00675636,0.00467339,0.00440159,0.00437923,0.00517305,0.00599499,0.00566385,0.00396748,0.764739705,0.721225071,0.616366226,0.535050505,0.503675214,0.522219632,0.480546491,0.491994302,0.452121212,0.421212121,0.33016576,0.486252266
0.26,1.251610819,28.78,0.0171587,0.0193841,0.0152843,0.0105256,0.00678128,0.00455561,0.00429867,0.00451018,0.00524158,0.00594416,0.00564537,0.00404702,0.789303289,0.748073038,0.641315721,0.543670034,0.544296814,0.533817664,0.467705258,0.449352499,0.454110334,0.435337995,0.339412069,0.493783994
0.27,1.251610819,28.78,0.0176271,0.0206256,0.016286,0.010632,0.00682398,0.0045032,0.00434443,0.00469089,0.00528128,0.00587042,0.00559346,0.00407314,0.843571614,0.784985755,0.665293965,0.561750842,0.562742813,0.542015022,0.453418803,0.43969179,0.491939912,0.439437969,0.335366485,0.501864802
0.28,1.251610819,28.78,0.0185568,0.0220948,0.01803,0.011345,0.00690877,0.00449547,0.00462672,0.00495127,0.00535273,0.00579324,0.00544075,0.0039519,0.935330225,0.78011914,0.685446775,0.598381248,0.523664854,0.546876457,0.454516965,0.444371924,0.443638954,0.400647501,0.342566693,0.491621342
0.29,1.251610819,28.78,0.0209102,0.0250931,0.0187812,0.011577,0.00694121,0.00449637,0.00490762,0.00519293,0.00543958,0.00577045,0.00536713,0.00385062,0.911206941,0.787479927,0.679160839,0.619116809,0.523677804,0.544019684,0.459241129,0.442763533,0.43993266,0.383633774,0.347088837,0.484133644
0.1,1.21521584,50.64,0.00421679,0.00482641,0.00400299,0.00334622,0.0030114,0.0028404,0.00277341,0.00259383,0.0024139,0.00200321,0.00155276,0.00101467,0.082139601,0.096428645,0.112371924,0.119209272,0.114835535,0.127486143,0.126802642,0.115954157,0.115838643,0.123361823,0.137522145,0.159639213
0.2,1.21521584,50.64,0.00610456,0.00813987,0.0063946,0.00441717,0.00394825,0.00370483,0.00437991,0.00453099,0.00356068,0.00269256,0.0020622,0.00132873,0.16415022,0.184911163,0.189568506,0.189895623,0.20472546,0.213922559,0.194973841,0.143818182,0.156807822,0.167192178,0.189732194,0.237860917
0.3,1.21521584,50.64,0.010488,0.0130852,0.0107191,0.00755088,0.00541766,0.00411103,0.00479299,0.00545634,0.00473473,0.00357146,0.00244405,0.00140421,0.237249935,0.246759907,0.244074333,0.231828024,0.231957265,0.247544937,0.251751101,0.196907796,0.165123284,0.209146853,0.206601658,0.253314426
0.31,1.21521584,50.64,0.0126901,0.014967,0.0116358,0.00777876,0.00538671,0.00410732,0.00451942,0.00533138,0.0048109,0.00361304,0.00244967,0.00140186,0.243640508,0.254581197,0.248483035,0.23800259,0.237822067,0.254161357,0.250102823,0.202860658,0.168845377,0.215643875,0.204145299,0.25070733
0.32,1.21521584,50.64,0.0157404,0.0174555,0.0128425,0.00804346,0.00531956,0.00407345,0.00438714,0.00532517,0.00483952,0.00364657,0.00245535,0.00139786,0.244959337,0.262600363,0.252185962,0.243310023,0.243516706,0.260950531,0.243694121,0.202451696,0.174931106,0.224609946,0.205931883,0.249276871
0.33,1.21521584,50.64,0.0201656,0.0220982,0.016569,0.00910172,0.0052303,0.00403664,0.00433634,0.0052864,0.00484957,0.00367231,0.00245433,0.00139285,0.248650609,0.269033929,0.255459725,0.247395234,0.248661746,0.266576017,0.247204351,0.206167055,0.176370888,0.228518778,0.208188552,0.251158249
0.34,1.21521584,50.64,0.0278911,0.0298132,0.0221945,0.0105773,0.00512759,0.00398578,0.00427666,0.00525024,0.00487442,0.00370933,0.00245935,0.00139294,0.255089614,0.274923595,0.25839368,0.251026677,0.25261927,0.271497021,0.255292929,0.211096348,0.17966071,0.229662264,0.208279202,0.252564362
0.35,1.21521584,50.64,0.0394679,0.0396178,0.0284497,0.00939304,0.00512071,0.00388208,0.00421743,0.005234,0.00491484,0.0037454,0.00246504,0.00139053,0.262015022,0.281020461,0.261170681,0.253378399,0.256980316,0.274270914,0.260551671,0.216091686,0.18352344,0.242063973,0.211131572,0.253679617
0.1,1.225449579,91.71,0.00413429,0.00478422,0.004116,0.00357199,0.00322516,0.00296469,0.00284153,0.00264536,0.00258461,0.00230861,0.00182266,0.00115741,0.082600363,0.116299922,0.139219632,0.14065812,0.144021238,0.128963222,0.117986273,0.105924631,0.111286195,0.128455322,0.168952344,0.209078477
0.2,1.225449579,91.71,0.0111278,0.0154259,0.0124759,0.00720047,0.00375153,0.00346458,0.00437322,0.0061046,0.00595739,0.00398483,0.00259097,0.00152896,0.14589381,0.173206941,0.218550117,0.238719503,0.230011396,0.202582492,0.172379694,0.154228438,0.201262367,0.228758612,0.204711733,0.267679358
0.21,1.225449579,91.71,0.0126299,0.0171278,0.0139985,0.00799764,0.00415766,0.00358887,0.0044562,0.00624374,0.00611807,0.0040632,0.00258364,0.00152054,0.144033152,0.173914012,0.218006734,0.237613313,0.22667884,0.199851852,0.167335146,0.155640767,0.200232582,0.232587931,0.203545973,0.266576017
0.22,1.225449579,91.71,0.0144085,0.0184936,0.0144596,0.0078004,0.00409424,0.00360168,0.00446794,0.00626066,0.00612966,0.00404675,0.00255162,0.001506,0.160660451,0.174536908,0.217879047,0.236048174,0.221321419,0.19145325,0.158009324,0.154909868,0.200245014,0.234998964,0.202603471,0.265480445
0.23,1.225449579,91.71,0.0196073,0.0212058,0.0153008,0.00825722,0.00453686,0.00355471,0.00438682,0.00612034,0.00598183,0.0039588,0.00251788,0.00148859,0.175024346,0.174783476,0.217708107,0.233078736,0.213970215,0.18359078,0.155184667,0.150434602,0.199088578,0.234253043,0.20196115,0.263926444
