Sa,SaRatio,Ds,SDR1,SDR2,SDR3,SDDR4,SDR5,SDR6,SDR7,SDR8,SDR9,SDR10,SDR11,SDR12,PFA1,PFA2,PFA3,PFA4,PFA5,PFA6,PFA7,PFA8,PFA9,PFA10,PFA11,PFA12
0.169,1.8009255,5.24,0.00433377,0.00569451,0.00581321,0.0044297,0.00340026,0.00310675,0.00312164,0.00299694,0.00340405,0.00483244,0.0042177,0.00211254,0.374136234,0.410562031,0.388645429,0.267764828,0.275029785,0.388790469,0.371067081,0.30034965,0.291168091,0.246136493,0.273936804,0.32980834
0.169,1.801251623,7.75,0.00639733,0.0100359,0.00938492,0.00586533,0.00389652,0.00338923,0.00370397,0.0040467,0.0037844,0.00315922,0.0021748,0.00132802,0.227692826,0.250374255,0.246405076,0.24336519,0.257670293,0.255240093,0.218354571,0.215642839,0.186900544,0.179054131,0.237130277,0.26960373
0.169,1.133174186,6.615,0.00508514,0.00504226,0.00350316,0.00390433,0.00500199,0.0063074,0.0093721,0.0108524,0.00881331,0.00490887,0.00266621,0.00141848,0.289331779,0.234743072,0.208089096,0.177972028,0.17530044,0.164779073,0.173427609,0.15183942,0.221524476,0.207098679,0.209984719,0.241641026
0.169,2.454500023,10.72,0.00411853,0.00513641,0.00499073,0.00451901,0.00392444,0.00353062,0.00411026,0.00398252,0.00314841,0.00247861,0.00189637,0.00123574,0.109749547,0.129955452,0.111246827,0.139647501,0.139781922,0.126606061,0.13943253,0.153653199,0.166960114,0.161769749,0.168698265,0.204339031
0.169,1.211998346,10.995,0.00711439,0.00875967,0.00726294,0.00524245,0.00384055,0.00288003,0.00293261,0.0038505,0.00395778,0.00315016,0.00220124,0.00132888,0.195605284,0.183356902,0.166076923,0.155422429,0.200712769,0.190280497,0.182016835,0.165182077,0.171714323,0.185082621,0.21042735,0.248881119
0.169,1.657744124,7.89,0.00582392,0.00729418,0.00562297,0.00392209,0.00368965,0.00348862,0.00357797,0.00337966,0.00309106,0.00264747,0.00200978,0.00126975,0.163296814,0.165477337,0.179782699,0.181215229,0.183537426,0.181488215,0.177174307,0.157251748,0.164807304,0.16141958,0.189501943,0.225999741
0.169,1.514004429,5.715,0.0100049,0.0122846,0.0107212,0.00765642,0.00494147,0.00376474,0.00389668,0.00367013,0.00300822,0.00237644,0.00179111,0.00116655,0.116846413,0.124545973,0.123219891,0.122788138,0.118189588,0.121024605,0.132410774,0.136184926,0.142162911,0.150217819,0.161868428,0.192046102
0.169,1.693425652,13.465,0.00408098,0.00522209,0.00512011,0.00528992,0.00533641,0.00546597,0.00561255,0.00486343,0.00358815,0.00270136,0.00204347,0.0013057,0.136556851,0.150022015,0.156936545,0.160498575,0.170623414,0.153852888,0.157163688,0.156096866,0.183617716,0.178991194,0.183934991,0.218011655
0.169,1.697781464,8.34,0.0047061,0.0055012,0.00466278,0.00484667,0.00501624,0.00510523,0.00561217,0.00469311,0.00367062,0.00305703,0.00233066,0.00142247,0.25398187,0.285988086,0.294662005,0.23486532,0.191692567,0.196483812,0.178389536,0.195162134,0.200897954,0.183428386,0.210669257,0.292167832
0.169,1.51242009,8.76,0.00417196,0.00507671,0.00488988,0.00502105,0.00577782,0.00644661,0.0075027,0.00719536,0.00523437,0.00355277,0.00248765,0.00150742,0.156787102,0.17534188,0.155192696,0.172251748,0.16867366,0.137938358,0.176626781,0.18673323,0.194461279,0.178070707,0.217767418,0.270569801
0.169,1.582240198,7.27,0.00655546,0.00912645,0.00834059,0.00674822,0.00508818,0.0040022,0.00502251,0.00495356,0.00365133,0.00262335,0.00201123,0.00123359,0.165363895,0.191180264,0.21793007,0.214604248,0.210088578,0.210821031,0.185259518,0.168657343,0.163330484,0.165366485,0.194134162,0.22705957
0.169,0.818575469,8.125,0.025765,0.0256947,0.0206302,0.0134526,0.00728516,0.00426904,0.00488756,0.00622105,0.00512685,0.00416069,0.00295766,0.0017124,0.307692308,0.267837348,0.287024087,0.296405076,0.28024605,0.281569542,0.285718726,0.265231805,0.282792023,0.274014504,0.25986791,0.33006216
0.169,1.792529695,12.475,0.00527168,0.00729857,0.00694746,0.00565554,0.00429604,0.00379169,0.00388829,0.00342661,0.00291692,0.00229051,0.00172736,0.00112774,0.078173012,0.103921782,0.112369334,0.105847708,0.129507382,0.125871536,0.114816369,0.140289821,0.13985496,0.143347837,0.159770526,0.18096892
0.169,1.56999223,10.29,0.00371237,0.00437791,0.00416502,0.00351039,0.00317515,0.00320689,0.00394623,0.00495383,0.00520694,0.0045021,0.00298744,0.00157541,0.249433825,0.256195804,0.237668998,0.221285936,0.238527584,0.275464905,0.267930588,0.252566434,0.247866874,0.207719503,0.256087542,0.292204092
0.169,1.592539162,3.78,0.00754823,0.00935372,0.00756322,0.00540196,0.00408788,0.00406444,0.00690177,0.0104903,0.0111638,0.0085888,0.00532431,0.00262139,0.606744367,0.557166537,0.457935768,0.397340067,0.42955452,0.375879306,0.395195545,0.342540793,0.306153846,0.335130795,0.27024087,0.382426832
0.169,2.519918313,20.995,0.00429747,0.0053203,0.00476715,0.00429875,0.0041975,0.00410724,0.00490791,0.00483204,0.00380807,0.0028887,0.00215342,0.00135863,0.195364672,0.229704999,0.210757835,0.183021756,0.163354312,0.183996892,0.231899767,0.206603212,0.164400673,0.172587154,0.190436674,0.273255633
0.169,1.738839055,5.705,0.00670017,0.00956933,0.00848802,0.00537517,0.00371164,0.00386,0.00430816,0.0045704,0.00427401,0.00366885,0.00272727,0.00151626,0.292590003,0.286881637,0.242368557,0.230230769,0.246576276,0.247149443,0.2195079,0.208402486,0.232145817,0.235303289,0.266120176,0.30025123
0.169,2.088235083,8.435,0.00703317,0.00886107,0.0074951,0.00558019,0.0038279,0.00306718,0.00292549,0.00301071,0.00274136,0.00230419,0.00179184,0.00118076,0.157908832,0.166159285,0.159906501,0.183511008,0.164804455,0.175502202,0.189203315,0.187061124,0.169745662,0.168992748,0.168628853,0.224416472
0.169,3.028929755,8.18,0.00404427,0.00450443,0.00349061,0.00296736,0.00299104,0.00318417,0.00529988,0.0075446,0.00709807,0.00453672,0.00279057,0.00152616,0.234494431,0.235337736,0.230250194,0.230767677,0.234205128,0.236627817,0.197980057,0.168022015,0.20104662,0.257422429,0.251434343,0.285428645
0.169,1.383905122,5.305,0.00732945,0.00991428,0.00826425,0.00538768,0.00347756,0.00304367,0.00298642,0.00270806,0.00233465,0.00192185,0.00147946,0.000965177,0.147144263,0.157350427,0.12768402,0.131541829,0.12230562,0.146836571,0.156864025,0.150459984,0.143208754,0.145429422,0.138433307,0.157530692
0.169,1.911558893,7.875,0.00533204,0.00686118,0.00617378,0.00537254,0.00493791,0.00483778,0.00513866,0.00438283,0.00352071,0.00242444,0.00200266,0.00138529,0.423338513,0.416661487,0.3603108,0.319119399,0.288280238,0.274923595,0.312703963,0.234227661,0.21823051,0.220584823,0.189705517,0.294610205
0.169,1.109410353,5.685,0.0049829,0.00624369,0.00519709,0.00431715,0.00391367,0.00368953,0.00558735,0.00760532,0.00825674,0.00669641,0.00377601,0.0017314,0.474037814,0.431393421,0.426182336,0.428010878,0.361528102,0.411963222,0.358378658,0.374452214,0.380976431,0.263475783,0.253035224,0.368052318
0.169,1.625103352,2.32,0.00641467,0.00758455,0.00623029,0.0055109,0.00497364,0.00449926,0.00513826,0.00504452,0.00734066,0.00840786,0.00602646,0.00247342,0.483781404,0.461719762,0.402582233,0.33045325,0.365436415,0.428927739,0.405555556,0.361717172,0.422766123,0.346656307,0.372097902,0.38950272
0.169,1.842215989,8.84,0.00540603,0.00664174,0.00561831,0.00438232,0.00478524,0.00422034,0.00371268,0.00386654,0.00483848,0.00588011,0.00534013,0.00259273,0.40009583,0.345550376,0.367252007,0.364641285,0.365265475,0.321263921,0.355659156,0.267125097,0.24997928,0.290960891,0.295736856,0.370528361
0.169,2.119354906,11.005,0.00537975,0.00756169,0.00739393,0.00654579,0.00606984,0.00529579,0.00495312,0.00497385,0.00397521,0.00281621,0.00204727,0.00130416,0.129306656,0.120487697,0.111131313,0.123551153,0.141281015,0.151920487,0.176452732,0.153726755,0.160148407,0.165587413,0.188648019,0.217189847
0.2594,2.233464222,9.435,0.00849692,0.0118461,0.0112202,0.00874447,0.00583564,0.00380481,0.00400483,0.00357878,0.00290571,0.00220007,0.00168212,0.00108302,0.152456358,0.14806216,0.146602694,0.150875421,0.156613313,0.169845118,0.186419839,0.171393421,0.138072261,0.141639213,0.158689977,0.213009583
0.2594,3.069322129,9.27,0.00605224,0.00935318,0.010014,0.00977683,0.00853947,0.00596458,0.00504597,0.00490121,0.00376784,0.0024946,0.00172859,0.00113597,0.12777985,0.131425278,0.131839161,0.141658379,0.139722352,0.179994561,0.171201243,0.177866097,0.14945584,0.17273582,0.165035483,0.182461797
0.2594,1.38450379,9.015,0.014273,0.0171809,0.0153142,0.0116126,0.00792854,0.00503255,0.00520206,0.00578861,0.00513702,0.00356109,0.00234678,0.00135381,0.181182336,0.196919451,0.198250194,0.180933178,0.185384356,0.173655789,0.162736338,0.180013986,0.173693344,0.183473711,0.208460243,0.251619011
0.2594,1.374257227,5.265,0.0263624,0.026188,0.0210489,0.0147684,0.0098353,0.00613184,0.00544564,0.00494746,0.00359835,0.00251714,0.00195502,0.0012987,0.206374514,0.192588967,0.154488992,0.141161616,0.189339031,0.210825175,0.150209272,0.179676509,0.203510749,0.17532375,0.183725719,0.22683165
0.2594,1.336133358,10.17,0.0110431,0.0142426,0.0155126,0.0144675,0.0112174,0.00698495,0.00670883,0.00634755,0.00437936,0.00280742,0.0019939,0.00128616,0.151404299,0.155575758,0.155517224,0.149334369,0.16422533,0.189242424,0.156986532,0.169318829,0.159929034,0.173983683,0.185002072,0.216986532
0.2594,2.745596235,6.972,0.0050061,0.00731466,0.00713963,0.00609674,0.00491882,0.00431479,0.00420579,0.00352858,0.00277956,0.00242479,0.00200098,0.00128862,0.178166796,0.209485107,0.201720798,0.156259259,0.119908314,0.144907796,0.173123802,0.175730122,0.168559959,0.160184926,0.190199171,0.237900544
0.2594,0.952125953,5.975,0.0208467,0.0229842,0.0228677,0.0200323,0.0159435,0.0111188,0.00780682,0.00660148,0.00449864,0.00355752,0.00280323,0.00166427,0.312747993,0.297021497,0.274110334,0.240320642,0.205249935,0.173358197,0.183362859,0.216630407,0.233140637,0.191523958,0.249723129,0.318249158
0.2594,1.769823278,5.435,0.00998109,0.0101547,0.00650248,0.0048013,0.00464682,0.00516414,0.00840866,0.00934811,0.00713085,0.00430554,0.00279356,0.00155084,0.36030562,0.310849521,0.301958042,0.304884745,0.306037296,0.34047656,0.320626781,0.249672883,0.208508936,0.204946128,0.247318052,0.284423724
0.2594,1.461326881,6.225,0.0240627,0.0254032,0.0212766,0.0143574,0.00777964,0.00393906,0.00305545,0.0028999,0.00263522,0.0021276,0.00159225,0.00110404,0.341300181,0.240749806,0.203027195,0.174680653,0.180658638,0.214206164,0.21774877,0.193464387,0.207418803,0.174114478,0.161364931,0.233507123
0.2594,1.49253486,14.152,0.00697972,0.0102565,0.01094,0.0105049,0.0087587,0.00589762,0.00455486,0.00466783,0.00382107,0.00257342,0.00186435,0.00120987,0.151472416,0.145140637,0.138787361,0.135760425,0.142032634,0.168099197,0.164496503,0.172691013,0.159421393,0.183443667,0.174642839,0.198957524
0.2594,1.676339826,6.325,0.00950592,0.0133052,0.0135105,0.0109036,0.00827953,0.00509118,0.00375433,0.00352046,0.00314877,0.00271105,0.00212669,0.00137268,0.324390054,0.280647501,0.267920228,0.225801606,0.227788397,0.230950531,0.201347837,0.182779591,0.158246309,0.174253043,0.210253302,0.253838902
0.2594,1.364128683,4.444,0.0142874,0.0184966,0.0175434,0.0134212,0.00806198,0.00583488,0.00756636,0.00884942,0.00694813,0.00399732,0.00270109,0.00165421,0.407156177,0.364045584,0.306754727,0.295641026,0.366583787,0.380738151,0.308277648,0.198054908,0.31038591,0.264680135,0.226017353,0.308692049
0.2594,1.931464615,4.05,0.00729175,0.0109665,0.0107509,0.010846,0.0102973,0.0081061,0.00764186,0.00742889,0.0056131,0.00402583,0.00259633,0.00145712,0.305767936,0.286824657,0.308679099,0.258835535,0.220132349,0.220272727,0.223152551,0.206193473,0.21693007,0.200404299,0.234013986,0.271061901
0.2594,2.734656654,9.62,0.00509503,0.00667718,0.00700836,0.00703023,0.007756,0.00833223,0.00878541,0.00880631,0.00766274,0.00717617,0.00503894,0.00234033,0.390533541,0.330657861,0.362525253,0.37002072,0.389116809,0.385107485,0.342675473,0.268583269,0.283978244,0.292747993,0.32967884,0.359383579
0.2594,2.071563805,4.392,0.0142414,0.0150592,0.0110958,0.00822546,0.00701791,0.00730207,0.00875132,0.00817884,0.00761297,0.006241,0.00400691,0.00177753,0.41991453,0.443732194,0.386223776,0.333341103,0.34023828,0.357503238,0.311730122,0.281486661,0.294840715,0.254189329,0.275767936,0.324330484
0.2594,1.146681559,7.535,0.00865412,0.0113121,0.0103068,0.00792395,0.00582386,0.00550434,0.00671459,0.00749459,0.00740663,0.00761615,0.0068884,0.00374704,0.635312095,0.477327117,0.467578348,0.441743072,0.410694121,0.377567988,0.402491582,0.333843564,0.305811966,0.288917379,0.303004403,0.426314426
0.2594,1.205954857,22.305,0.0212977,0.0243274,0.0216255,0.0162498,0.0103595,0.00563499,0.00427858,0.00425272,0.00373649,0.00295085,0.00220674,0.00138826,0.16243512,0.168846672,0.16475654,0.185400414,0.179655012,0.172192696,0.168679876,0.164296037,0.153697747,0.173221704,0.193448588,0.239010101
0.2594,1.630545774,16.596,0.0108136,0.0155311,0.0163745,0.0141272,0.0095711,0.005209,0.00459396,0.00447114,0.00361342,0.00256295,0.00191927,0.00124051,0.165284123,0.138695934,0.167191142,0.168506087,0.156981611,0.156655789,0.142758612,0.147314685,0.168510231,0.175299404,0.174272209,0.20937555
0.2594,1.893761596,5.05,0.00698483,0.0108671,0.0111686,0.0100401,0.00884875,0.00690035,0.00624342,0.00637324,0.00544702,0.00392607,0.00261019,0.00150952,0.277578348,0.304421134,0.263315203,0.272924113,0.277394457,0.256017094,0.301377881,0.219239834,0.261183631,0.211665631,0.246804973,0.292639213
0.2594,1.700918795,4.865,0.00999916,0.0157326,0.0173974,0.0143537,0.00953756,0.00542525,0.00373247,0.00404112,0.00412413,0.00429091,0.00308845,0.00163301,0.376236726,0.393377363,0.338132608,0.341662782,0.285721316,0.276073556,0.313778814,0.308029008,0.253468272,0.260771821,0.262874903,0.33008288
0.2594,2.269994006,24.252,0.00720132,0.00996893,0.00847864,0.00587405,0.00408952,0.00339235,0.00421565,0.00516655,0.00424406,0.00327088,0.0023304,0.00134941,0.173250194,0.208278425,0.21002331,0.225977985,0.227534318,0.203597514,0.189836571,0.158449883,0.182843305,0.175387205,0.211560995,0.263273763
0.2594,1.332360109,6.96,0.014291,0.0169201,0.0144949,0.00921049,0.00614183,0.00438686,0.00525779,0.00566301,0.0051079,0.00346594,0.0025027,0.00153628,0.35049987,0.314042994,0.308124838,0.289230769,0.291289821,0.273846154,0.257947682,0.219871277,0.217525771,0.217544937,0.219595442,0.297117327
0.2594,1.678325852,15.24,0.00730376,0.00999478,0.00904628,0.00804889,0.00702218,0.00540179,0.00407774,0.00400821,0.00350118,0.00273031,0.00204861,0.00129239,0.213736338,0.193508936,0.194454545,0.199497021,0.197459466,0.219238021,0.212002849,0.18758301,0.174817405,0.163964517,0.192166796,0.219878011
0.2594,1.998502918,15.875,0.00914522,0.0119767,0.0102786,0.00723742,0.00617042,0.00696169,0.00784372,0.00699034,0.00474353,0.00293673,0.00204531,0.00130741,0.206344988,0.17597669,0.158661487,0.144799534,0.143422688,0.149012173,0.137025641,0.152969697,0.167141932,0.184451178,0.189397565,0.221011137
0.2594,1.359596182,3.985,0.00811906,0.0130626,0.0129579,0.010275,0.00928316,0.00775709,0.00874585,0.00933601,0.00792641,0.00496837,0.00308095,0.00182158,0.672641803,0.522929293,0.431901062,0.439251489,0.506798757,0.504905465,0.388288008,0.351538462,0.368743849,0.306327376,0.260958301,0.35950013
0.2594,2.195333483,12.02,0.0053464,0.00716339,0.00613326,0.00438084,0.00394665,0.00404823,0.00460369,0.00411558,0.00305212,0.00239128,0.00186538,0.00129334,0.20898705,0.168732194,0.171900803,0.174364672,0.17721238,0.155814815,0.174420616,0.191368816,0.186698783,0.162491323,0.169104636,0.255277389
0.2594,1.608848398,15.84,0.00699041,0.0105472,0.0105322,0.00923824,0.00711944,0.00469761,0.00448283,0.00463047,0.00419982,0.0033361,0.00243058,0.00140423,0.206951308,0.200998964,0.197939653,0.178089096,0.199011396,0.222549081,0.194169127,0.181564621,0.186998705,0.200913753,0.20998964,0.258266511
0.2594,1.635454612,13.615,0.00682214,0.00817094,0.00695722,0.00791503,0.00949407,0.00962877,0.0102608,0.0112402,0.0107023,0.0090927,0.00691565,0.00273278,0.239868169,0.262315462,0.312289562,0.314527325,0.268197358,0.271481481,0.250013468,0.277663818,0.286309246,0.2602072,0.265141155,0.361043771
0.2594,1.498050035,8.3,0.0101906,0.0114885,0.00969514,0.00827386,0.00999169,0.0116455,0.0126246,0.0120417,0.0104545,0.00927266,0.0066966,0.00238987,0.391105931,0.358749029,0.327503238,0.282004662,0.354687905,0.288433048,0.325687646,0.330530951,0.27027713,0.271279461,0.316446516,0.361717172
0.2594,1.745801954,15.25,0.00735005,0.0103686,0.00877427,0.00645722,0.00464022,0.00364163,0.00345155,0.00325523,0.00277961,0.00231272,0.00181288,0.00117379,0.149909609,0.174337477,0.159337995,0.135569801,0.138890702,0.135363895,0.128697488,0.148316757,0.154305361,0.153867133,0.164518519,0.205750065
0.2594,1.075929976,7.93,0.0138928,0.0153105,0.0126886,0.00882318,0.00623829,0.00522718,0.0079549,0.00932385,0.00823845,0.00620284,0.00312643,0.00168892,0.358339808,0.346438746,0.290852111,0.297961668,0.272898213,0.333162393,0.37037555,0.336151256,0.24157524,0.317454027,0.250175084,0.345845636
0.2594,3.132765872,6.46,0.0070107,0.0107571,0.0105791,0.00796877,0.00506752,0.00369086,0.00414442,0.00392609,0.00313569,0.00237131,0.001745,0.00112796,0.160717431,0.186698006,0.147540275,0.142210567,0.130794354,0.127182595,0.138016576,0.147270137,0.147915307,0.150698265,0.163227143,0.204801088
0.2594,1.135895054,4.96,0.0198659,0.0209313,0.0168783,0.0127769,0.0100986,0.00908028,0.00917141,0.00809992,0.00703121,0.0056063,0.00407455,0.00196935,0.524848485,0.522406112,0.51006734,0.443680394,0.381688682,0.372012432,0.3398187,0.346459466,0.277738928,0.244083398,0.291038591,0.324902875
0.2594,1.049355492,6.815,0.0138373,0.0165812,0.0138773,0.00949606,0.00592704,0.00407584,0.00427032,0.0050381,0.00573191,0.00644819,0.00525899,0.00220364,0.541289821,0.495433825,0.477943538,0.447024087,0.437780368,0.396288526,0.368389018,0.360805491,0.321890702,0.291737892,0.380694121,0.416930847
0.2594,1.576105984,13.63,0.00573991,0.00750962,0.00689288,0.00634815,0.00591531,0.00513695,0.00475518,0.00425233,0.0033319,0.00272854,0.00210872,0.001257,0.178413364,0.214739446,0.219037814,0.205310541,0.197423724,0.184661487,0.181760166,0.168260036,0.160039627,0.170180523,0.196339808,0.24978762
0.2594,1.760022388,10.892,0.00536716,0.00670957,0.00556672,0.00453646,0.00430288,0.00542607,0.00845872,0.00995582,0.00835924,0.00555694,0.00286975,0.00137941,0.148860658,0.216865838,0.214185962,0.193916343,0.204476819,0.21113727,0.243677804,0.222292411,0.214179746,0.247819736,0.215978244,0.261945092
0.2594,2.272918654,13.075,0.00474183,0.00625675,0.00640086,0.0065331,0.00641292,0.00531832,0.00483626,0.00462884,0.00349827,0.00251939,0.00198289,0.00126698,0.186447034,0.240547786,0.213563844,0.24678244,0.21054675,0.171655012,0.159481481,0.151947682,0.178628076,0.168052836,0.172751878,0.238512303
0.2594,1.214231394,13.76,0.00989017,0.0129018,0.0123877,0.00978647,0.00808046,0.00674327,0.00562502,0.00514519,0.00410788,0.00281833,0.00204186,0.00128201,0.189879306,0.196106967,0.172832168,0.165491841,0.178322973,0.169934473,0.211911422,0.203418803,0.202867651,0.183115255,0.187167314,0.223708107
0.2594,1.889941365,28.18,0.00534833,0.00818751,0.00838878,0.00723995,0.00666114,0.00558531,0.00559995,0.0056711,0.00419544,0.00280622,0.00205157,0.00132715,0.145587154,0.167271432,0.155225848,0.171276871,0.156850557,0.205920228,0.188531469,0.163745403,0.180211603,0.172096607,0.192533282,0.228329189
0.2594,2.44146965,9.435,0.00575051,0.00896834,0.00974718,0.00931318,0.00818856,0.00604425,0.00539202,0.00516497,0.00414249,0.00290321,0.00201371,0.00128888,0.133644393,0.126088319,0.134249158,0.13377208,0.143676768,0.168079254,0.170995856,0.174680135,0.171007252,0.171993784,0.189998446,0.215688423
0.2594,1.162409421,8.545,0.00677338,0.0102996,0.0106221,0.0109326,0.010757,0.00931007,0.00870518,0.00905174,0.00737474,0.00440586,0.00276865,0.00168579,0.27996633,0.251961409,0.271838902,0.328482258,0.295350945,0.235993784,0.204474747,0.218833722,0.21480057,0.223164724,0.224111629,0.303221963
0.2594,2.079771175,7.22,0.00917369,0.0133176,0.013197,0.0104343,0.0071487,0.00420307,0.00507865,0.00491626,0.00372512,0.00274825,0.00205485,0.001316,0.184170163,0.206088578,0.171289044,0.190675991,0.218543901,0.182394457,0.183426314,0.189462574,0.185622896,0.158832427,0.186948977,0.222592852
0.2594,1.875769229,13.61,0.00514225,0.00677976,0.00641472,0.00618693,0.00644174,0.00555549,0.00479577,0.00387148,0.00287283,0.00221283,0.00178364,0.00116128,0.189569542,0.185438487,0.162729604,0.164313131,0.168958819,0.18508029,0.200543901,0.185315721,0.169426314,0.171517483,0.16429526,0.208121989
0.2594,2.088235083,8.435,0.0131883,0.0155442,0.0140727,0.011208,0.00695659,0.00378583,0.00404974,0.00413716,0.00382263,0.00325377,0.0023902,0.00144126,0.268111888,0.228330225,0.245450919,0.211158249,0.232912976,0.261794872,0.2148964,0.1953885,0.195972287,0.200836571,0.208329966,0.277591298
0.2594,2.224861611,9.73,0.00644727,0.0084944,0.00718278,0.00563117,0.00545902,0.00558258,0.00606081,0.00555367,0.00439782,0.00372566,0.00271981,0.00159956,0.274509195,0.263921264,0.236108262,0.218057498,0.237599327,0.226947164,0.208545973,0.222200725,0.209745144,0.19395856,0.224473193,0.299026159
0.2594,1.419241916,8.005,0.00617501,0.00766011,0.0070608,0.00701391,0.00703586,0.00660285,0.0077585,0.00973112,0.00966042,0.00664782,0.00337559,0.00152483,0.340841751,0.325936286,0.299070189,0.342755763,0.332807563,0.328285418,0.277415177,0.306873867,0.233258482,0.315729086,0.250672365,0.287816628
0.2594,1.667577893,4.54,0.011866,0.0126957,0.00959576,0.00796519,0.00636204,0.00460037,0.00421717,0.00382486,0.00382748,0.00401832,0.00274901,0.00164121,0.50998446,0.503348873,0.403755504,0.354781145,0.335672106,0.321170681,0.272727273,0.314338254,0.371784512,0.245713805,0.260696711,0.339481999
0.2594,1.405629382,5.65,0.00830173,0.0119254,0.0127916,0.0117513,0.0100153,0.00973077,0.00956326,0.00817059,0.00625782,0.00382426,0.00251008,0.00160733,0.236712251,0.226425019,0.21593007,0.191925926,0.197828801,0.237218337,0.214225589,0.177867651,0.215993266,0.219221963,0.211169904,0.291893292
0.2594,2.219364261,6.108,0.0063932,0.00888931,0.00894676,0.0074161,0.00573509,0.00593474,0.00849157,0.0101028,0.00816134,0.00529317,0.00340977,0.00194979,0.664553225,0.559033929,0.578852629,0.479492359,0.512336182,0.493602694,0.428282828,0.365462315,0.361263921,0.341383061,0.262092722,0.399155659
0.2594,2.01450191,22.425,0.0070364,0.0118393,0.013613,0.0135516,0.0119527,0.00893776,0.0068097,0.00594887,0.00451599,0.00297146,0.00246265,0.00143856,0.32993266,0.301916602,0.26983683,0.259251489,0.254014763,0.252301476,0.236848226,0.240817405,0.240543642,0.254853924,0.244070966,0.31036519
0.2594,1.895806857,14.7,0.0084091,0.0124132,0.0129557,0.0112852,0.00885976,0.00657945,0.00650653,0.00582095,0.00422677,0.00319314,0.00224852,0.00133942,0.325353535,0.262103082,0.221869982,0.207038332,0.202621601,0.191095053,0.178481222,0.209820513,0.19751308,0.168558146,0.212868687,0.235917379
0.2594,1.421145201,15.868,0.0217897,0.0232758,0.018953,0.0127951,0.00735224,0.00382664,0.00298628,0.00363644,0.00426912,0.00378181,0.0025674,0.00148073,0.184157472,0.23041699,0.255553484,0.237026159,0.239363895,0.212356384,0.217811966,0.16986791,0.161264439,0.219502202,0.222062937,0.277290857
0.2594,2.195232139,8.696,0.00860834,0.0131936,0.0132261,0.0104282,0.00702964,0.00477888,0.00573112,0.00583305,0.00415205,0.00276467,0.0020055,0.00128009,0.166711733,0.18343253,0.174679617,0.190306656,0.188093499,0.179160839,0.163867651,0.192096866,0.179974618,0.170389277,0.180961927,0.214780627
0.2594,1.124709269,10.355,0.0212099,0.0218476,0.0171918,0.0113662,0.00637954,0.00355365,0.00369376,0.00331687,0.0027049,0.00221297,0.00175488,0.00115635,0.163632738,0.150297591,0.147276353,0.156107226,0.179930329,0.181219632,0.157836312,0.149559182,0.160647242,0.146271691,0.160144263,0.193353276
0.2594,2.386885144,3.275,0.00695935,0.0113322,0.011561,0.00885764,0.00597265,0.00448159,0.00433745,0.00438907,0.0040517,0.00344181,0.00295363,0.0018837,0.389090909,0.35024087,0.343486143,0.317606838,0.308207718,0.290675991,0.261072261,0.326373996,0.256190106,0.223944315,0.237565657,0.368422688
0.2594,1.138987226,18.245,0.00581651,0.00748121,0.00635516,0.00515509,0.00524374,0.00618486,0.0085857,0.0109062,0.0108967,0.00848674,0.00465683,0.00184662,0.187946905,0.225005698,0.298966589,0.303001813,0.252762756,0.270766641,0.232239834,0.210593888,0.245679099,0.24710878,0.279313649,0.288344988
0.2594,1.526221837,11.3,0.00746533,0.0107364,0.00982093,0.00776438,0.00628534,0.0048731,0.00517595,0.0054155,0.00432366,0.00306668,0.00222762,0.00139593,0.16869179,0.184574722,0.19062186,0.193617716,0.171903134,0.176860917,0.189793318,0.183258482,0.205872831,0.19711655,0.189669516,0.249956488
0.2594,2.577552025,11.65,0.00538267,0.00766193,0.00814145,0.00713324,0.00581979,0.00536385,0.00640432,0.00783825,0.00788679,0.00801042,0.00733741,0.003662,0.431706812,0.417886558,0.362551153,0.378554779,0.355586636,0.349031339,0.369445739,0.355765346,0.357272727,0.357951308,0.316317016,0.44017094
0.2594,2.254873064,14.416,0.00513493,0.00700678,0.00668815,0.00653256,0.00659136,0.00599647,0.00646084,0.00568421,0.00450656,0.0031823,0.00225298,0.00143984,0.175123284,0.159893292,0.139122507,0.150262626,0.171390313,0.178239834,0.174848485,0.200678322,0.180430717,0.189479668,0.195964258,0.249274281
0.2594,2.055662391,4.695,0.00541012,0.00721905,0.00793392,0.00793511,0.00666316,0.00579678,0.00735521,0.00741866,0.00628687,0.00448921,0.00291582,0.00175487,0.268308728,0.2595079,0.252656048,0.257301994,0.264783735,0.22806993,0.209986014,0.187432789,0.228001295,0.224529915,0.226762497,0.30956229
0.2594,1.303582106,6.005,0.0114751,0.0139964,0.013232,0.0113842,0.00923811,0.00770828,0.00609515,0.00652216,0.00594368,0.00495644,0.00311038,0.00173851,0.485392385,0.477347837,0.431131831,0.352504533,0.285125615,0.313864284,0.352219632,0.277140637,0.227646206,0.218152292,0.245289562,0.294571355
0.2594,2.061954638,7,0.0103665,0.0124817,0.00988873,0.00633123,0.004195,0.00376145,0.00496934,0.00551833,0.00508062,0.00447841,0.0034262,0.00185123,0.285726496,0.307298627,0.305928516,0.2902331,0.267373737,0.276715877,0.335635846,0.289279979,0.234360787,0.223842528,0.304506605,0.298798239
