#Num,1-PID-1-1,1-PFA-1-1,1-PID-2-1,1-PFA-2-1,1-PID-3-1,1-PFA-3-1,1-PID-4-1,1-PFA-4-1,1-PID-5-1,1-PFA-5-1,1-PID-6-1,1-PFA-6-1,1-PID-7-1,1-PFA-7-1,1-PID-8-1,1-PFA-8-1,1-PID-9-1,1-PFA-9-1,1-PID-10-1,1-PFA-10-1,1-PID-11-1,1-PFA-11-1,1-PID-12-1,1-PFA-12-1,1-PRD-1-1
17,0.01185227316878009,0.0,0.0232298832419101,0.0,0.021096821613609363,0.0,0.016079991652531038,0.0,0.011625918009788612,0.0,0.007731610812372919,0.0,0.0064177393942809365,0.0,0.007711262321185122,0.0,0.008496386723363074,0.0,0.0046931247178379435,0.0,0.0028710857021186963,0.0,0.0021647003412304327,0.0,0.0232298832419101
18,0.030636007195261713,0.0,0.03752775308231613,0.0,0.019644300417325487,0.0,0.019507651746977196,0.0,0.012292292020914738,0.0,0.014263225733532817,0.0,0.00922897764166469,0.0,0.007444124265009587,0.0,0.008311446525181202,0.0,0.007259761114439887,0.0,0.0035488648603485503,0.0,0.0026665844698462397,0.0,0.03752775308231613
19,0.01066494535402738,0.0,0.026967542116820342,0.0,0.020444882681354345,0.0,0.011803516050463547,0.0,0.0158837332978632,0.0,0.007622678616304337,0.0,0.008974355613908185,0.0,0.007858972480153995,0.0,0.005693616183697735,0.0,0.004419292737778439,0.0,0.004118976248710222,0.0,0.002766382409165693,0.0,0.026967542116820342
20,0.021239173224159826,0.0,0.021788894600571644,0.0,0.03170646629052708,0.0,0.02013942503901563,0.0,0.01369796362662494,0.0,0.008127406027577715,0.0,0.00818252542845752,0.0,0.00778538618794403,0.0,0.006409784669583921,0.0,0.007555454131357665,0.0,0.006525021087139192,0.0,0.002306604781759991,0.0,0.021788894600571644
21,0.031564081833289105,0.0,0.01618151805798317,0.0,0.029930742315237003,0.0,0.02192346613889431,0.0,0.016922231953050086,0.0,0.008942329886844623,0.0,0.007541542644819671,0.0,0.010037319780755874,0.0,0.011634583590881606,0.0,0.0053617472932430245,0.0,0.005527945685719263,0.0,0.0017067572215840596,0.0,0.01618151805798317
22,0.02939946548345476,0.0,0.033949146254687486,0.0,0.021811239033616734,0.0,0.013019836901513544,0.0,0.011152513515003714,0.0,0.007552583792871113,0.0,0.007370155250099192,0.0,0.009484620293153773,0.0,0.0071630711644267145,0.0,0.006308237968309002,0.0,0.0032519850127480892,0.0,0.0025817213788540037,0.0,0.033949146254687486
23,0.013417970513443574,0.0,0.02335006348006464,0.0,0.014516801330589253,0.0,0.01903476260381702,0.0,0.017696893373561576,0.0,0.00723357427428038,0.0,0.009969480787667859,0.0,0.005434642886246213,0.0,0.008248117872490029,0.0,0.006204876092603304,0.0,0.0035311125482864547,0.0,0.0025261528595531208,0.0,0.02335006348006464
24,0.05082677627849944,0.0,0.028862064614962834,0.0,0.023784809549798464,0.0,0.01825191869095588,0.0,0.011791543243510488,0.0,0.0072073797450503685,0.0,0.011952315605848305,0.0,0.00891503749203488,0.0,0.009103525298241271,0.0,0.0048057067132008,0.0,0.0023083938725446305,0.0,0.0026930864540870843,0.0,0.028862064614962834
25,0.02090388489102164,0.0,0.032006328012457355,0.0,0.025244030830896026,0.0,0.01504720043498566,0.0,0.013769031988813284,0.0,0.006409917410496866,0.0,0.0067127537112248465,0.0,0.008216046298896284,0.0,0.009872757909104794,0.0,0.0041934645435649925,0.0,0.003826296296366665,0.0,0.0017382099668694112,0.0,0.032006328012457355
26,0.02285700900664176,0.0,0.011502142389788405,0.0,0.02351932020904037,0.0,0.019281921565218553,0.0,0.014304751385236235,0.0,0.0079969061174722,0.0,0.008089613805758004,0.0,0.01053658410769,0.0,0.012255408060583606,0.0,0.007565945557102613,0.0,0.003604683820630779,0.0,0.001887210056566663,0.0,0.011502142389788405
27,0.02019938482954004,0.0,0.027727224941633512,0.0,0.019865000503644783,0.0,0.02023014306917935,0.0,0.010449702464012205,0.0,0.010990429145887444,0.0,0.014056868867394937,0.0,0.010175969524423024,0.0,0.006680351712381206,0.0,0.003116632975057696,0.0,0.0028730731826889697,0.0,0.0018014100440674238,0.0,0.027727224941633512
28,0.01548924152252214,0.0,0.022343447003995324,0.0,0.014867781494897977,0.0,0.017986080616221867,0.0,0.013917440964084874,0.0,0.008585342699504473,0.0,0.009377702921340441,0.0,0.009801314847983378,0.0,0.0070486439643026345,0.0,0.006568952914277353,0.0,0.003383349776696958,0.0,0.0024234764616809573,0.0,0.022343447003995324
29,0.023648983529036348,0.0,0.03415310274475477,0.0,0.016759991938576073,0.0,0.020487207734636262,0.0,0.008894167519135937,0.0,0.0074425452528082935,0.0,0.01289012913287087,0.0,0.008930038893688187,0.0,0.007083381715676299,0.0,0.007648325328790519,0.0,0.003969264696060387,0.0,0.0031575127645391407,0.0,0.03415310274475477
30,0.029236686707553767,0.0,0.03910353052825079,0.0,0.017979873663664877,0.0,0.016857167330544088,0.0,0.013086598401873229,0.0,0.012938735108279519,0.0,0.009749797091497203,0.0,0.010333631516525624,0.0,0.008358699910960018,0.0,0.007838605467606103,0.0,0.004885316601459912,0.0,0.0026239203643367366,0.0,0.03910353052825079
31,0.02203848156377199,0.0,0.024158569904143862,0.0,0.015566263876731266,0.0,0.014811581812407234,0.0,0.0069581286694605895,0.0,0.012690447758537417,0.0,0.010492619951703815,0.0,0.006755190545906845,0.0,0.008839085494782956,0.0,0.004636771371491454,0.0,0.004334372850795337,0.0,0.003095875306529665,0.0,0.024158569904143862
32,0.035855697222822794,0.0,0.02315832711553182,0.0,0.015562043055656088,0.0,0.015813666792181727,0.0,0.010454741362272786,0.0,0.008701219494472718,0.0,0.005726345124547798,0.0,0.012134409415247072,0.0,0.0072494238221006485,0.0,0.005209566698454132,0.0,0.00542084537729725,0.0,0.0019207683703897152,0.0,0.02315832711553182
33,0.023962155611551444,0.0,0.02336403442272692,0.0,0.03042346764065722,0.0,0.018111675661499318,0.0,0.014131662724961086,0.0,0.010126557040943623,0.0,0.008445583448488066,0.0,0.008501173796741496,0.0,0.005525036064808023,0.0,0.007045746534026296,0.0,0.0023089448686537503,0.0,0.003336332140828254,0.0,0.02336403442272692
34,0.01892520166376555,0.0,0.028770791579190425,0.0,0.013268195066266522,0.0,0.015421484484340234,0.0,0.010076929019722304,0.0,0.007469442844752542,0.0,0.01018395801673477,0.0,0.007777968397629984,0.0,0.004552472670616148,0.0,0.00824277441213433,0.0,0.004505639633840226,0.0,0.0027421100811043484,0.0,0.028770791579190425
35,0.014246860745783648,0.0,0.015859957576897794,0.0,0.019283880505259365,0.0,0.010301344650579225,0.0,0.008360323271062998,0.0,0.010069115137173627,0.0,0.005711967744215851,0.0,0.011361094541369606,0.0,0.006091118739628989,0.0,0.007386834894884555,0.0,0.005512377373359229,0.0,0.0019470216110189797,0.0,0.015859957576897794
36,0.035268290025116125,0.0,0.025703976482789367,0.0,0.017371883874064634,0.0,0.016660484944618702,0.0,0.01712652584244264,0.0,0.011626555824012565,0.0,0.016675888794316876,0.0,0.009429992753262912,0.0,0.008137981611175887,0.0,0.0042379961992718915,0.0,0.0031775204324033246,0.0,0.003495262847222402,0.0,0.025703976482789367
37,0.014449524868117257,0.0,0.022974483625407147,0.0,0.027522099365784286,0.0,0.027351536027667118,0.0,0.007693894942400984,0.0,0.006579096586057649,0.0,0.007399449224037881,0.0,0.005579548652397246,0.0,0.0067426716600276085,0.0,0.008555249862886612,0.0,0.0033904553495735395,0.0,0.001949852648228419,0.0,0.022974483625407147
38,0.035976870397454334,0.0,0.023833848410633445,0.0,0.022657906630295144,0.0,0.016241829648228612,0.0,0.011585267026641427,0.0,0.013339997085098696,0.0,0.007674476394839778,0.0,0.011220480014199608,0.0,0.00968928669870732,0.0,0.007574182983009184,0.0,0.004535370040940757,0.0,0.001588763621045461,0.0,0.023833848410633445
39,0.020925278117019674,0.0,0.03175361702780439,0.0,0.007250793746160328,0.0,0.018667799531559448,0.0,0.022627107528502704,0.0,0.007389468036214339,0.0,0.009933781912367752,0.0,0.012522794574382897,0.0,0.0066929704594795945,0.0,0.0063100833918578285,0.0,0.005901811310438219,0.0,0.0030070886923859366,0.0,0.03175361702780439
40,0.03077186402725656,0.0,0.03210271882188509,0.0,0.022764327524052115,0.0,0.01822658977766569,0.0,0.011941262166286536,0.0,0.009341075036584082,0.0,0.006230197284440661,0.0,0.008661390187505275,0.0,0.006253380806807874,0.0,0.006542749716157691,0.0,0.003822771686181012,0.0,0.0025468965754336815,0.0,0.03210271882188509
41,0.05017191330877603,0.0,0.039958835002915055,0.0,0.02604700092951676,0.0,0.015914730444481613,0.0,0.007356742675330124,0.0,0.008690332056315942,0.0,0.008509527519370067,0.0,0.01055683060444505,0.0,0.007384220383216975,0.0,0.005600034075730029,0.0,0.003925262737136789,0.0,0.002194050975335128,0.0,0.039958835002915055
42,0.01902857334557389,0.0,0.048527235356928454,0.0,0.032506229178507776,0.0,0.018377569363790456,0.0,0.008683607577173931,0.0,0.009175354509947983,0.0,0.006168457396453916,0.0,0.009041861081070931,0.0,0.007431745366178626,0.0,0.006726644026965035,0.0,0.003877957429165955,0.0,0.0018168594040141994,0.0,0.048527235356928454
43,0.02159816939990698,0.0,0.025997709169428385,0.0,0.021572780362826945,0.0,0.03219058746218655,0.0,0.012267545307492122,0.0,0.014434849915368614,0.0,0.008136541700723289,0.0,0.009871830236378717,0.0,0.007731129369419242,0.0,0.006411295860451256,0.0,0.0041160951906516075,0.0,0.0016886225866740876,0.0,0.025997709169428385
44,0.025977945866045026,0.0,0.03454628731871797,0.0,0.022264744389250243,0.0,0.01627055134926122,0.0,0.012453959104827755,0.0,0.011386030945920618,0.0,0.008130372099768577,0.0,0.007453745130681868,0.0,0.010938267442843552,0.0,0.00864613711027601,0.0,0.004772739217340992,0.0,0.0014749690048780676,0.0,0.03454628731871797
45,0.027481341133655714,0.0,0.03629835858741877,0.0,0.020347424106419463,0.0,0.025321916120602563,0.0,0.01631959991713941,0.0,0.008898292785660277,0.0,0.011136109532775466,0.0,0.010019464996876773,0.0,0.009566187189648303,0.0,0.00476708701885554,0.0,0.0039633775437562845,0.0,0.002445406923484281,0.0,0.03629835858741877
46,0.040525856945425945,0.0,0.03614666332834212,0.0,0.015290080933662138,0.0,0.01446071681220844,0.0,0.012386997814870473,0.0,0.005379584247479675,0.0,0.011616594782356056,0.0,0.00877150353238383,0.0,0.011980783552008474,0.0,0.00896389984053843,0.0,0.00669849967884553,0.0,0.002562132299077903,0.0,0.03614666332834212
47,0.025177467759849293,0.0,0.04116832182259109,0.0,0.024755031257823617,0.0,0.01611932782815329,0.0,0.013351234106177246,0.0,0.010525880621596005,0.0,0.009325524583582849,0.0,0.005343811796037345,0.0,0.006539763009217158,0.0,0.005748913073506573,0.0,0.0031709903200166346,0.0,0.0031998099024916804,0.0,0.04116832182259109
48,0.01913756883371387,0.0,0.021367329363820273,0.0,0.021080533860085075,0.0,0.008242992176765843,0.0,0.008343580352882234,0.0,0.010108723854477248,0.0,0.007590128605104848,0.0,0.011470374472552006,0.0,0.008109848690095614,0.0,0.007639048518568354,0.0,0.0029993495626385114,0.0,0.0025611834838253104,0.0,0.021367329363820273
49,0.024032995088814263,0.0,0.03408979440311828,0.0,0.0203427013276226,0.0,0.022762005092898586,0.0,0.013500101306392906,0.0,0.011922048214985378,0.0,0.006403490919681686,0.0,0.010268647665577502,0.0,0.007803544798210624,0.0,0.005107156449149476,0.0,0.005144399807982108,0.0,0.0027109492725875903,0.0,0.03408979440311828
50,0.011559698067762409,0.0,0.026629315623364323,0.0,0.02302445248296361,0.0,0.02537368069003631,0.0,0.008671186674414183,0.0,0.00605183313478834,0.0,0.008517796052351041,0.0,0.012273832073548572,0.0,0.007296571245867173,0.0,0.007888207886465213,0.0,0.004069831602943311,0.0,0.0033509563945859195,0.0,0.026629315623364323
51,0.023673222322149096,0.0,0.028310045934150492,0.0,0.02911291077656408,0.0,0.02701616316317663,0.0,0.009610823648849636,0.0,0.007809317858202776,0.0,0.006985927201584835,0.0,0.01102507443006562,0.0,0.010053190178813294,0.0,0.006204277254407859,0.0,0.004735433179979002,0.0,0.0023763361119897744,0.0,0.028310045934150492
52,0.014322539454735881,0.0,0.02534889161619415,0.0,0.021726585438432672,0.0,0.008968011216905488,0.0,0.017377920835860726,0.0,0.009518725217788007,0.0,0.005650054547079516,0.0,0.008243386508251096,0.0,0.005902671881997701,0.0,0.005134079038165482,0.0,0.0035054441304226947,0.0,0.002187150945001686,0.0,0.02534889161619415
53,0.03712249977663675,0.0,0.024172864670556144,0.0,0.03944542447864583,0.0,0.013753636253954454,0.0,0.010940587796643182,0.0,0.007206093125360739,0.0,0.00750650609018353,0.0,0.012554206898784977,0.0,0.006586236595910862,0.0,0.007185996345403107,0.0,0.003546687632651635,0.0,0.002809727755246481,0.0,0.024172864670556144
54,0.029682651742380113,0.0,0.034731833885122264,0.0,0.02216611888629195,0.0,0.00714100636869535,0.0,0.012026408406009393,0.0,0.005712839746618382,0.0,0.010173808339006257,0.0,0.006866547834704534,0.0,0.007909730627888535,0.0,0.007259745936087722,0.0,0.004007822975410296,0.0,0.0021609342935455275,0.0,0.034731833885122264
55,0.02470239326709575,0.0,0.023707625432847237,0.0,0.024672712151917776,0.0,0.017585106120347572,0.0,0.016253713409862643,0.0,0.009773933523727586,0.0,0.00982074382535036,0.0,0.00690280011109814,0.0,0.003896016134437092,0.0,0.005049039723818153,0.0,0.004772683221683415,0.0,0.0017044888058686516,0.0,0.023707625432847237
56,0.0145000125749596,0.0,0.01793060482226896,0.0,0.02300707124498278,0.0,0.019498851514189723,0.0,0.011198940947172876,0.0,0.009229190096103755,0.0,0.009491041864627016,0.0,0.009675576186917336,0.0,0.010539614009140427,0.0,0.0088122872217092,0.0,0.003933027189697148,0.0,0.0020378210387061104,0.0,0.01793060482226896
57,0.023636073005970884,0.0,0.02013732358565194,0.0,0.023459047475971266,0.0,0.019558340369632905,0.0,0.00928031422915607,0.0,0.010008759993663303,0.0,0.013605828770123406,0.0,0.008228456418427125,0.0,0.0070728468587978625,0.0,0.006136424960792598,0.0,0.00456752609989406,0.0,0.001181428796972873,0.0,0.02013732358565194
58,0.03241823604849575,0.0,0.029625099430049096,0.0,0.025804141986966768,0.0,0.011079704612741962,0.0,0.012171914950937746,0.0,0.005124054025923101,0.0,0.007640515347938475,0.0,0.01166484010442437,0.0,0.011045692838013621,0.0,0.0048904817057934605,0.0,0.0030612833333677533,0.0,0.0016854767388285665,0.0,0.029625099430049096
59,0.03869571573499631,0.0,0.01807116019080386,0.0,0.025531378220482365,0.0,0.016850798397726952,0.0,0.009430885873449436,0.0,0.00724639152167922,0.0,0.007307302296879263,0.0,0.00807892198299994,0.0,0.004188233208840391,0.0,0.00820723633500316,0.0,0.004542318277708561,0.0,0.002356633225470332,0.0,0.01807116019080386
60,0.03631297771203123,0.0,0.05123289686471465,0.0,0.025553572876967762,0.0,0.016201821623584224,0.0,0.014722365320045328,0.0,0.012398152904319554,0.0,0.005665890942702671,0.0,0.006717232570200329,0.0,0.010157490792543923,0.0,0.00466843712141919,0.0,0.004009581474063495,0.0,0.0029114701902980622,0.0,0.05123289686471465
61,0.02202654181819033,0.0,0.025703138363684205,0.0,0.01853308565794373,0.0,0.012880043470409532,0.0,0.012208621811689236,0.0,0.012756760665230196,0.0,0.008180412231519914,0.0,0.008927005314742277,0.0,0.012594349800076973,0.0,0.010197033634487148,0.0,0.0034937802792574246,0.0,0.002778841721405548,0.0,0.025703138363684205
62,0.05027824801856203,0.0,0.031584194544533026,0.0,0.021381054144595808,0.0,0.01959210456026821,0.0,0.015449691193539544,0.0,0.010947835090060554,0.0,0.011024989973595077,0.0,0.005059284152740243,0.0,0.007889382711035843,0.0,0.006571285057086931,0.0,0.007032232874702251,0.0,0.0019712481179110083,0.0,0.031584194544533026
63,0.015804210208685963,0.0,0.02268371619959594,0.0,0.016721130500350418,0.0,0.02342107960282107,0.0,0.020084876206239874,0.0,0.008742243685706575,0.0,0.006369749488121284,0.0,0.008839976134359275,0.0,0.008836313579874485,0.0,0.008114841037281247,0.0,0.003461500548782776,0.0,0.0037721196424160192,0.0,0.02268371619959594
64,0.029109197150879784,0.0,0.026271302506179907,0.0,0.03156547338322258,0.0,0.012123981910989156,0.0,0.008957313008942215,0.0,0.012572759151076642,0.0,0.01469049679452856,0.0,0.008532530740678316,0.0,0.007534945250303442,0.0,0.007280069671242711,0.0,0.003036236177200221,0.0,0.0025509512927677645,0.0,0.026271302506179907
65,0.026165279039284055,0.0,0.034452213796856396,0.0,0.028450331397897436,0.0,0.014664379340605735,0.0,0.012488650816605731,0.0,0.007768933153414239,0.0,0.011383694196472999,0.0,0.008291518314089929,0.0,0.009245973358650668,0.0,0.008881447301315007,0.0,0.003254077264187908,0.0,0.0018300454379507373,0.0,0.034452213796856396
66,0.030813415301229337,0.0,0.03422136240302904,0.0,0.026392217492356453,0.0,0.026415852245109693,0.0,0.013439097147567003,0.0,0.009456415455576976,0.0,0.007608625279274,0.0,0.007278154158124377,0.0,0.008600626498257331,0.0,0.005404355114132687,0.0,0.004130002764990926,0.0,0.00247454791216265,0.0,0.03422136240302904
67,0.019605326525721587,0.0,0.019402613913138814,0.0,0.017502104927681623,0.0,0.017559748231556274,0.0,0.010638179811971802,0.0,0.010584467202788075,0.0,0.009714483072538749,0.0,0.006052963630836419,0.0,0.006496080156546426,0.0,0.005077513720453896,0.0,0.005590647214224536,0.0,0.0019866283910314605,0.0,0.019402613913138814
68,0.02238517890927098,0.0,0.026629325464974908,0.0,0.012310079677929039,0.0,0.012636316923640444,0.0,0.014461110398328505,0.0,0.00919981087126409,0.0,0.011122061801411549,0.0,0.007985081330203156,0.0,0.006110426911861028,0.0,0.004261109865535726,0.0,0.005670379481010162,0.0,0.0016962309216684692,0.0,0.026629325464974908
69,0.01708500439930559,0.0,0.024199747549143363,0.0,0.035949562455837594,0.0,0.01364370043371645,0.0,0.013364616162343778,0.0,0.006506394112700793,0.0,0.009022711972704833,0.0,0.010552017065716712,0.0,0.006266113170007726,0.0,0.005311338304334372,0.0,0.004321190758401199,0.0,0.0026372045143146046,0.0,0.024199747549143363
70,0.019491364543929576,0.0,0.0331892851898392,0.0,0.022244073620526408,0.0,0.016563439286634604,0.0,0.013484560006663492,0.0,0.005629570557751783,0.0,0.0085577822082795,0.0,0.0066991500515684145,0.0,0.006506091198760459,0.0,0.007422660811675304,0.0,0.00477645793130784,0.0,0.001726874642413036,0.0,0.0331892851898392
71,0.015488120499632425,0.0,0.04747855737618682,0.0,0.0225102212934792,0.0,0.021757518884988645,0.0,0.014494873308887412,0.0,0.005988811497551378,0.0,0.009314748469302319,0.0,0.008018100866875724,0.0,0.007241237277299402,0.0,0.008262714855256906,0.0,0.004636036344059081,0.0,0.0030780297364866233,0.0,0.04747855737618682
72,0.027767923610536045,0.0,0.01859908523384432,0.0,0.034044718171027076,0.0,0.017963604542272624,0.0,0.012984229350074743,0.0,0.01047078003414595,0.0,0.00660632854143259,0.0,0.005700944067124481,0.0,0.008107767260188754,0.0,0.006675289854782061,0.0,0.0035044351070500656,0.0,0.0026108892426449813,0.0,0.01859908523384432
73,0.024416054578070744,0.0,0.02476480654412299,0.0,0.02642329773430641,0.0,0.02055612640586494,0.0,0.017285429160192566,0.0,0.009047497489538587,0.0,0.01088816978898593,0.0,0.012304383507690154,0.0,0.0056658042549587355,0.0,0.0060085462575876145,0.0,0.006207085010156549,0.0,0.002400331011690238,0.0,0.02476480654412299
74,0.018967263094973867,0.0,0.021774026563810545,0.0,0.01399982139452108,0.0,0.018531953416598208,0.0,0.017870648288322785,0.0,0.008077831694371861,0.0,0.0063216455017803186,0.0,0.00976623322642748,0.0,0.005793688126715146,0.0,0.005686711699943515,0.0,0.0024778881634199106,0.0,0.002940534933319957,0.0,0.021774026563810545
75,0.0263793480067574,0.0,0.03743081348735393,0.0,0.030684526350397267,0.0,0.016681922884552263,0.0,0.007636678585015821,0.0,0.010874942205338406,0.0,0.007565881422739265,0.0,0.010850872322735503,0.0,0.008066977941369735,0.0,0.0055833304889339255,0.0,0.0032804465167273786,0.0,0.0021059039406798813,0.0,0.03743081348735393
76,0.025130715733827965,0.0,0.026419262786470065,0.0,0.022727196731280916,0.0,0.03211125350595455,0.0,0.011638460249560369,0.0,0.010115042399397731,0.0,0.008547491546928684,0.0,0.007066974320300693,0.0,0.007339649996378587,0.0,0.006493572309136342,0.0,0.00420065961830325,0.0,0.0024526955800898225,0.0,0.026419262786470065
77,0.021788094794510836,0.0,0.050704448335191596,0.0,0.018967485754095254,0.0,0.015034553637701828,0.0,0.01602454645471315,0.0,0.007260437501099107,0.0,0.007962034605346455,0.0,0.00742489553914392,0.0,0.0073972638835158,0.0,0.00974305337606529,0.0,0.004718943283617358,0.0,0.0024808087843326836,0.0,0.050704448335191596
78,0.023009271561458728,0.0,0.029629557904672997,0.0,0.02718475799792973,0.0,0.03411715519269523,0.0,0.01273418526553176,0.0,0.009323789571836305,0.0,0.009455995803093547,0.0,0.01017127469356681,0.0,0.007388532604528363,0.0,0.003256914621881653,0.0,0.004944372690336667,0.0,0.00301818556693373,0.0,0.029629557904672997
79,0.007047527369794123,0.0,0.024299285277866546,0.0,0.01912294278056709,0.0,0.014432735206637088,0.0,0.015925246536619714,0.0,0.007578016359085115,0.0,0.008471182715429943,0.0,0.0055660727658404215,0.0,0.009233217788769964,0.0,0.006735519291829044,0.0,0.003330188254733513,0.0,0.0030831836858395563,0.0,0.024299285277866546
