#Num,1-PID-1-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PFA-1-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PRD-1-1
21,2.11E-02,2.19E-02,1.45E-02,7.86E-03,5.47E-03,5.17E-03,6.42E-03,7.02E-03,6.14E-03,4.88E-03,3.65E-03,2.10E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.19E-02
22,2.24E-02,2.43E-02,2.08E-02,1.59E-02,1.19E-02,9.60E-03,9.56E-03,1.01E-02,9.75E-03,8.01E-03,5.51E-03,2.58E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.43E-02
23,1.14E-02,1.31E-02,1.25E-02,1.09E-02,8.69E-03,6.88E-03,6.09E-03,6.64E-03,6.64E-03,6.22E-03,4.57E-03,2.22E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-02
24,1.54E-02,1.74E-02,1.50E-02,1.13E-02,7.68E-03,5.38E-03,4.97E-03,4.96E-03,4.70E-03,4.62E-03,4.19E-03,2.74E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E-02
25,2.94E-02,3.01E-02,2.52E-02,1.73E-02,1.07E-02,7.12E-03,6.63E-03,7.04E-03,6.31E-03,5.12E-03,3.61E-03,1.93E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.01E-02
26,2.26E-02,2.46E-02,2.11E-02,1.59E-02,1.19E-02,9.66E-03,9.84E-03,1.04E-02,9.97E-03,7.95E-03,5.31E-03,2.43E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E-02
27,1.17E-02,1.33E-02,1.27E-02,1.12E-02,9.03E-03,7.01E-03,5.99E-03,6.19E-03,5.89E-03,5.28E-03,3.87E-03,2.06E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E-02
28,1.61E-02,1.79E-02,1.56E-02,1.18E-02,9.16E-03,8.14E-03,9.34E-03,1.08E-02,1.03E-02,7.82E-03,5.19E-03,2.43E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.79E-02
29,2.94E-02,3.05E-02,2.46E-02,1.61E-02,1.12E-02,8.27E-03,6.81E-03,7.15E-03,6.81E-03,5.18E-03,3.22E-03,1.80E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.05E-02
30,1.27E-02,1.52E-02,1.38E-02,1.05E-02,7.63E-03,6.09E-03,6.22E-03,7.27E-03,7.38E-03,7.85E-03,6.92E-03,3.49E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E-02
31,1.41E-02,1.77E-02,1.59E-02,1.22E-02,8.93E-03,6.60E-03,6.97E-03,7.82E-03,7.49E-03,6.36E-03,4.71E-03,2.63E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.77E-02
32,1.06E-02,1.23E-02,1.19E-02,1.05E-02,8.37E-03,6.71E-03,6.17E-03,6.83E-03,6.80E-03,6.19E-03,4.50E-03,2.24E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-02
33,2.64E-02,2.87E-02,2.50E-02,1.81E-02,1.07E-02,6.00E-03,5.00E-03,5.51E-03,5.04E-03,4.29E-03,3.06E-03,1.74E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.87E-02
34,9.54E-03,1.12E-02,1.08E-02,9.87E-03,8.27E-03,6.79E-03,6.18E-03,6.82E-03,6.74E-03,6.05E-03,4.35E-03,2.13E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E-02
35,4.40E-02,4.66E-02,3.72E-02,1.85E-02,1.01E-02,6.39E-03,5.34E-03,5.45E-03,5.05E-03,3.80E-03,2.73E-03,1.62E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.66E-02
36,7.55E-03,1.05E-02,1.03E-02,9.42E-03,8.92E-03,8.76E-03,9.18E-03,8.16E-03,6.04E-03,3.78E-03,2.56E-03,1.60E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E-02
37,2.60E-02,2.79E-02,2.24E-02,1.41E-02,9.68E-03,7.21E-03,7.30E-03,8.64E-03,8.56E-03,7.53E-03,5.80E-03,2.92E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.79E-02
38,1.67E-02,1.81E-02,1.52E-02,1.10E-02,7.19E-03,4.95E-03,5.23E-03,5.97E-03,6.22E-03,5.46E-03,4.42E-03,2.60E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.81E-02
39,2.16E-02,2.20E-02,1.89E-02,1.33E-02,8.08E-03,5.44E-03,4.62E-03,4.66E-03,4.48E-03,3.88E-03,2.88E-03,1.80E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E-02
40,3.91E-02,4.40E-02,3.79E-02,1.92E-02,8.57E-03,6.12E-03,5.74E-03,5.62E-03,4.61E-03,3.15E-03,2.23E-03,1.28E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.40E-02
41,1.56E-02,1.88E-02,1.70E-02,1.41E-02,1.22E-02,1.06E-02,1.07E-02,1.17E-02,1.06E-02,7.87E-03,5.27E-03,2.32E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.88E-02
42,1.28E-02,1.61E-02,1.59E-02,1.47E-02,1.30E-02,1.14E-02,1.19E-02,1.14E-02,8.70E-03,5.07E-03,2.93E-03,1.87E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E-02
43,2.22E-02,2.61E-02,2.11E-02,1.19E-02,7.18E-03,5.76E-03,6.40E-03,7.22E-03,6.54E-03,5.17E-03,3.62E-03,1.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E-02
44,2.29E-02,2.47E-02,2.13E-02,1.58E-02,1.16E-02,9.45E-03,9.83E-03,1.06E-02,1.02E-02,8.08E-03,5.31E-03,2.37E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E-02
45,2.50E-02,2.75E-02,2.45E-02,1.80E-02,1.36E-02,1.07E-02,9.24E-03,9.51E-03,8.39E-03,6.08E-03,4.21E-03,2.03E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.75E-02
46,2.75E-02,2.86E-02,1.96E-02,1.11E-02,7.76E-03,6.54E-03,6.70E-03,7.39E-03,6.87E-03,5.43E-03,3.66E-03,1.98E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.86E-02
47,1.65E-02,1.94E-02,1.83E-02,1.56E-02,1.26E-02,1.02E-02,9.48E-03,1.00E-02,9.80E-03,7.93E-03,4.82E-03,2.16E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.94E-02
48,1.36E-02,1.56E-02,1.37E-02,1.04E-02,7.65E-03,5.62E-03,5.81E-03,7.49E-03,7.53E-03,6.76E-03,5.48E-03,3.32E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.56E-02
49,1.39E-02,1.43E-02,1.07E-02,7.54E-03,5.76E-03,5.20E-03,5.64E-03,5.70E-03,4.45E-03,3.15E-03,2.31E-03,1.36E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.43E-02
50,3.46E-02,3.58E-02,2.80E-02,1.58E-02,9.40E-03,6.23E-03,5.74E-03,5.69E-03,5.28E-03,4.16E-03,3.41E-03,2.18E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.58E-02
51,3.29E-02,3.24E-02,1.95E-02,1.10E-02,7.64E-03,6.00E-03,7.55E-03,9.96E-03,1.01E-02,8.43E-03,5.12E-03,2.35E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.29E-02
52,2.54E-02,2.69E-02,2.29E-02,1.62E-02,1.14E-02,8.58E-03,7.89E-03,8.21E-03,7.14E-03,5.42E-03,3.87E-03,1.98E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.69E-02
53,1.12E-02,1.30E-02,1.12E-02,7.95E-03,5.12E-03,4.11E-03,4.60E-03,5.83E-03,5.64E-03,4.09E-03,3.27E-03,1.99E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-02
54,1.36E-02,1.61E-02,1.50E-02,1.23E-02,9.16E-03,6.63E-03,5.97E-03,6.35E-03,6.74E-03,7.51E-03,7.51E-03,5.04E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E-02
55,1.53E-02,1.66E-02,1.39E-02,1.01E-02,6.98E-03,5.08E-03,5.56E-03,7.19E-03,7.76E-03,6.99E-03,5.12E-03,2.77E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.66E-02
56,1.79E-02,2.04E-02,1.84E-02,1.40E-02,9.29E-03,6.52E-03,6.31E-03,6.34E-03,5.29E-03,3.83E-03,2.81E-03,1.69E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.04E-02
57,6.40E-03,8.06E-03,7.22E-03,5.85E-03,5.03E-03,4.91E-03,6.47E-03,7.78E-03,8.04E-03,7.32E-03,5.51E-03,2.47E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.06E-03
58,2.96E-02,3.08E-02,2.51E-02,1.62E-02,1.11E-02,8.17E-03,6.98E-03,7.60E-03,7.20E-03,5.41E-03,3.21E-03,1.72E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.08E-02
59,2.18E-02,2.45E-02,2.20E-02,1.69E-02,1.30E-02,9.11E-03,7.31E-03,7.69E-03,7.18E-03,5.58E-03,3.81E-03,2.09E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E-02
60,5.32E-03,7.41E-03,7.20E-03,6.07E-03,5.35E-03,4.85E-03,6.28E-03,7.51E-03,6.94E-03,5.36E-03,3.67E-03,1.85E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.51E-03
61,3.08E-02,3.25E-02,2.69E-02,1.96E-02,1.37E-02,1.01E-02,9.34E-03,9.30E-03,8.28E-03,6.23E-03,4.26E-03,2.24E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.25E-02
62,1.27E-02,1.40E-02,1.12E-02,7.73E-03,5.62E-03,4.80E-03,5.01E-03,5.00E-03,4.34E-03,3.49E-03,2.83E-03,1.69E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-02
63,1.27E-02,1.52E-02,9.37E-03,7.35E-03,6.24E-03,5.19E-03,5.03E-03,5.27E-03,4.72E-03,3.58E-03,3.25E-03,2.20E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E-02
64,2.55E-02,2.80E-02,2.44E-02,1.76E-02,1.02E-02,5.80E-03,4.99E-03,5.54E-03,4.98E-03,4.17E-03,2.97E-03,1.70E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.80E-02
65,1.83E-02,2.17E-02,2.03E-02,1.64E-02,1.21E-02,9.83E-03,1.04E-02,1.02E-02,1.05E-02,9.29E-03,6.80E-03,2.78E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E-02
66,1.58E-02,1.81E-02,1.27E-02,8.24E-03,6.82E-03,6.57E-03,7.85E-03,8.97E-03,8.14E-03,6.73E-03,5.03E-03,2.37E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.81E-02
67,1.37E-02,1.67E-02,1.39E-02,9.95E-03,7.62E-03,6.70E-03,7.77E-03,8.68E-03,7.96E-03,6.01E-03,3.59E-03,1.86E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.67E-02
68,1.54E-02,1.78E-02,1.26E-02,8.30E-03,6.92E-03,6.66E-03,7.93E-03,9.04E-03,8.20E-03,6.79E-03,5.09E-03,2.38E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.78E-02
69,1.36E-02,1.70E-02,1.58E-02,1.29E-02,9.72E-03,7.01E-03,7.11E-03,7.93E-03,7.58E-03,6.46E-03,4.77E-03,2.57E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E-02
70,2.56E-02,2.79E-02,2.43E-02,1.74E-02,1.02E-02,5.77E-03,4.85E-03,5.18E-03,4.55E-03,3.75E-03,2.70E-03,1.59E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.79E-02
71,3.97E-02,4.44E-02,3.81E-02,1.92E-02,8.64E-03,6.09E-03,5.66E-03,5.53E-03,4.56E-03,3.13E-03,2.22E-03,1.28E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.44E-02
72,2.27E-02,2.48E-02,2.03E-02,1.33E-02,9.06E-03,6.80E-03,7.00E-03,8.35E-03,8.15E-03,7.09E-03,5.57E-03,2.80E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E-02
73,2.04E-02,2.26E-02,1.93E-02,1.40E-02,9.13E-03,6.50E-03,6.42E-03,8.00E-03,8.19E-03,7.00E-03,5.43E-03,2.51E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.26E-02
74,2.41E-02,2.59E-02,1.89E-02,1.15E-02,7.37E-03,5.59E-03,5.69E-03,5.89E-03,4.79E-03,3.58E-03,2.61E-03,1.53E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E-02
75,1.14E-02,1.42E-02,1.24E-02,1.00E-02,7.14E-03,5.18E-03,5.19E-03,4.81E-03,3.94E-03,3.12E-03,2.46E-03,1.58E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.42E-02
76,1.92E-02,2.01E-02,1.77E-02,1.30E-02,8.18E-03,5.78E-03,5.08E-03,4.99E-03,4.61E-03,3.85E-03,2.81E-03,1.73E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.01E-02
