6.963776230923364279e-03,8.961975700851184876e-03,7.941040016484192388e-03,6.146418589337879559e-03,4.825642026359399685e-03,4.041597208025948101e-03,4.026065906018999087e-03,3.965631699062881210e-03,3.872502259531921884e-03,3.674374772112980539e-03,3.017823060990420820e-03,1.893630004135369877e-03,3.024746600775476968e-01,3.162966924134037461e-01,3.098788653688794303e-01,2.823112283260975630e-01,2.502289832818034299e-01,2.557996970944612092e-01,2.583458134666994366e-01,2.634934519107682283e-01,2.395113819375595809e-01,2.284160187306180367e-01,2.296067524994929721e-01,3.020033720375815411e-01
1.026172815985760926e-02,1.193490951695690139e-02,1.032971249422135786e-02,7.806385732527535044e-03,5.614305216226358856e-03,4.233620495376741802e-03,4.060300815897239721e-03,4.498628503355928294e-03,4.115742252837307005e-03,3.369882123172132909e-03,2.524068760951047805e-03,1.489210469969729942e-03,2.050902334787111647e-01,2.018920222356263561e-01,2.030896968213455889e-01,2.159616498080388636e-01,2.138965751331127763e-01,2.160059986473573668e-01,1.874234596448739187e-01,1.989954141168838730e-01,2.057968810115135827e-01,1.937408550675353280e-01,2.052984068970924170e-01,2.507576788083138997e-01
1.464985952874524842e-02,1.642306211753401593e-02,1.265570421037700427e-02,7.897555647249435151e-03,5.285792959414941684e-03,3.973566749195594008e-03,4.075793019019055725e-03,4.458299879573380912e-03,4.526846945004402156e-03,3.906128956916418097e-03,2.762696184000383321e-03,1.531164576019238173e-03,2.675337843945877481e-01,2.498856041354070856e-01,2.493862300189820247e-01,2.339085749446670193e-01,2.150783716345625318e-01,2.149633661521517525e-01,2.167528538997285092e-01,2.095437031898111646e-01,1.998049218798519100e-01,1.935943469255637928e-01,2.159626413775164733e-01,2.683251415993012645e-01
8.405629303910778019e-03,1.048157609031066979e-02,8.909634580484720665e-03,6.653062517342378523e-03,5.067273392720702922e-03,4.161875434271549053e-03,3.994717622765487676e-03,3.929837782332894908e-03,4.101794828242770995e-03,4.038619986046941383e-03,3.230316603407298523e-03,2.019590330367696234e-03,3.556697415129750350e-01,3.608159897542011496e-01,3.295594660192958103e-01,3.062604563287467663e-01,2.871303635211802097e-01,2.907821243293450264e-01,2.944300550932386629e-01,2.976437236084752969e-01,2.678633052232731182e-01,2.439291226885420549e-01,2.454779805337380938e-01,3.204522583975927263e-01
8.108350534139090876e-03,9.576423776350831418e-03,7.697986326717407880e-03,5.283757300144720746e-03,4.260161036691938706e-03,4.003717845293910775e-03,4.386924187799391001e-03,5.855289322125526406e-03,5.822934766525621718e-03,5.230559145647309394e-03,3.992455172419771825e-03,2.302387533694689927e-03,6.058934469772672138e-01,5.228272138907262834e-01,4.660755167863043780e-01,4.502868229449958348e-01,3.805503989434497747e-01,3.763813201737865044e-01,3.956654747201239219e-01,4.576833236234953417e-01,4.113944881903182638e-01,3.288847824275228926e-01,2.988241407462994825e-01,3.802688905567397359e-01
1.087958032327467940e-02,1.271092822479355164e-02,1.055992882594486426e-02,7.141172550657228467e-03,4.684696207386884054e-03,3.524329493366668790e-03,3.159935063031751694e-03,2.937960553688924881e-03,2.869053118951971851e-03,2.394690537519240155e-03,1.797250604587322500e-03,1.163412154815931078e-03,1.426036594858654249e-01,1.489057001157605420e-01,1.642192730636410636e-01,1.652833843047705198e-01,1.504587451051571101e-01,1.647219263303584535e-01,1.678685380218606360e-01,1.506098825363451632e-01,1.407086696149759952e-01,1.530811416324066587e-01,1.696142485308519410e-01,2.067910172022963677e-01
7.623367137764273764e-03,1.002721171257146306e-02,9.044740781963482579e-03,7.773345420989708453e-03,7.074263937810017049e-03,6.134398055040107996e-03,7.321198447662853950e-03,8.480823062107595289e-03,7.557097714015895487e-03,4.873941754178789422e-03,3.413781915286239442e-03,1.827785720530787552e-03,3.832195788272876880e-01,3.412895223865737848e-01,3.020454100996314839e-01,3.153888940379660499e-01,3.360019351185584147e-01,3.230404153024071801e-01,2.703778320647183819e-01,2.578267383589562534e-01,2.945345655271173202e-01,2.715593368294789700e-01,2.385563924037674699e-01,3.139189884183556378e-01
6.057280198262264201e-03,8.650194857303372328e-03,8.711462604343455166e-03,8.026304073942469933e-03,7.209531009696028628e-03,6.282819470400970163e-03,5.978529362798579161e-03,5.269337505858325520e-03,4.075825934511349315e-03,3.045808409286740893e-03,2.128887948897676893e-03,1.319302413828609896e-03,1.654762433845473613e-01,1.596488396982939095e-01,1.757269414222987214e-01,1.762650110644212176e-01,1.633741591533866833e-01,1.718770520817167469e-01,1.704673831732377021e-01,1.998991350439500436e-01,1.869851248170618652e-01,1.715641292735586854e-01,1.852698006057174329e-01,2.374657825027187696e-01
8.779458077854901746e-03,1.094813151372312984e-02,9.135591150116412554e-03,6.688976378796026787e-03,5.718217326575911544e-03,5.137078728456930844e-03,5.819052421902183234e-03,6.963369504888536864e-03,6.231592069092803735e-03,4.567493688849922143e-03,3.275824367623401869e-03,1.872630755739838025e-03,4.763181018568900527e-01,4.186012014023052785e-01,3.632231417185067257e-01,3.596651171624261623e-01,3.494238195020084037e-01,3.413160198724162209e-01,3.212060320634632093e-01,3.218992441234835300e-01,3.269526576714109067e-01,2.881924815970969833e-01,2.548462876022921098e-01,3.298072273061097293e-01
3.807374569304221041e-03,4.513236947268387325e-03,4.614739334221483469e-03,4.682603585297612919e-03,4.609231922866463028e-03,4.629771302613631609e-03,5.368349869869487763e-03,6.128344952853518289e-03,5.924371169329847343e-03,4.542139298553286852e-03,2.795687600496344748e-03,1.516277941438187293e-03,2.955550941791596498e-01,2.617205980605354365e-01,2.546620940039456271e-01,2.484507127670726179e-01,2.377245787198536686e-01,2.433098864099986214e-01,2.549101031838261755e-01,2.371884991648509911e-01,2.258859538388911792e-01,2.548817585579267742e-01,2.374442400187366797e-01,2.816759798906832701e-01
