#Num,1-PID-1-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PFA-1-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PRD-1-1
13,3.16E-02,2.99E-02,2.01E-02,1.27E-02,8.55E-03,5.71E-03,6.04E-03,6.66E-03,6.75E-03,5.60E-03,5.13E-03,3.41E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.16E-02
14,2.25E-02,2.77E-02,2.58E-02,1.98E-02,1.13E-02,7.89E-03,8.19E-03,8.25E-03,7.41E-03,6.12E-03,4.78E-03,3.06E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E-02
15,3.16E-02,3.43E-02,2.98E-02,1.98E-02,1.46E-02,9.87E-03,7.37E-03,7.81E-03,7.46E-03,6.88E-03,5.47E-03,3.09E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.43E-02
16,2.41E-02,2.53E-02,2.10E-02,1.54E-02,1.15E-02,9.45E-03,8.96E-03,8.36E-03,8.24E-03,7.29E-03,5.46E-03,2.71E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E-02
17,3.88E-02,4.47E-02,4.13E-02,2.63E-02,1.33E-02,8.97E-03,8.43E-03,8.39E-03,7.13E-03,5.66E-03,4.23E-03,2.19E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.47E-02
18,3.90E-02,3.86E-02,2.53E-02,1.45E-02,9.93E-03,6.97E-03,6.69E-03,7.95E-03,8.93E-03,7.50E-03,6.90E-03,4.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.90E-02
19,1.92E-02,2.18E-02,1.98E-02,1.58E-02,1.11E-02,9.19E-03,9.95E-03,1.08E-02,1.06E-02,9.43E-03,6.39E-03,2.45E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.18E-02
20,1.94E-02,2.01E-02,1.63E-02,1.15E-02,8.55E-03,6.81E-03,6.79E-03,6.28E-03,5.30E-03,4.60E-03,3.68E-03,2.30E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.01E-02
21,1.73E-02,2.16E-02,2.04E-02,1.58E-02,1.13E-02,9.50E-03,8.23E-03,7.21E-03,6.55E-03,5.72E-03,4.24E-03,2.37E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.16E-02
22,1.97E-02,2.27E-02,1.94E-02,1.36E-02,9.74E-03,6.80E-03,6.51E-03,6.82E-03,5.84E-03,4.46E-03,3.88E-03,2.59E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.27E-02
23,2.41E-02,2.74E-02,2.64E-02,2.24E-02,1.58E-02,1.10E-02,1.01E-02,9.63E-03,7.96E-03,6.54E-03,4.67E-03,2.03E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.74E-02
24,2.68E-02,3.01E-02,2.67E-02,1.99E-02,1.52E-02,1.11E-02,9.33E-03,9.75E-03,9.32E-03,8.14E-03,6.17E-03,3.01E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.01E-02
25,1.68E-02,1.95E-02,1.76E-02,1.43E-02,1.13E-02,9.87E-03,1.00E-02,9.95E-03,9.93E-03,9.55E-03,6.77E-03,2.86E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.95E-02
26,1.02E-02,1.27E-02,1.17E-02,9.43E-03,7.66E-03,7.79E-03,1.09E-02,1.25E-02,1.10E-02,8.66E-03,6.96E-03,2.66E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E-02
27,2.90E-02,3.23E-02,2.95E-02,2.44E-02,1.85E-02,1.29E-02,1.05E-02,9.20E-03,7.51E-03,5.77E-03,4.04E-03,1.96E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.23E-02
28,2.08E-02,2.37E-02,1.94E-02,1.48E-02,1.03E-02,7.23E-03,6.92E-03,7.12E-03,6.43E-03,5.59E-03,4.37E-03,2.27E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.37E-02
29,8.57E-03,1.29E-02,1.41E-02,1.46E-02,1.39E-02,1.24E-02,1.23E-02,1.13E-02,8.48E-03,4.79E-03,2.78E-03,1.54E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.46E-02
30,2.00E-02,2.51E-02,2.52E-02,2.16E-02,1.70E-02,1.18E-02,9.24E-03,7.69E-03,6.07E-03,4.33E-03,2.83E-03,1.60E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E-02
31,2.63E-02,2.77E-02,2.30E-02,1.61E-02,1.05E-02,8.54E-03,9.58E-03,1.08E-02,1.03E-02,8.76E-03,6.54E-03,2.72E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E-02
32,1.69E-02,1.95E-02,1.77E-02,1.44E-02,1.13E-02,9.90E-03,1.00E-02,9.90E-03,9.88E-03,9.52E-03,6.76E-03,2.86E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.95E-02
33,1.82E-02,2.08E-02,1.76E-02,1.38E-02,1.06E-02,7.95E-03,7.58E-03,7.23E-03,5.97E-03,5.11E-03,4.02E-03,2.04E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.08E-02
34,2.50E-02,2.71E-02,2.03E-02,1.38E-02,9.52E-03,7.40E-03,7.47E-03,7.25E-03,7.02E-03,5.84E-03,4.88E-03,3.29E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.71E-02
35,2.69E-02,3.02E-02,2.67E-02,1.99E-02,1.52E-02,1.11E-02,9.29E-03,9.72E-03,9.29E-03,8.12E-03,6.17E-03,3.02E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.02E-02
36,4.24E-02,4.45E-02,3.65E-02,2.17E-02,1.52E-02,9.81E-03,8.06E-03,8.52E-03,8.14E-03,6.44E-03,3.80E-03,1.89E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.45E-02
37,2.71E-02,2.80E-02,2.19E-02,1.51E-02,9.69E-03,5.89E-03,5.46E-03,5.38E-03,4.58E-03,3.98E-03,3.40E-03,1.99E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.80E-02
38,1.77E-02,1.96E-02,1.74E-02,1.35E-02,9.96E-03,6.33E-03,5.16E-03,4.88E-03,4.42E-03,4.15E-03,3.55E-03,2.09E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.96E-02
39,2.23E-02,2.60E-02,2.33E-02,1.68E-02,1.29E-02,9.37E-03,8.06E-03,6.98E-03,5.72E-03,4.26E-03,2.80E-03,1.62E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E-02
40,4.24E-02,4.45E-02,3.65E-02,2.17E-02,1.52E-02,9.81E-03,8.06E-03,8.52E-03,8.14E-03,6.44E-03,3.80E-03,1.89E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.45E-02
41,3.18E-02,3.25E-02,2.26E-02,1.23E-02,8.71E-03,7.26E-03,9.00E-03,9.77E-03,8.97E-03,7.14E-03,6.40E-03,3.19E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.25E-02
42,1.90E-02,2.42E-02,2.39E-02,2.06E-02,1.58E-02,1.08E-02,8.30E-03,6.86E-03,6.04E-03,4.82E-03,2.94E-03,1.62E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.42E-02
43,8.36E-03,1.19E-02,1.17E-02,1.01E-02,8.51E-03,7.50E-03,8.18E-03,8.63E-03,8.12E-03,7.74E-03,6.52E-03,4.03E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E-02
44,3.23E-02,3.38E-02,2.83E-02,2.06E-02,1.51E-02,1.13E-02,9.94E-03,8.78E-03,6.79E-03,5.24E-03,3.91E-03,2.17E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.38E-02
45,1.78E-02,2.28E-02,2.25E-02,1.99E-02,1.53E-02,1.07E-02,8.75E-03,7.56E-03,6.71E-03,5.41E-03,3.31E-03,1.72E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.28E-02
46,2.70E-02,2.89E-02,2.37E-02,1.46E-02,9.95E-03,6.71E-03,5.55E-03,5.80E-03,6.10E-03,6.02E-03,5.67E-03,3.46E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E-02
47,2.40E-02,2.65E-02,2.32E-02,1.81E-02,1.34E-02,1.05E-02,1.01E-02,9.93E-03,9.34E-03,8.11E-03,6.18E-03,2.87E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.65E-02
48,2.31E-02,2.43E-02,1.98E-02,1.40E-02,1.01E-02,8.58E-03,8.90E-03,8.88E-03,8.46E-03,7.81E-03,5.97E-03,2.87E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.43E-02
49,2.36E-02,2.79E-02,2.65E-02,1.98E-02,1.41E-02,1.05E-02,8.51E-03,8.15E-03,7.43E-03,6.32E-03,4.74E-03,2.68E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.79E-02
50,2.96E-02,3.34E-02,2.97E-02,2.21E-02,1.64E-02,1.24E-02,1.14E-02,1.14E-02,1.07E-02,8.58E-03,5.83E-03,2.69E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.34E-02
51,3.51E-02,3.83E-02,3.60E-02,3.16E-02,2.48E-02,1.60E-02,1.17E-02,9.26E-03,6.22E-03,4.41E-03,3.18E-03,1.84E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.83E-02
52,2.04E-02,2.61E-02,2.61E-02,2.27E-02,1.80E-02,1.24E-02,9.70E-03,7.95E-03,6.00E-03,4.10E-03,2.77E-03,1.61E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E-02
53,2.53E-02,2.85E-02,2.62E-02,1.97E-02,1.31E-02,9.35E-03,8.63E-03,9.92E-03,9.50E-03,8.53E-03,6.55E-03,2.90E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.85E-02
54,3.15E-02,3.48E-02,3.12E-02,2.32E-02,1.91E-02,1.52E-02,1.25E-02,9.59E-03,8.67E-03,6.39E-03,3.03E-03,1.39E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.48E-02
55,3.07E-02,3.34E-02,2.98E-02,2.40E-02,1.84E-02,1.32E-02,1.06E-02,8.80E-03,6.77E-03,5.10E-03,3.64E-03,1.97E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.34E-02
56,1.84E-02,2.33E-02,2.32E-02,1.96E-02,1.42E-02,9.56E-03,7.46E-03,6.52E-03,5.53E-03,4.45E-03,2.95E-03,1.60E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.33E-02
57,3.59E-02,3.84E-02,3.16E-02,1.97E-02,1.46E-02,9.84E-03,8.22E-03,8.49E-03,7.74E-03,5.76E-03,3.28E-03,1.65E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.84E-02
58,3.02E-02,3.35E-02,3.05E-02,2.52E-02,1.90E-02,1.31E-02,1.04E-02,8.95E-03,7.09E-03,5.37E-03,3.74E-03,1.85E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.35E-02
59,2.05E-02,2.43E-02,2.31E-02,1.84E-02,1.19E-02,8.20E-03,7.94E-03,8.27E-03,7.44E-03,6.30E-03,4.51E-03,2.09E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.43E-02
60,2.54E-02,2.75E-02,2.32E-02,1.50E-02,1.00E-02,6.76E-03,5.50E-03,5.52E-03,5.60E-03,5.60E-03,5.38E-03,3.22E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.75E-02
61,3.59E-02,3.84E-02,3.16E-02,1.97E-02,1.46E-02,9.84E-03,8.22E-03,8.49E-03,7.74E-03,5.76E-03,3.28E-03,1.65E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.84E-02
62,2.26E-02,2.45E-02,2.04E-02,1.60E-02,1.20E-02,8.36E-03,7.82E-03,8.13E-03,7.59E-03,6.41E-03,4.40E-03,2.17E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E-02
63,2.37E-02,2.71E-02,2.50E-02,1.97E-02,1.31E-02,9.80E-03,1.01E-02,1.08E-02,1.04E-02,9.01E-03,6.63E-03,2.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.71E-02
64,3.45E-02,3.60E-02,2.60E-02,1.36E-02,9.26E-03,6.87E-03,7.20E-03,8.28E-03,8.83E-03,8.07E-03,7.52E-03,4.18E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.60E-02
65,2.39E-02,2.87E-02,2.73E-02,2.27E-02,1.77E-02,1.27E-02,1.06E-02,8.86E-03,5.84E-03,3.33E-03,2.34E-03,1.38E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.87E-02
66,9.56E-03,1.39E-02,1.39E-02,1.27E-02,1.11E-02,9.53E-03,9.71E-03,9.91E-03,8.19E-03,5.82E-03,4.02E-03,2.01E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.39E-02
67,2.19E-02,2.19E-02,1.81E-02,1.23E-02,8.33E-03,5.55E-03,5.19E-03,5.16E-03,4.98E-03,5.16E-03,5.03E-03,3.31E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.19E-02
68,1.78E-02,2.05E-02,1.79E-02,1.29E-02,9.58E-03,6.74E-03,6.66E-03,7.05E-03,6.09E-03,4.68E-03,3.97E-03,2.53E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.05E-02
69,4.26E-02,4.49E-02,3.63E-02,2.12E-02,1.51E-02,1.08E-02,9.03E-03,9.11E-03,8.39E-03,6.46E-03,3.87E-03,1.87E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.49E-02
70,2.20E-02,2.55E-02,2.42E-02,1.98E-02,1.33E-02,9.96E-03,1.01E-02,1.07E-02,1.03E-02,8.86E-03,6.32E-03,2.47E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E-02
71,6.02E-02,6.46E-02,5.38E-02,2.74E-02,1.11E-02,7.47E-03,7.66E-03,8.71E-03,7.71E-03,6.24E-03,4.66E-03,2.22E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.46E-02
72,3.43E-02,3.66E-02,2.96E-02,2.03E-02,1.51E-02,1.12E-02,1.04E-02,9.45E-03,7.23E-03,5.26E-03,4.14E-03,2.22E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.66E-02
73,2.93E-02,3.26E-02,2.98E-02,2.27E-02,1.42E-02,1.03E-02,1.00E-02,1.08E-02,1.03E-02,8.70E-03,6.22E-03,2.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.26E-02
74,9.83E-03,1.27E-02,1.17E-02,9.35E-03,7.57E-03,7.33E-03,9.43E-03,1.06E-02,9.57E-03,8.35E-03,7.16E-03,3.28E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E-02
75,8.72E-03,1.27E-02,1.43E-02,1.45E-02,1.36E-02,1.25E-02,1.28E-02,1.26E-02,9.99E-03,5.76E-03,3.48E-03,1.83E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.45E-02
76,1.57E-02,1.89E-02,1.57E-02,1.23E-02,1.07E-02,9.54E-03,1.04E-02,1.02E-02,8.72E-03,5.99E-03,4.49E-03,2.89E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.89E-02
