#Num,1-PID-1-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PFA-1-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PRD-1-1
392,7.01E-03,8.33E-03,7.70E-03,6.68E-03,5.82E-03,5.08E-03,6.09E-03,7.28E-03,7.13E-03,5.62E-03,3.84E-03,2.02E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.33E-03
393,8.85E-03,1.04E-02,8.09E-03,5.59E-03,4.64E-03,4.34E-03,4.75E-03,5.10E-03,4.32E-03,3.23E-03,2.43E-03,1.41E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-02
394,9.72E-03,1.16E-02,1.01E-02,7.73E-03,6.31E-03,5.14E-03,5.92E-03,6.61E-03,6.13E-03,4.67E-03,3.31E-03,1.76E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-02
395,8.60E-03,1.05E-02,9.59E-03,8.66E-03,7.32E-03,6.16E-03,6.87E-03,7.80E-03,6.95E-03,5.38E-03,3.93E-03,2.06E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E-02
396,1.04E-02,1.21E-02,1.00E-02,7.04E-03,4.88E-03,4.20E-03,5.07E-03,6.46E-03,6.88E-03,5.71E-03,3.73E-03,2.01E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.21E-02
397,1.61E-02,1.77E-02,1.54E-02,1.25E-02,9.96E-03,7.52E-03,6.12E-03,6.05E-03,6.35E-03,5.50E-03,3.41E-03,1.78E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.77E-02
398,2.47E-02,2.70E-02,2.28E-02,1.64E-02,1.11E-02,8.60E-03,9.84E-03,1.02E-02,1.01E-02,7.81E-03,5.34E-03,2.25E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E-02
399,1.01E-02,1.17E-02,9.84E-03,7.39E-03,5.78E-03,4.78E-03,4.89E-03,4.93E-03,4.99E-03,4.41E-03,3.82E-03,2.52E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E-02
400,9.64E-03,1.11E-02,9.25E-03,6.89E-03,5.53E-03,4.80E-03,5.59E-03,6.40E-03,5.83E-03,4.36E-03,3.22E-03,1.77E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-02
401,1.58E-02,1.75E-02,1.45E-02,1.06E-02,7.64E-03,5.85E-03,5.96E-03,6.50E-03,5.88E-03,4.50E-03,3.27E-03,1.82E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.75E-02
402,1.23E-02,1.47E-02,1.31E-02,1.08E-02,8.44E-03,6.42E-03,6.56E-03,6.94E-03,6.08E-03,4.68E-03,3.15E-03,1.70E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.47E-02
403,1.42E-02,1.58E-02,1.30E-02,9.03E-03,6.63E-03,5.33E-03,5.56E-03,6.38E-03,5.73E-03,4.86E-03,3.70E-03,2.12E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.58E-02
404,1.56E-02,1.78E-02,1.58E-02,1.25E-02,9.10E-03,7.31E-03,7.49E-03,7.34E-03,6.14E-03,4.40E-03,2.83E-03,1.56E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.78E-02
405,1.37E-02,1.59E-02,1.38E-02,1.10E-02,8.20E-03,6.18E-03,6.59E-03,7.29E-03,6.88E-03,5.55E-03,3.66E-03,1.91E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.59E-02
406,1.28E-02,1.48E-02,1.20E-02,8.34E-03,6.03E-03,4.82E-03,5.07E-03,5.28E-03,4.54E-03,3.50E-03,2.65E-03,1.57E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.48E-02
407,1.18E-02,1.44E-02,1.32E-02,1.18E-02,1.00E-02,7.88E-03,7.46E-03,7.16E-03,5.75E-03,4.09E-03,2.64E-03,1.56E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.44E-02
408,1.21E-02,1.51E-02,1.43E-02,1.24E-02,1.05E-02,7.86E-03,6.97E-03,7.19E-03,6.32E-03,4.36E-03,2.78E-03,1.64E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E-02
409,8.36E-03,9.69E-03,9.98E-03,9.65E-03,8.02E-03,5.67E-03,5.20E-03,5.91E-03,5.62E-03,4.40E-03,2.82E-03,1.69E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.98E-03
410,8.42E-03,1.06E-02,9.30E-03,7.32E-03,5.93E-03,4.76E-03,5.78E-03,6.61E-03,6.15E-03,4.82E-03,3.57E-03,1.92E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.06E-02
411,5.42E-03,6.62E-03,6.02E-03,5.32E-03,4.76E-03,4.94E-03,6.13E-03,7.02E-03,7.34E-03,6.56E-03,4.47E-03,1.91E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.34E-03
412,8.55E-03,1.20E-02,1.18E-02,1.00E-02,8.49E-03,7.09E-03,7.68E-03,8.94E-03,9.04E-03,7.69E-03,5.44E-03,2.75E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E-02
413,1.13E-02,1.51E-02,1.54E-02,1.43E-02,1.22E-02,9.96E-03,9.28E-03,9.26E-03,7.54E-03,4.80E-03,2.83E-03,1.62E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.54E-02
414,1.58E-02,1.78E-02,1.51E-02,1.13E-02,7.85E-03,5.90E-03,6.92E-03,8.36E-03,8.61E-03,7.43E-03,4.91E-03,2.31E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.78E-02
415,3.24E-02,3.31E-02,2.65E-02,1.79E-02,1.21E-02,8.41E-03,7.43E-03,6.82E-03,5.71E-03,4.07E-03,2.56E-03,1.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.31E-02
416,9.75E-03,1.16E-02,9.86E-03,7.44E-03,5.81E-03,4.82E-03,4.87E-03,4.86E-03,5.00E-03,4.51E-03,3.83E-03,2.45E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-02
417,1.35E-02,1.59E-02,1.37E-02,1.08E-02,8.92E-03,7.59E-03,8.06E-03,7.61E-03,6.16E-03,4.59E-03,3.13E-03,1.92E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.59E-02
418,2.89E-02,2.92E-02,2.39E-02,1.64E-02,1.16E-02,8.06E-03,7.23E-03,6.70E-03,6.23E-03,5.37E-03,3.76E-03,1.99E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.92E-02
419,1.43E-02,1.72E-02,1.57E-02,1.24E-02,8.89E-03,6.50E-03,5.73E-03,6.75E-03,6.41E-03,5.11E-03,3.35E-03,1.76E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.72E-02
420,1.08E-02,1.45E-02,1.50E-02,1.45E-02,1.26E-02,1.03E-02,9.50E-03,9.44E-03,7.76E-03,5.00E-03,2.91E-03,1.69E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E-02
421,7.00E-03,8.32E-03,7.71E-03,6.70E-03,5.84E-03,5.08E-03,6.08E-03,7.26E-03,7.11E-03,5.61E-03,3.82E-03,2.01E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.32E-03
422,1.68E-02,1.79E-02,1.44E-02,9.70E-03,6.55E-03,4.99E-03,5.09E-03,5.71E-03,5.15E-03,3.90E-03,2.93E-03,1.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.79E-02
423,6.26E-03,7.51E-03,6.52E-03,6.27E-03,6.13E-03,6.23E-03,7.98E-03,9.86E-03,9.69E-03,7.48E-03,5.24E-03,2.49E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.86E-03
424,6.76E-03,7.66E-03,7.75E-03,7.98E-03,7.26E-03,5.58E-03,5.64E-03,6.78E-03,6.86E-03,5.57E-03,3.47E-03,1.94E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.98E-03
425,1.17E-02,1.41E-02,1.21E-02,8.79E-03,7.12E-03,6.26E-03,6.74E-03,7.59E-03,6.70E-03,6.20E-03,4.57E-03,2.71E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E-02
426,1.40E-02,1.56E-02,1.37E-02,1.11E-02,8.73E-03,6.91E-03,5.90E-03,5.80E-03,5.88E-03,4.90E-03,3.05E-03,1.60E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.56E-02
427,1.04E-02,1.41E-02,1.31E-02,1.02E-02,7.13E-03,5.77E-03,6.60E-03,6.70E-03,6.25E-03,4.85E-03,3.39E-03,1.90E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E-02
428,1.33E-02,1.61E-02,1.44E-02,1.19E-02,8.92E-03,6.80E-03,6.92E-03,7.61E-03,6.89E-03,5.29E-03,3.41E-03,1.74E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E-02
429,6.57E-03,9.22E-03,9.01E-03,7.53E-03,6.16E-03,5.03E-03,4.84E-03,4.51E-03,4.18E-03,3.49E-03,2.66E-03,1.59E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.22E-03
430,7.30E-03,8.44E-03,8.63E-03,8.39E-03,7.14E-03,5.43E-03,5.71E-03,6.69E-03,6.43E-03,5.02E-03,3.07E-03,1.82E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.63E-03
431,1.65E-02,1.89E-02,1.66E-02,1.31E-02,9.98E-03,7.94E-03,8.18E-03,8.32E-03,7.14E-03,5.02E-03,3.17E-03,1.71E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.89E-02
432,7.34E-03,9.15E-03,7.40E-03,5.46E-03,4.28E-03,3.97E-03,6.06E-03,8.63E-03,8.64E-03,6.81E-03,3.90E-03,1.81E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.15E-03
433,1.20E-02,1.33E-02,1.07E-02,7.63E-03,5.69E-03,4.65E-03,5.20E-03,6.02E-03,5.72E-03,4.63E-03,3.66E-03,1.98E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E-02
434,1.64E-02,1.76E-02,1.39E-02,9.20E-03,6.15E-03,4.63E-03,4.82E-03,5.55E-03,5.24E-03,4.19E-03,3.25E-03,1.84E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.76E-02
435,1.66E-02,1.83E-02,1.53E-02,1.15E-02,8.69E-03,6.79E-03,6.82E-03,7.55E-03,6.79E-03,4.92E-03,3.33E-03,1.84E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.83E-02
436,1.47E-02,1.69E-02,1.47E-02,1.13E-02,9.08E-03,7.51E-03,7.89E-03,8.87E-03,8.02E-03,6.72E-03,4.63E-03,2.54E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.69E-02
437,1.47E-02,1.65E-02,1.40E-02,1.03E-02,7.87E-03,6.51E-03,7.46E-03,8.79E-03,8.22E-03,7.08E-03,4.98E-03,2.63E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.65E-02
438,6.25E-03,7.35E-03,6.74E-03,6.12E-03,5.42E-03,5.08E-03,6.16E-03,7.62E-03,7.51E-03,5.67E-03,3.31E-03,1.85E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.62E-03
439,9.62E-03,1.15E-02,9.74E-03,7.33E-03,5.63E-03,4.46E-03,4.35E-03,4.58E-03,4.83E-03,4.50E-03,4.02E-03,2.62E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-02
440,1.10E-02,1.42E-02,1.31E-02,1.08E-02,8.61E-03,6.91E-03,7.10E-03,7.37E-03,6.71E-03,4.86E-03,3.15E-03,1.78E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.42E-02
441,9.62E-03,1.15E-02,9.74E-03,7.33E-03,5.63E-03,4.46E-03,4.35E-03,4.58E-03,4.83E-03,4.50E-03,4.02E-03,2.62E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-02
442,9.70E-03,1.14E-02,9.44E-03,6.63E-03,4.56E-03,3.92E-03,4.83E-03,6.34E-03,6.81E-03,5.48E-03,3.37E-03,1.81E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-02
443,9.53E-03,1.13E-02,9.90E-03,8.87E-03,7.98E-03,7.47E-03,8.87E-03,1.03E-02,9.57E-03,6.89E-03,4.43E-03,2.22E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-02
444,9.70E-03,1.13E-02,1.00E-02,8.81E-03,7.61E-03,6.57E-03,6.74E-03,7.26E-03,7.12E-03,5.63E-03,3.77E-03,1.92E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-02
445,1.96E-02,2.18E-02,1.85E-02,1.45E-02,1.13E-02,8.48E-03,7.82E-03,7.63E-03,6.37E-03,4.44E-03,2.79E-03,1.62E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.18E-02
446,1.17E-02,1.44E-02,1.36E-02,1.14E-02,9.68E-03,7.45E-03,6.29E-03,6.35E-03,5.65E-03,4.13E-03,2.67E-03,1.52E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.44E-02
447,1.37E-02,1.60E-02,1.41E-02,1.13E-02,8.48E-03,6.55E-03,7.19E-03,8.04E-03,7.60E-03,6.13E-03,4.01E-03,2.00E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E-02
448,1.27E-02,1.49E-02,1.31E-02,1.06E-02,8.84E-03,7.21E-03,6.93E-03,7.09E-03,5.98E-03,4.80E-03,3.19E-03,1.84E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.49E-02
449,1.34E-02,1.64E-02,1.55E-02,1.26E-02,8.83E-03,5.23E-03,4.78E-03,4.84E-03,4.03E-03,3.01E-03,2.16E-03,1.33E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.64E-02
450,1.44E-02,1.59E-02,1.30E-02,9.03E-03,6.57E-03,5.26E-03,5.49E-03,6.31E-03,5.68E-03,4.79E-03,3.65E-03,2.09E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.59E-02
451,5.78E-03,6.92E-03,6.57E-03,6.56E-03,6.07E-03,5.38E-03,6.27E-03,7.59E-03,7.53E-03,6.02E-03,4.05E-03,2.13E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.59E-03
452,1.19E-02,1.47E-02,1.35E-02,1.09E-02,7.69E-03,5.52E-03,5.37E-03,5.42E-03,4.37E-03,3.26E-03,2.37E-03,1.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.47E-02
453,9.86E-03,1.22E-02,1.08E-02,8.35E-03,6.48E-03,4.74E-03,5.23E-03,5.76E-03,5.08E-03,3.90E-03,2.91E-03,1.71E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-02
454,6.76E-03,7.66E-03,7.75E-03,7.98E-03,7.26E-03,5.58E-03,5.64E-03,6.78E-03,6.86E-03,5.57E-03,3.47E-03,1.94E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.98E-03
455,1.29E-02,1.49E-02,1.31E-02,1.04E-02,8.66E-03,7.12E-03,6.89E-03,7.14E-03,6.06E-03,4.98E-03,3.34E-03,1.92E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.49E-02
456,2.41E-02,2.59E-02,2.14E-02,1.55E-02,1.05E-02,7.51E-03,7.60E-03,8.16E-03,7.52E-03,5.71E-03,3.71E-03,1.90E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E-02
457,7.20E-03,1.04E-02,1.12E-02,1.15E-02,1.07E-02,8.67E-03,7.40E-03,5.46E-03,4.00E-03,3.26E-03,2.60E-03,1.59E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-02
458,1.49E-02,1.73E-02,1.52E-02,1.20E-02,9.84E-03,8.23E-03,8.53E-03,8.24E-03,6.82E-03,5.28E-03,3.53E-03,2.04E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.73E-02
459,9.24E-03,1.17E-02,1.06E-02,8.30E-03,6.69E-03,5.30E-03,5.02E-03,4.89E-03,4.29E-03,3.76E-03,2.96E-03,1.81E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E-02
460,9.69E-03,1.25E-02,1.20E-02,1.04E-02,7.85E-03,5.21E-03,4.68E-03,5.10E-03,4.34E-03,3.41E-03,2.56E-03,1.56E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-02
461,1.13E-02,1.51E-02,1.54E-02,1.43E-02,1.22E-02,9.96E-03,9.28E-03,9.26E-03,7.54E-03,4.80E-03,2.83E-03,1.62E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.54E-02
462,6.34E-03,7.35E-03,7.46E-03,7.49E-03,6.45E-03,4.88E-03,4.95E-03,5.76E-03,5.64E-03,4.70E-03,3.08E-03,1.82E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.49E-03
463,1.34E-02,1.54E-02,1.32E-02,9.86E-03,6.81E-03,4.73E-03,4.52E-03,4.96E-03,4.42E-03,3.54E-03,2.82E-03,1.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.54E-02
464,6.47E-03,7.70E-03,6.62E-03,6.34E-03,6.15E-03,6.28E-03,7.99E-03,9.80E-03,9.59E-03,7.37E-03,5.11E-03,2.43E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.80E-03
465,5.73E-03,6.78E-03,7.10E-03,7.27E-03,6.57E-03,5.18E-03,5.30E-03,6.15E-03,6.00E-03,4.83E-03,2.96E-03,1.70E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.27E-03
466,1.47E-02,1.66E-02,1.42E-02,1.03E-02,7.02E-03,4.75E-03,4.58E-03,5.00E-03,4.35E-03,3.27E-03,2.40E-03,1.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.66E-02
467,7.30E-03,8.44E-03,8.63E-03,8.39E-03,7.14E-03,5.43E-03,5.71E-03,6.69E-03,6.43E-03,5.02E-03,3.07E-03,1.82E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.63E-03
468,1.67E-02,1.83E-02,1.53E-02,1.14E-02,8.57E-03,6.68E-03,6.71E-03,7.46E-03,6.71E-03,4.88E-03,3.33E-03,1.84E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.83E-02
