Sa,SaRatio,Ds,SDR1,SDR2,SDR3,SDR4,SDR5,SDR6,SDR7,SDR8,SDR9,SDR10,SDR11,SDR12,PFA1,PFA2,PFA3,PFA4,PFA5,PFA6,PFA7,PFA8,PFA9,PFA10,PFA11,PFA12
0.4,1.487693617,15.38,0.010025,0.0127784,0.0103622,0.00675063,0.00474613,0.00584856,0.00947271,0.0136376,0.012946,0.0114564,0.00761109,0.00209915,0.413729604,0.34998187,0.391605802,0.411258741,0.360538721,0.387329707,0.378352758,0.295770526,0.261509972,0.294105154,0.326752137,0.372237762
0.41,1.487693617,15.38,0.0101936,0.0131228,0.0105342,0.0070045,0.00500346,0.00614728,0.0101292,0.0142358,0.0132237,0.0114016,0.00799044,0.00222976,0.43002072,0.350862471,0.394459984,0.410663041,0.363247863,0.393843564,0.390665631,0.301895882,0.271867392,0.301357161,0.336972287,0.377358197
0.42,1.487693617,15.38,0.0103198,0.0134299,0.0110013,0.00727794,0.00527864,0.00639065,0.0107998,0.0147961,0.0134716,0.0113465,0.0083728,0.0024132,0.437759648,0.357700078,0.397070707,0.41003367,0.366689977,0.39999482,0.402294742,0.311864802,0.270789951,0.293579384,0.318443408,0.38034188
0.43,1.487693617,15.38,0.0106571,0.0144964,0.0123112,0.00789262,0.00535636,0.00648801,0.0112579,0.0150414,0.0134109,0.0113014,0.00871888,0.00259049,0.403745144,0.361139601,0.399282569,0.401230251,0.3704662,0.405648796,0.412592593,0.318640249,0.285439005,0.274408184,0.313512044,0.381328671
0.44,1.487693617,15.38,0.0118731,0.0166928,0.0143983,0.00910448,0.00566421,0.00657784,0.0112183,0.0148704,0.0130802,0.0111831,0.00896271,0.00275616,0.428163688,0.361103341,0.402747993,0.403651904,0.373918674,0.410953121,0.423693344,0.320673401,0.293170163,0.271484071,0.305646206,0.381763792
0.45,1.487693617,15.38,0.0147001,0.0193732,0.0162633,0.00996063,0.00596983,0.00666044,0.010946,0.0144093,0.0126619,0.0110339,0.00909145,0.00295422,0.416972287,0.381722352,0.406130536,0.406166796,0.376379176,0.415845636,0.433579384,0.326081326,0.28978503,0.274737115,0.309028749,0.380670811
0.46,1.487693617,15.38,0.0191515,0.022773,0.0183527,0.0107685,0.00600556,0.00673508,0.0104269,0.0135303,0.0118684,0.0108199,0.00912669,0.00321289,0.423840974,0.366627817,0.409248899,0.408572909,0.378645429,0.42037814,0.441989122,0.335244755,0.301484071,0.281181041,0.314838125,0.380559441
0.47,1.487693617,15.38,0.0241854,0.0265985,0.0205199,0.0115165,0.00606229,0.00679267,0.00999557,0.0120898,0.0106769,0.0104812,0.0090046,0.00354143,0.430927221,0.368754209,0.412082362,0.410934991,0.383698524,0.424403004,0.44964776,0.336236726,0.312144522,0.296348096,0.332372442,0.379210049
0.48,1.487693617,15.38,0.0286373,0.0309523,0.0233522,0.0120481,0.00615068,0.00683477,0.0101076,0.0110135,0.0101204,0.0100773,0.00876453,0.00383849,0.438746439,0.374744885,0.414516965,0.413043253,0.386534577,0.428945869,0.45972287,0.337863248,0.315366485,0.302271432,0.337557628,0.378067858
0.1,1.458634184,27.84,0.00543854,0.00688816,0.00585129,0.00450458,0.00339354,0.00272962,0.00279199,0.00312298,0.0037634,0.00544505,0.00520947,0.00255118,0.372411292,0.404452214,0.385454545,0.368780109,0.396855737,0.355418285,0.376169386,0.378396788,0.277389277,0.233887076,0.308161098,0.39036778
0.2,1.458634184,27.84,0.0096086,0.0114392,0.00971384,0.00702903,0.0049978,0.00414668,0.00481142,0.00622284,0.0065423,0.0073001,0.0069202,0.00437352,0.73037037,0.588202538,0.45980834,0.472123802,0.434229474,0.477140637,0.487824398,0.437997928,0.372421652,0.310691531,0.347658638,0.471945092
0.3,1.458634184,27.84,0.019895,0.020748,0.0166688,0.0124653,0.008264,0.00600899,0.00576196,0.0057961,0.00581605,0.00525764,0.00630688,0.00494062,1.131452991,0.77995338,0.693346283,0.583442113,0.556770267,0.573019943,0.569184149,0.548199948,0.394840715,0.366184926,0.336627817,0.467798498
0.4,1.458634184,27.84,0.0308349,0.0311346,0.0224526,0.0128668,0.00842119,0.00628868,0.00796184,0.00766001,0.00684698,0.00568249,0.00556993,0.00383485,1.215988086,0.890826211,0.844594665,0.784382284,0.714493654,0.636107226,0.68017871,0.541890702,0.411559182,0.414335664,0.317360787,0.474454804
0.41,1.458634184,27.84,0.0343815,0.0348164,0.024403,0.0138693,0.00837612,0.006585,0.00820973,0.00779451,0.00684319,0.0057093,0.00530294,0.00348075,1.24030044,0.84960114,0.863201243,0.783897954,0.714415954,0.622305102,0.690748511,0.543398083,0.399388759,0.417246827,0.320595701,0.482162652
0.42,1.458634184,27.84,0.0407641,0.0401415,0.026825,0.0143356,0.00817539,0.00689776,0.00846745,0.00794078,0.00682381,0.00570048,0.00495377,0.00309878,1.213768454,0.866329966,0.835731676,0.787350427,0.748021238,0.626847967,0.661232841,0.535387205,0.407573168,0.422222222,0.319018389,0.48983165
0.1,1.464965137,50.86,0.00512467,0.00584713,0.00456425,0.0038925,0.00350775,0.0033184,0.00346533,0.00329146,0.00287571,0.00233642,0.00180602,0.00116424,0.125301476,0.133376327,0.132245014,0.135706035,0.133158767,0.125581456,0.121950013,0.118191401,0.131759389,0.146481222,0.167050505,0.203130018
0.2,1.464965137,50.86,0.0111796,0.0145353,0.0129321,0.00948388,0.00596995,0.00371995,0.00423431,0.00500833,0.00406471,0.0028366,0.00207515,0.00136981,0.252938358,0.24822533,0.221246827,0.203454027,0.182662005,0.227135198,0.214245791,0.184632997,0.214101269,0.187910645,0.193652422,0.293910904
0.3,1.464965137,50.86,0.0186718,0.0209759,0.0178285,0.0129784,0.00806129,0.00452455,0.00609247,0.00665273,0.0058676,0.00386978,0.00236684,0.00149282,0.316280756,0.321432271,0.274459984,0.231922041,0.211669516,0.261481481,0.230350686,0.227342916,0.236594147,0.222271173,0.214927739,0.316003626
0.4,1.464965137,50.86,0.0170528,0.0217665,0.0205098,0.0163655,0.0114735,0.00704013,0.00658556,0.00807828,0.0066608,0.00508936,0.00379142,0.00190749,0.437718208,0.362691013,0.25978503,0.238067858,0.25737555,0.26972805,0.271232841,0.28967107,0.281789692,0.237090909,0.246419321,0.300919451
0.5,1.464965137,50.86,0.014442,0.0261258,0.0305372,0.0298007,0.0232566,0.0168507,0.0172521,0.0176097,0.0133539,0.00718366,0.00460715,0.00240389,0.442320642,0.394200984,0.371331261,0.318938099,0.322556333,0.298142968,0.303100233,0.368736079,0.322626263,0.319347319,0.257083139,0.349233359
0.1,1.568167728,84.83,0.00362517,0.00401121,0.00363359,0.00346412,0.00336762,0.00310364,0.00298559,0.00271961,0.00245231,0.0022097,0.00173367,0.00109496,0.114912976,0.126889666,0.153224553,0.161394457,0.152105413,0.133706553,0.11501036,0.126965294,0.124469567,0.134269878,0.168952085,0.209507641
0.2,1.568167728,84.83,0.00894207,0.0124726,0.0103483,0.00679924,0.00492507,0.00426877,0.00516406,0.00561689,0.00420254,0.00276965,0.00200911,0.00123959,0.202563067,0.242699042,0.246065527,0.225265216,0.213946128,0.210948718,0.173727273,0.165019425,0.175727791,0.174543642,0.192248381,0.22377985
0.3,1.568167728,84.83,0.0125963,0.0155556,0.0123999,0.00838851,0.00514103,0.00431853,0.00521984,0.00573711,0.00512262,0.00351161,0.00225027,0.00138677,0.257551412,0.280777001,0.292859363,0.27964776,0.263657084,0.257893292,0.201832945,0.203718467,0.192301994,0.242484848,0.212260295,0.248921264
0.31,1.568167728,84.83,0.0146924,0.0175488,0.0137515,0.00921531,0.00545125,0.004408,0.00536138,0.00583137,0.00529725,0.00358927,0.00229037,0.00137974,0.2696892,0.280528361,0.302126392,0.281642062,0.272116032,0.262002072,0.214067599,0.210070189,0.190653458,0.253138047,0.215529915,0.25996374
0.32,1.568167728,84.83,0.0170278,0.0197754,0.0151551,0.0101326,0.00584075,0.00452536,0.00550188,0.00597489,0.00546926,0.00367039,0.00233511,0.00137359,0.276449106,0.282786843,0.319168609,0.284260554,0.280530951,0.265161875,0.214908314,0.219492618,0.198565657,0.262812743,0.218575758,0.268940689
0.33,1.568167728,84.83,0.0197885,0.0223059,0.0170255,0.0110458,0.00623214,0.0046567,0.00563697,0.00609379,0.00564028,0.00374243,0.00237911,0.0013675,0.28024346,0.285112665,0.303361823,0.283620824,0.289342139,0.268233618,0.224326599,0.227975136,0.208599845,0.271792282,0.222493136,0.276456876
0.34,1.568167728,84.83,0.0225533,0.0249486,0.0189896,0.0120116,0.00667765,0.00479617,0.00581224,0.00610741,0.00580728,0.00385128,0.00241875,0.00139149,0.294825175,0.286860917,0.308453768,0.282198912,0.298430458,0.270722611,0.219722611,0.233629889,0.214461538,0.285073815,0.225595183,0.282217042
0.35,1.568167728,84.83,0.0250133,0.0276788,0.0211785,0.0128478,0.00719404,0.00494697,0.00599616,0.00612678,0.00596409,0.00398134,0.00244134,0.00141871,0.298401968,0.284799275,0.301543642,0.286759907,0.305799016,0.272362082,0.230502979,0.237071743,0.220999482,0.292931883,0.230306915,0.285944056
0.36,1.568167728,84.83,0.0265667,0.0298486,0.0233784,0.0135841,0.00780556,0.00517048,0.00619058,0.00612088,0.00610604,0.004107,0.00245953,0.0014449,0.313444703,0.284408184,0.297469567,0.291797462,0.311204351,0.273711474,0.234441854,0.23928749,0.229001036,0.293729604,0.233962704,0.287277907
0.37,1.568167728,84.83,0.0277316,0.0316845,0.0253849,0.0145523,0.0084423,0.00541005,0.00640196,0.00619982,0.00623982,0.00423041,0.00246041,0.00146987,0.308036778,0.286503497,0.302861953,0.296928257,0.315749806,0.273136493,0.227682466,0.241499093,0.23277726,0.298616939,0.234113701,0.290554261
0.38,1.568167728,84.83,0.0290906,0.0339186,0.0277786,0.0158086,0.00906275,0.00583944,0.00660404,0.00636723,0.00637659,0.00436607,0.00246406,0.00148155,0.34004662,0.292204092,0.310854701,0.303312613,0.319370629,0.277516188,0.234138047,0.243598809,0.233652681,0.295749806,0.235703704,0.293553484
0.1,1.772223513,2.74,0.00425565,0.00450557,0.00344944,0.00355011,0.00365221,0.00357964,0.00443317,0.0046198,0.00363365,0.00264524,0.00198105,0.0012961,0.14706993,0.17611655,0.176672883,0.208241906,0.232626263,0.225219373,0.174608392,0.161177156,0.167952603,0.171454027,0.178224553,0.230672106
0.2,1.772223513,2.74,0.00800264,0.0110245,0.0109268,0.00960917,0.00802312,0.00678761,0.00574784,0.0050579,0.00479652,0.00456048,0.00326987,0.00151974,0.320580161,0.340958301,0.350839161,0.332046102,0.32045584,0.260859881,0.382175602,0.281556592,0.260795131,0.223149184,0.249490546,0.273408443
0.3,1.772223513,2.74,0.0234561,0.0236906,0.0193243,0.0148341,0.0113738,0.00827366,0.00619529,0.00603769,0.00666229,0.00542009,0.00295353,0.00164823,0.438852629,0.407798498,0.36048951,0.362082362,0.332732453,0.346311836,0.35030562,0.353426573,0.304457394,0.255893551,0.229672624,0.306956747
0.4,1.772223513,2.74,0.0435326,0.0425557,0.0327236,0.0188812,0.0122831,0.00859279,0.00657921,0.00723442,0.00682034,0.00504185,0.00309803,0.00175491,0.653892774,0.505881896,0.511380471,0.437363377,0.383092463,0.412455322,0.38007252,0.36019166,0.322947423,0.27974618,0.246819736,0.327425537
0.41,1.772223513,2.74,0.0459825,0.0447431,0.0336464,0.0189388,0.0122763,0.00860354,0.00664174,0.00724527,0.00689071,0.00511695,0.0031291,0.00176399,0.658728309,0.683561254,0.46982906,0.447184667,0.379456099,0.415848226,0.385830096,0.364423724,0.323053613,0.282359492,0.25622274,0.329318829
0.42,1.772223513,2.74,0.0486027,0.0469499,0.0343187,0.0189339,0.0123009,0.00863641,0.00670704,0.00722629,0.00695831,0.00518872,0.00315857,0.00177222,0.666130536,0.525198135,0.523170163,0.466006216,0.367384097,0.416179746,0.384426314,0.367021497,0.323633774,0.273074333,0.253964776,0.330704481
0.43,1.772223513,2.74,0.0513776,0.0491781,0.0347435,0.0188604,0.0123423,0.00868194,0.00676574,0.00717316,0.00701485,0.00525808,0.00318723,0.0017797,0.672771303,0.635718726,0.476063196,0.450795131,0.368313908,0.415900026,0.389176379,0.368474488,0.327819218,0.291815592,0.252368557,0.332553743
0.44,1.772223513,2.74,0.0543664,0.0514393,0.0348984,0.0186847,0.0123855,0.00872712,0.00682421,0.00707319,0.0070646,0.00532398,0.00321396,0.00178725,0.671074851,0.572926703,0.522134162,0.460732971,0.374172494,0.415695416,0.384698265,0.370745921,0.329497539,0.293172753,0.256131831,0.333998964
0.45,1.772223513,2.74,0.0575568,0.0537406,0.0348777,0.0184619,0.0124196,0.00877065,0.00688271,0.00701946,0.00711291,0.00538976,0.00324032,0.00179426,0.672869723,0.574408184,0.47011396,0.446337736,0.368448588,0.413100233,0.396475006,0.374097384,0.326902357,0.280530951,0.264498834,0.335244755
0.46,1.772223513,2.74,0.0610748,0.0560874,0.0347786,0.0182049,0.0124557,0.00881855,0.00694057,0.00708435,0.00716198,0.005455,0.00326621,0.00180113,0.668186998,0.607345247,0.517736338,0.460523181,0.361121471,0.412773893,0.392292152,0.377407407,0.325868946,0.30038332,0.264268324,0.336280756
0.47,1.772223513,2.74,0.0655863,0.0590694,0.0344983,0.0181213,0.0124846,0.00886346,0.00700386,0.00715524,0.00721464,0.00552093,0.00329108,0.00180695,0.707425537,0.54030562,0.464125874,0.449432789,0.370916861,0.411849262,0.393390313,0.378438228,0.322597773,0.295734266,0.26010619,0.337544678
0.48,1.772223513,2.74,0.0724121,0.0641612,0.0343992,0.0181721,0.0125047,0.00890435,0.00706418,0.00722505,0.00726272,0.00558218,0.00331493,0.00181172,0.665200725,0.627381507,0.513069153,0.463882414,0.352066822,0.40991194,0.396746957,0.378236208,0.328179228,0.290903911,0.255743331,0.338790469
0.1,1.791860791,4.932,0.00362113,0.00360909,0.0029004,0.00256322,0.00249505,0.00251037,0.00317553,0.00571941,0.00748734,0.00642732,0.00366499,0.001716,0.246746439,0.238085988,0.262362082,0.296068376,0.293405853,0.271559182,0.244338254,0.231504533,0.168624191,0.21928749,0.268932919,0.285850816
0.2,1.791860791,4.932,0.0096821,0.0100417,0.00653061,0.00390799,0.00419838,0.00587225,0.00772585,0.00853756,0.00823613,0.00627347,0.00327501,0.00153174,0.456371406,0.376133126,0.350813261,0.341085211,0.307353017,0.336244496,0.277109557,0.256353794,0.178147112,0.292020202,0.305765346,0.314055944
0.3,1.791860791,4.932,0.0218787,0.0206896,0.0127105,0.00567565,0.00501644,0.00507831,0.00603413,0.00679032,0.00586045,0.00416492,0.00285736,0.00155526,0.684558405,0.562944833,0.456094276,0.482672883,0.365589226,0.360538721,0.368093758,0.299494949,0.245340326,0.317049987,0.273157213,0.311616162
0.4,1.791860791,4.932,0.0366179,0.0343735,0.0164226,0.00667174,0.00390812,0.00398879,0.00539813,0.00630098,0.0052534,0.00426368,0.00322438,0.00184514,0.788575499,0.624548045,0.521807822,0.48036778,0.393128723,0.42038332,0.35988086,0.335089355,0.305014245,0.317534318,0.297254597,0.355288785
0.5,1.791860791,4.932,0.061723,0.0522108,0.0213292,0.00705115,0.00411922,0.00414186,0.00543345,0.00693835,0.00755601,0.00659027,0.00489051,0.00239823,0.836695157,0.650878011,0.671629112,0.497710438,0.386840197,0.452434602,0.462719503,0.363172753,0.326868687,0.346120176,0.362020202,0.413727014
0.51,1.791860791,4.932,0.0663559,0.0552604,0.0213077,0.00677108,0.00413166,0.00414725,0.00543872,0.00734504,0.00780582,0.00700059,0.00510857,0.0024515,0.852709143,0.664921005,0.693931624,0.517112147,0.384050764,0.438109298,0.459339549,0.366847967,0.335975136,0.359456099,0.36973841,0.423159803
0.52,1.791860791,4.932,0.0732297,0.0604896,0.0211959,0.00676516,0.00414726,0.00415633,0.00562688,0.00768216,0.00817193,0.00745681,0.00540658,0.00254225,0.879026159,0.676853147,0.706803937,0.537031857,0.396309246,0.413273763,0.457909868,0.37021756,0.344649055,0.367233877,0.383413623,0.435281015
0.53,1.791860791,4.932,0.0894646,0.0698081,0.0213579,0.0067583,0.00416267,0.0041656,0.00560592,0.00776159,0.00842864,0.00774587,0.00558369,0.0025761,0.896329966,0.682520073,0.71013727,0.527570578,0.422284382,0.417122507,0.45018648,0.373069153,0.348409738,0.376192696,0.378225848,0.434480704
0.1,1.819514306,8.76,0.00325604,0.00335229,0.00330239,0.00338144,0.00327224,0.00321428,0.00391506,0.00480732,0.00493636,0.00407932,0.00267414,0.0015506,0.203701891,0.235903652,0.270836571,0.278207718,0.219909868,0.223286454,0.221748511,0.249402227,0.236265475,0.209127946,0.243170422,0.289259259
0.2,1.819514306,8.76,0.00494993,0.00532744,0.0041781,0.0035815,0.00415745,0.00414197,0.00517243,0.00669504,0.00712122,0.00648108,0.00468018,0.00209444,0.326915307,0.317645688,0.341447811,0.371315721,0.321222481,0.324864025,0.328075628,0.357135457,0.295493395,0.258075887,0.27028231,0.328078218
0.3,1.819514306,8.76,0.00735081,0.0094469,0.00796261,0.00589228,0.00502374,0.00512159,0.00815043,0.0102164,0.0100338,0.00740981,0.00592322,0.00292519,0.474294224,0.481476301,0.446521627,0.466425796,0.372338772,0.347135457,0.465954416,0.408267288,0.407021497,0.328031598,0.283172753,0.373177933
0.4,1.819514306,8.76,0.0144996,0.0151952,0.012376,0.00879824,0.00638914,0.00634614,0.00893371,0.0103499,0.00971213,0.00724383,0.00458877,0.00244364,0.588262108,0.567373737,0.486260036,0.485180005,0.41952603,0.439049469,0.418293188,0.381934732,0.476801347,0.319217819,0.272654753,0.384074074
0.5,1.819514306,8.76,0.0241809,0.0234498,0.0182955,0.0119027,0.00768848,0.00732126,0.00914458,0.0100578,0.00936037,0.00705034,0.00504183,0.00254516,0.789109039,0.625099715,0.542924113,0.483255633,0.463385133,0.465317275,0.355560736,0.392644393,0.452245532,0.413680394,0.276508677,0.408723129
0.6,1.819514306,8.76,0.0364519,0.0347237,0.0241774,0.0146487,0.0103241,0.00814721,0.00863144,0.00850883,0.00781755,0.00844485,0.00764707,0.00406631,0.909054649,0.738565139,0.574589485,0.533087283,0.541092981,0.558660969,0.479378399,0.472732453,0.436425796,0.509474229,0.307959078,0.423747734
0.61,1.819514306,8.76,0.0377616,0.0359271,0.0255041,0.0150319,0.0107475,0.00840448,0.00860046,0.00838557,0.00774928,0.008553,0.00784513,0.00430946,0.904636105,0.743382543,0.58023828,0.533931624,0.536617457,0.564436674,0.48993525,0.475169645,0.448016058,0.515591816,0.314164724,0.427368557
0.62,1.819514306,8.76,0.0390787,0.0384475,0.0269633,0.0157196,0.0111496,0.00863365,0.00855562,0.00830002,0.00774069,0.00863919,0.0080003,0.00447802,0.921906242,0.728482258,0.587233877,0.551240611,0.528782699,0.567819218,0.492421652,0.467795908,0.434876975,0.497321937,0.30995079,0.428186998
0.63,1.819514306,8.76,0.0419415,0.0416676,0.0284399,0.0163423,0.0114186,0.0086913,0.00844207,0.00823325,0.00782796,0.00881462,0.00822562,0.004667,0.912618493,0.723004403,0.592608133,0.563745144,0.519054649,0.564208754,0.496544937,0.466726237,0.433102823,0.521408961,0.314540275,0.42970474
0.64,1.819514306,8.76,0.047877,0.0462101,0.0303232,0.0168537,0.0116063,0.00870186,0.00835821,0.00821057,0.00800679,0.00903296,0.00842105,0.00481768,0.907158767,0.732595183,0.596982647,0.577609428,0.509077959,0.553299663,0.483385133,0.468660969,0.425016835,0.501901062,0.320621601,0.434421134
0.65,1.819514306,8.76,0.0555901,0.0525642,0.0339074,0.017176,0.0116615,0.00861322,0.00833089,0.00819468,0.00820256,0.00924572,0.00863751,0.00503708,0.923175343,0.74043512,0.60039627,0.576936027,0.500922041,0.54982129,0.482279202,0.45998705,0.413641544,0.526588967,0.330567211,0.440916861
0.1,1.792954504,15.93,0.0038666,0.00419057,0.00414429,0.00372517,0.00327989,0.00302523,0.00371555,0.00499005,0.00652561,0.00721341,0.00579636,0.00232552,0.41952344,0.417158767,0.371173271,0.315589226,0.310616421,0.327511008,0.367065527,0.340890961,0.244451955,0.295565916,0.302750583,0.326386946
0.2,1.792954504,15.93,0.00777278,0.0115403,0.0114869,0.0109873,0.00839045,0.00527378,0.00439454,0.00496456,0.0066026,0.0087231,0.00845448,0.00462024,0.835866356,0.710707071,0.649046879,0.503654494,0.478464128,0.504115514,0.554079254,0.462209272,0.321743072,0.338953639,0.35044289,0.422610723
0.3,1.792954504,15.93,0.0124735,0.0138805,0.013065,0.0107397,0.00895416,0.00552334,0.00391182,0.0045104,0.00543978,0.00774804,0.00861715,0.00585061,1.049228179,0.852540793,0.751030821,0.666475006,0.519453509,0.544415954,0.565001295,0.586368816,0.444405594,0.314853665,0.399254079,0.436954157
0.4,1.792954504,15.93,0.0195256,0.0215352,0.0203747,0.0157803,0.00993547,0.00613088,0.0051588,0.00543275,0.00577408,0.00766741,0.00928138,0.00667695,1.316285936,0.976897177,0.839166019,0.818951049,0.598150738,0.623496503,0.585894846,0.650764051,0.494343434,0.361515152,0.366293706,0.453708884
0.41,1.792954504,15.93,0.0211588,0.0225334,0.021096,0.0164131,0.0104882,0.00644752,0.00531421,0.0055714,0.00588612,0.00773507,0.00939379,0.00674167,1.473185703,1.009399119,0.854252784,0.775832686,0.646783217,0.655156695,0.556200466,0.654524735,0.497663818,0.377360787,0.356379176,0.452641803
0.42,1.792954504,15.93,0.022961,0.0242539,0.0218172,0.0170544,0.0110211,0.00674526,0.00548298,0.00571415,0.00600991,0.00778627,0.00947524,0.00676289,1.389186739,0.985177415,0.881828542,0.817454027,0.632185962,0.657469567,0.565011655,0.644480704,0.504910645,0.388225848,0.362141932,0.46022274
0.43,1.792954504,15.93,0.024941,0.0262485,0.0225264,0.0177033,0.0115409,0.00702074,0.00565331,0.00585642,0.00613173,0.00785698,0.00960425,0.00685133,1.362372442,1.002398342,0.899443149,0.807850298,0.643478373,0.656174566,0.545622896,0.633589744,0.505718726,0.362893033,0.373936804,0.466682207
0.44,1.792954504,15.93,0.0287406,0.0310632,0.0234411,0.0183569,0.0120322,0.00728445,0.00585751,0.00602095,0.00628593,0.00800985,0.00974144,0.00689733,1.344706035,1.0301813,0.926534577,0.83970474,0.654664595,0.638837089,0.536187516,0.62952603,0.50014504,0.384985755,0.374027454,0.468847449
0.45,1.792954504,15.93,0.0333418,0.0357397,0.0261988,0.0189806,0.0124413,0.00748595,0.00607539,0.00620951,0.00636445,0.00816826,0.00987851,0.00694672,1.396754727,1.035938876,0.944286454,0.888901839,0.663558664,0.62998964,0.556664077,0.628702409,0.493136493,0.376430976,0.380624191,0.46995338
0.46,1.792954504,15.93,0.0422426,0.0434713,0.0305755,0.0196117,0.0128454,0.00768131,0.00628301,0.00640815,0.00655207,0.00839752,0.00996867,0.00681256,1.393506864,1.072079772,0.956790987,0.868585859,0.783561254,0.617927998,0.569321419,0.60007511,0.483069153,0.387837348,0.371354571,0.46950013
0.1,1.893889658,27.58,0.00433665,0.00487617,0.00389234,0.00336844,0.00328541,0.00318392,0.00359465,0.00354689,0.00299933,0.00241592,0.00187922,0.00123787,0.126846154,0.129191142,0.149019425,0.154781922,0.161899508,0.176431753,0.161076664,0.132869464,0.155029008,0.148406371,0.165641285,0.210293965
0.2,1.893889658,27.58,0.00712672,0.00991498,0.00969892,0.00848725,0.00694455,0.00567164,0.00509498,0.00420727,0.00388811,0.00306465,0.00235569,0.00143243,0.2697669,0.252374255,0.248087283,0.229953639,0.228328412,0.199097902,0.19971769,0.225027195,0.200528879,0.200444444,0.216178969,0.288881119
0.3,1.893889658,27.58,0.0095521,0.0123798,0.0108873,0.00936623,0.00875184,0.00851704,0.00960928,0.0106413,0.00986932,0.00670997,0.0035181,0.0017637,0.393462833,0.359458689,0.332066822,0.333685574,0.318189588,0.334304584,0.278106708,0.286373996,0.276539757,0.269355089,0.251685833,0.308578089
0.4,1.893889658,27.58,0.0167457,0.0189446,0.0145572,0.00923777,0.00708343,0.00825229,0.0114184,0.0143857,0.0133911,0.00898865,0.00433746,0.00191773,0.475962186,0.428549599,0.405501166,0.392346542,0.400844341,0.367697488,0.344542865,0.307249417,0.268798239,0.326860917,0.304788915,0.346412846
0.5,1.893889658,27.58,0.0199989,0.0230687,0.0192056,0.0117963,0.00788939,0.00827141,0.0128468,0.0165981,0.0174283,0.0147427,0.00750846,0.00260837,0.55020979,0.457070707,0.478179228,0.426433566,0.43983424,0.395198135,0.384444444,0.412429422,0.391807822,0.329134939,0.28017094,0.414226884
0.6,1.893889658,27.58,0.0218318,0.0267842,0.0243522,0.0173943,0.00967136,0.00839286,0.011835,0.0149344,0.0164976,0.0153358,0.0101597,0.00256543,0.661869982,0.552942243,0.50043771,0.500655271,0.491295001,0.467176897,0.445024605,0.39991971,0.408161098,0.382310282,0.325441595,0.424188034
0.7,1.893889658,27.58,0.0250881,0.030313,0.0289156,0.0223695,0.0106938,0.00806007,0.0108663,0.0130213,0.0123697,0.0113323,0.0102223,0.00660358,0.761574722,0.654830355,0.580608651,0.545962186,0.566868687,0.468119658,0.418339808,0.429391349,0.443183113,0.40955452,0.328736079,0.421491841
0.71,1.893889658,27.58,0.025519,0.0309888,0.0293684,0.0226175,0.0107091,0.00826,0.0110145,0.0128186,0.0122192,0.011059,0.0102094,0.00655261,0.772263662,0.658114478,0.586272986,0.547984978,0.582154882,0.501274281,0.422838643,0.434845895,0.448399378,0.416645947,0.335470085,0.424307174
0.72,1.893889658,27.58,0.0264419,0.0322899,0.0298274,0.0228313,0.0107379,0.00844636,0.0111353,0.0126417,0.012067,0.0108443,0.010198,0.00646768,0.777083657,0.665687646,0.606627817,0.565682466,0.564048174,0.49028231,0.428389018,0.44028749,0.455705776,0.416697747,0.338873349,0.425312095
0.73,1.893889658,27.58,0.0275129,0.0340003,0.0310572,0.0230165,0.0107923,0.00868526,0.0112911,0.0125626,0.0119532,0.0106567,0.0101448,0.00635972,0.786702927,0.673242683,0.60047915,0.542608133,0.568800829,0.474312354,0.428749029,0.445607356,0.455700596,0.421686092,0.331351981,0.418277648
0.74,1.893889658,27.58,0.0292111,0.0361009,0.032915,0.0231834,0.0108242,0.00892105,0.0114377,0.0125525,0.0118414,0.0105215,0.010094,0.00630966,0.792895623,0.681807822,0.609342139,0.552522663,0.569393939,0.50021497,0.438663559,0.450846931,0.45996374,0.427583528,0.331766382,0.419062419
0.75,1.893889658,27.58,0.0310304,0.0381249,0.0345658,0.0235147,0.0108346,0.00918568,0.0116012,0.0126385,0.0117455,0.0103936,0.0100064,0.00624594,0.822553743,0.694198394,0.620562031,0.562491582,0.564185444,0.481898472,0.439119399,0.454504015,0.460883191,0.42985496,0.331598032,0.434553225
0.76,1.893889658,27.58,0.033223,0.0399664,0.0358615,0.024064,0.0108243,0.00944204,0.0117249,0.0127002,0.0116295,0.0102038,0.00985873,0.00613072,0.824944315,0.698101528,0.609238539,0.533335923,0.555576276,0.487417767,0.458212898,0.456521627,0.463597514,0.43033152,0.315081585,0.433812484
0.77,1.893889658,27.58,0.0428415,0.0471345,0.0398134,0.0250133,0.0110936,0.00973822,0.0118985,0.0127998,0.0114381,0.00998487,0.00966939,0.00597891,0.825045325,0.707959078,0.603418803,0.538334628,0.548689459,0.483773634,0.455167055,0.499098679,0.464706035,0.430909091,0.318399378,0.437886558
0.1,1.766159698,51.4,0.00341998,0.00366803,0.00348034,0.00323594,0.00299419,0.00284847,0.00390538,0.00631507,0.00737465,0.00678447,0.00483979,0.0021774,0.328686869,0.278262108,0.2895338,0.315850816,0.300732971,0.286632997,0.30956488,0.264928775,0.227916602,0.234924631,0.322305102,0.323566434
