#Num,1-PFA-1-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PID-1-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PRD-1-1
0,,,,,,,,,,,,,0.8675172134630734,0.13095648749143188,0.0792471425264645,0.06142649001782322,0.35150576771499936,0.38772947999000085,0.7592104111788968,0.3656249348436921,0.37952482742961297,0.6330201616349722,0.5149650535047808,0.10129689661388293,0.6546905410372307
1,,,,,,,,,,,,,0.5170987606444309,0.23808460381304972,0.10072852004113678,0.06277627706956879,0.38868565581242426,1.1771744928716734,0.5739138283648867,0.6521213784728744,0.4322021380209013,0.2564503029982657,0.12451204305643274,0.2980037992584499,0.8036470569968365
2,,,,,,,,,,,,,0.3597280254772056,0.204909357207174,0.12640455278394075,0.07046838103436932,0.7849065512627137,0.5507722002504921,0.7460776045190253,0.4882080995919311,0.5025173655841764,0.15795028412268206,0.7783279346264121,0.3510477148524635,0.4804104918351172
3,,,,,,,,,,,,,0.2901636680280448,0.08878105223637532,0.12902212389440146,0.05601072746406949,0.43363285868120255,0.439101247204323,0.7747375752233223,0.34793136099140665,0.19502127355575932,0.31939762094368285,0.20644894663263305,0.28806658140260644,0.8091567865024484
4,,,,,,,,,,,,,0.22515549165721915,0.13981978709050993,0.18366685495985188,0.08323031499590978,0.6169281644339788,0.8283167793051468,0.8629740255469608,0.7336333694913004,0.6890895013732705,0.09876111455848302,0.27982354885760896,0.20366996375597357,1.0400333094631096
5,,,,,,,,,,,,,0.8880418209632202,0.18613335414196386,0.12847967594837795,0.034526261469864934,0.9024652831820892,0.3179134176517857,0.4403927286707374,0.46699937070313463,0.35469085662215993,0.42363317434368764,0.334571842642588,0.1756560572604855,0.7586447604850143
6,,,,,,,,,,,,,0.7732041399438861,0.12198636850583887,0.12817993015281567,0.07028911198697298,0.3868177649336968,0.8793045193484981,0.8061699617395437,0.36871867068741876,0.3269959579077675,0.3648356391918791,0.48193303403988924,0.21075384922542711,0.7282438262957073
7,,,,,,,,,,,,,1.5131577995419576,0.16752683226127493,0.13673656489561373,0.039563762507576185,0.7880667709277744,0.4625224529188554,0.6929960798467492,0.44799776890938714,0.3253162234873802,0.3486756452235945,0.1451253509307456,0.2713520436915365,0.5676026617409644
8,,,,,,,,,,,,,0.26762121401428396,0.11117336787868948,0.12455142533905098,0.04813233102514789,0.6382136733086862,0.3956554502227225,1.0416810655829543,0.4914384140488639,0.2533656201167127,0.29612302280796393,0.4156438768460242,0.1557083199339011,0.8083652642053174
9,,,,,,,,,,,,,0.3927385582658769,0.17952637907877234,0.06889181791627469,0.03976443358784034,0.7221658206841953,0.5257148096332983,0.49579834369560155,0.7733773169087231,0.5353861681778691,0.12814494408230612,0.3063571593357725,0.1531729593850979,0.7060582109808858
10,,,,,,,,,,,,,0.5742966621245887,0.37914466715547746,0.12273611359998189,0.07650397776470177,0.38206601431114995,0.5800418174261166,0.33312261373719493,0.3840686024610298,0.2517917764108182,0.35423607403404345,0.16399924712183947,0.32227719870720034,1.16512333416401
11,,,,,,,,,,,,,0.4737423329809808,0.12236962862644395,0.09192236931473506,0.07298000661148474,0.5986830059430583,0.8838821171986271,0.49830372597136613,0.5046692439213855,0.5175469656949447,0.20267586325006334,0.34327140800593237,0.18775354893168528,0.7285806042284582
12,,,,,,,,,,,,,0.5050019580646692,0.08032500029456935,0.13768839793180537,0.07184853927675312,0.8666623917893386,0.4844619973412477,0.4686263938511561,0.4364447718785943,0.2712469856037756,0.3646121599256889,0.4221329296523677,0.20891556050754734,0.6109105005112349
13,,,,,,,,,,,,,0.3847168503661475,0.19617219901405478,0.10470905909780788,0.06680261310054744,0.619940817206857,0.3313959565009683,0.684407297386608,0.32365076215670907,0.43031002351874653,0.17061700491652326,0.29193549834636845,0.13818821467732284,0.5936116111046842
14,,,,,,,,,,,,,0.5110212360464439,0.20593465374529527,0.2604887536986991,0.041807678451201556,0.26304295193389343,0.34045014505806487,0.6309162036233791,0.34725444912461356,0.3544978849477686,0.08485788504351371,0.33339105554878773,0.30888824579359997,1.5468590496299894
15,,,,,,,,,,,,,0.3375040804110855,0.19948232021857212,0.13141845506531627,0.08453141550148305,0.493407425659086,0.43198702900655567,0.43043303018749396,0.38283123476270925,0.21431928724540816,0.3026077535547505,0.4556822280114593,0.3296426300812555,0.6444727421899513
16,,,,,,,,,,,,,0.3979692600477378,0.13678438572376328,0.08856725020174483,0.05849425985225808,1.0516407047155003,0.7392586156375501,0.5308826489739324,0.24701094459313758,0.2841550857577278,0.19486720017882644,1.0695454809027116,0.15778414970853405,0.7109645034391647
17,,,,,,,,,,,,,0.3074760671531729,0.1453964949398132,0.08812405546628159,0.09127304763834677,0.49947168701240313,0.4237295099082924,0.21810084005361008,0.5920138410293242,0.3738297418461543,0.29086510422282497,0.39898427787722063,0.3227253857756693,0.5450300777109262
18,,,,,,,,,,,,,0.5686487872942141,0.14471298552687836,0.0798370165182666,0.043825788089108746,0.7105573341541666,1.0132769915446933,0.26786889180936047,0.4733234896460404,0.37426094309983976,0.24078217409620797,0.2456737530842234,0.2506007906698249,1.0736783838674961
19,,,,,,,,,,,,,0.5225528056619277,0.13512262970918623,0.05458553291681368,0.06511790809773495,1.0743358320485428,0.6527598085357984,0.38130210768459777,0.4345719869841756,0.3174135986008909,0.40133260443045815,0.1974448677104426,0.1893382993955525,0.8016964654127053
